L,n,U,delta,delta_tot,delta_tot_err,dtot_N,net,snr,corr_dxy,S,S_over_N,Qx,Qy
14,1.0,2.0,0.1,0.24151350399999966,0.01746339633681951,0.001232211755102039,0.001191993999999516,0.9795278654737661,0.006707636654780062,0.269581688,0.001375416775510204,0.8571429026366719,1.000000027823533
14,1.0,2.0,0.3,2.1686930879999995,0.017293538300266285,0.011064760653061221,-0.029002072000000184,15.525972730869858,-0.3967963571724763,0.241749898,0.0012334178469387755,1.000000027823533,1.000000027823533
