L,nup,n,delta,U,seed,beta_proj,tau_max,nw,chi_son_full,chi_son_vertex,chi_sext_full,chi_sext_vertex,chi_d_full,chi_d_vertex,chi_dxy_full,chi_dxy_vertex,chi_pan_s_full,chi_pan_s_vertex,chi_pan_d_full,chi_pan_d_vertex
12,72,1.0,0.3,4.5,1,32.0,0.8,500,3.46835562955485,-4.146560905496782,27.39535002356579,4.761868001658625,28.92212551467795,2.3179885776873497,37.91253259296186,5.3114801520703665,29.448773518335383,3.8282667152031835,21.691594136008455,1.7384914332655108
12,72,1.0,0.3,4.5,2,32.0,0.8,500,3.468109882954302,-4.158306414828063,27.353323864573195,4.725166591212961,29.24691223858421,2.5979117222284054,37.86512169734499,5.2871638029555195,29.446596356611177,3.8293008459441764,21.93518417893815,1.9484337916713041
12,72,1.0,0.3,4.5,6,32.0,0.8,500,3.4919398180465295,-4.173093903829812,27.37016309623998,4.728913423373351,29.19360167339113,2.4776298904823086,38.05592180888044,5.39092710351687,29.453601159741435,3.8171611350362427,21.89520125504334,1.8582224178617313
12,72,1.0,0.3,4.5,4,32.0,0.8,500,3.489510306561944,-4.167439559119086,27.394702869767208,4.710638354019946,28.940146412470426,2.2178121049590933,38.01873599150808,5.327203860501162,29.485041844669446,3.8070034607682195,21.70510980935282,1.6633590787193213
12,72,1.0,0.3,4.5,5,32.0,0.8,500,3.4878472390990725,-4.1262764149904925,27.33581580350359,4.6789215402860105,28.96772377584997,2.3241593462198877,37.813465627857774,5.187030514100753,29.414088719866005,3.7821068735005396,21.72579283188747,1.7431195096649148
12,72,1.0,0.3,4.5,3,32.0,0.8,500,3.4798165334289095,-4.150941881946767,27.43414178941719,4.772179193323457,29.225398471003512,2.615569526579909,37.99793107300503,5.424977907860618,29.487505759541335,3.8302936235358898,21.91904885325263,1.9616771449349297
