L,nup,delta,U,seed,n,eq_son_full,eq_son_vertex,chi_son_full,chi_son_vertex,eq_sext_full,eq_sext_vertex,chi_sext_full,chi_sext_vertex,eq_d_full,eq_d_vertex,chi_d_full,chi_d_vertex,eq_dxy_full,eq_dxy_vertex,chi_dxy_full,chi_dxy_vertex,taus,Ctau_son_vertex,Ctau_sext_vertex,Ctau_d_vertex,Ctau_dxy_vertex,beta_proj,tau_max,nw
10,50,0.1,3.5,1,1.0,26.72287427194119,-16.638841910900116,3.250957080657116,-3.7671861145712904,236.62611047719844,48.87107189089649,22.342509029774178,3.4630635049147473,136.0141397468069,15.592313593148592,29.41815480058664,3.585557640576267,205.2265408891164,-2.7328788122373013,38.54806906812958,-1.0979058235480985,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.6388;-13.1095;-10.4391;-8.34966;-6.73852;-5.46998;-4.4694;-3.67496;-3.03827;-2.52964;-2.12148;-1.78787;-1.51491;-1.29112;-1.10977;-0.960902;-0.83841,48.8711;24.7635;12.3986;5.96811;2.72557;1.06466;0.275383;-0.0776581;-0.231112;-0.277505;-0.293084;-0.281304;-0.269288;-0.268343;-0.267286;-0.267388;-0.27423,15.5923;12.0461;9.55819;7.7082;6.36098;5.25322;4.31595;3.5305;2.99532;2.52083;2.11129;1.79111;1.53876;1.37074;1.20248;1.09772;1.02713,-2.73288;-2.41794;-2.23834;-2.1119;-1.90272;-1.87783;-1.63365;-1.43658;-1.24675;-1.14239;-0.991599;-0.872901;-0.746416;-0.655832;-0.57752;-0.518618;-0.441401,32.0,0.8,500
10,50,0.1,3.5,2,1.0,26.6612373145938,-16.69387459552972,3.2396877404075832,-3.7842032325553605,236.58588059669972,48.90552975222652,22.32929064041705,3.459152102577341,135.18208933805857,14.598922488899214,29.165893927017265,3.241985439899062,203.86568733086358,-3.8647404070070337,38.30947282293799,-1.2995031429711041,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.6939;-13.1629;-10.4644;-8.37965;-6.75602;-5.48286;-4.48972;-3.69443;-3.05989;-2.54837;-2.13935;-1.80135;-1.52989;-1.30651;-1.12319;-0.972765;-0.851598,48.9055;24.8784;12.3749;5.95079;2.66874;1.04577;0.28118;-0.104031;-0.246721;-0.302066;-0.30412;-0.284053;-0.28071;-0.271059;-0.265857;-0.272033;-0.277706,14.5989;11.343;8.9124;6.99976;5.28597;4.46857;3.77182;3.11515;2.5862;2.17474;1.88411;1.60191;1.43258;1.27962;1.12421;1.0547;1.01102,-3.86474;-3.22256;-2.59425;-2.38828;-2.23668;-1.92648;-1.70604;-1.60949;-1.47271;-1.2451;-1.20788;-0.964243;-0.873891;-0.803583;-0.765236;-0.69549;-0.691544,32.0,0.8,500
10,50,0.1,3.5,3,1.0,26.674327505264564,-16.677363115584303,3.238484289138417,-3.774854214719132,236.34015593756217,48.65737992909156,22.314179711157763,3.4446072591550427,135.408106962587,15.264873687532198,29.09846792947145,3.3654395871360223,204.91351255186842,-2.8896599210055847,38.42129448938066,-1.1260361200584963,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.6774;-13.1463;-10.4571;-8.37337;-6.74044;-5.47276;-4.46802;-3.67496;-3.04352;-2.53491;-2.12514;-1.79108;-1.52173;-1.30055;-1.11693;-0.968589;-0.845887,48.6574;24.6933;12.2976;5.94681;2.70143;1.05708;0.266028;-0.09127;-0.243025;-0.289674;-0.288686;-0.284917;-0.271388;-0.265428;-0.263347;-0.26516;-0.271805,15.2649;11.6424;9.10558;7.22532;5.87504;4.75199;3.85688;3.12061;2.64951;2.2027;1.88169;1.68183;1.49228;1.34293;1.21764;1.10867;1.04255,-2.88966;-2.72246;-2.2725;-2.11491;-1.88705;-1.76991;-1.64618;-1.5078;-1.31334;-1.12291;-0.984961;-0.873239;-0.745799;-0.687229;-0.622333;-0.555348;-0.499853,32.0,0.8,500
10,50,0.1,3.5,4,1.0,26.671926205252937,-16.6548865392945,3.2392112699457796,-3.762454515060681,236.58387136310353,48.90869745279737,22.33226809114789,3.476493017430239,136.48981696851143,16.10895596375635,29.24719110080334,3.495006959628083,203.95281922791673,-3.7623518216471568,38.29737931094475,-1.2646048769947253,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.6549;-13.1547;-10.428;-8.32665;-6.70908;-5.44965;-4.45096;-3.66472;-3.02442;-2.5229;-2.11509;-1.78342;-1.51338;-1.29055;-1.1089;-0.960544;-0.837252,48.9087;24.9372;12.4474;6.03087;2.73895;1.0696;0.265983;-0.0825681;-0.239337;-0.293475;-0.30209;-0.29041;-0.279806;-0.269328;-0.260199;-0.263308;-0.267863,16.109;12.3929;9.77035;7.70882;6.20401;4.94895;4.00246;3.30609;2.75963;2.28096;1.85182;1.50354;1.28571;1.21643;1.13771;1.02046;0.911685,-3.76235;-3.58442;-3.06146;-2.57194;-2.31041;-1.9493;-1.7211;-1.36132;-1.21008;-1.0971;-0.979447;-0.844232;-0.758252;-0.62794;-0.569352;-0.525466;-0.478191,32.0,0.8,500
10,50,0.1,3.5,5,1.0,26.724162106330375,-16.732489187101102,3.2482901010256695,-3.800832041788746,236.7577798431539,48.945471421092634,22.370311410126387,3.4657343782322108,136.6418350098966,15.867253021120963,29.629762094333785,3.673368245240437,204.89334399174217,-3.3816549775758147,38.50049860987001,-1.2431893717733413,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.7325;-13.2294;-10.5286;-8.4316;-6.79016;-5.51514;-4.50228;-3.70659;-3.06971;-2.55529;-2.14486;-1.80778;-1.53305;-1.30945;-1.12593;-0.975043;-0.851091,48.9455;24.902;12.3901;5.92246;2.68861;1.07009;0.282137;-0.0750216;-0.230784;-0.291578;-0.302546;-0.286501;-0.279763;-0.270198;-0.26643;-0.272223;-0.276724,15.8673;12.1992;9.74355;7.87066;6.30281;5.0813;4.29691;3.65464;3.02087;2.64109;2.22299;1.9412;1.72231;1.55453;1.40108;1.28936;1.1824,-3.38165;-3.13492;-2.69663;-2.54456;-2.36148;-2.05047;-1.87159;-1.55181;-1.30571;-1.11052;-0.970099;-0.864387;-0.761184;-0.657482;-0.590418;-0.48405;-0.435306,32.0,0.8,500
10,50,0.1,3.5,6,1.0,26.681941550271784,-16.63487098095647,3.240014896359515,-3.7710960412593364,236.36861598472532,48.70066192597006,22.3276861592206,3.455898622843679,136.2274494219504,15.787494017361723,29.49342459795672,3.646551979396701,204.39410593625377,-3.0340928063926427,38.392874063052645,-1.121014573733212,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.6349;-13.15;-10.4439;-8.37177;-6.7453;-5.47185;-4.4646;-3.67006;-3.03741;-2.53001;-2.11667;-1.78902;-1.51831;-1.29472;-1.11335;-0.965746;-0.843552,48.7007;24.7559;12.3771;5.95845;2.69435;1.08024;0.284731;-0.0709959;-0.233528;-0.280016;-0.286715;-0.287079;-0.281498;-0.270917;-0.265467;-0.269401;-0.274894,15.7875;12.1341;9.74281;7.97253;6.59675;5.32894;4.39185;3.52438;2.97098;2.52426;2.07385;1.76324;1.56154;1.40772;1.29804;1.18626;1.12011,-3.03409;-2.84154;-2.4226;-2.16544;-2.04538;-1.82086;-1.60084;-1.37642;-1.19053;-1.02857;-0.891333;-0.829395;-0.736638;-0.660049;-0.573123;-0.494322;-0.452395,32.0,0.8,500
10,50,0.2,3.5,1,1.0,27.672563389833947,-16.52211489535562,3.3626297154731057,-3.8091027764074417,231.93226672847214,46.24689788513455,21.75150223474092,3.1972283102746992,128.0187217086161,9.86026075857708,27.137815195586597,1.6820963766924877,210.52545757455238,22.242866642905533,34.761946637954225,2.5672093441939925,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.5221;-13.1019;-10.463;-8.40579;-6.80248;-5.5431;-4.54623;-3.74707;-3.11202;-2.59887;-2.19048;-1.85367;-1.57846;-1.35311;-1.16678;-1.0146;-0.886813,46.2469;23.2211;11.3315;5.33533;2.31512;0.845237;0.150964;-0.147066;-0.262582;-0.290483;-0.277109;-0.260093;-0.255609;-0.250981;-0.247342;-0.254099;-0.265591,9.86026;6.99213;5.00914;3.78122;2.79669;2.18926;1.67226;1.31407;1.07787;0.845439;0.672587;0.569835;0.439094;0.423557;0.402333;0.358257;0.336104,22.2429;15.6146;10.6877;7.34714;4.83265;3.06967;1.83575;0.956066;0.316695;-0.12874;-0.357017;-0.564385;-0.690919;-0.739721;-0.771369;-0.789806;-0.791087,32.0,0.8,500
10,50,0.2,3.5,2,1.0,27.682413094274544,-16.57212215812494,3.363093251197424,-3.822060413243657,232.164888551729,46.28702899927428,21.76540247847452,3.1915872423439247,128.16920240450617,10.006843057038889,27.23670974013563,1.7858581128127917,210.67904177942827,21.936152601687876,34.835900142553996,2.5185613593935257,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.5721;-13.1381;-10.5081;-8.44253;-6.8277;-5.56035;-4.56153;-3.76301;-3.12729;-2.61251;-2.19789;-1.85519;-1.58069;-1.35401;-1.16698;-1.01454;-0.889371,46.287;23.1652;11.3116;5.30546;2.28036;0.831401;0.139521;-0.14112;-0.251553;-0.290701;-0.280987;-0.258591;-0.246849;-0.246513;-0.246898;-0.250666;-0.262863,10.0068;7.0272;5.24582;4.01778;3.20602;2.40932;1.84415;1.47813;1.12637;0.902567;0.79632;0.679906;0.550634;0.447229;0.421085;0.383003;0.356429,21.9362;15.3488;10.7237;7.2864;4.84653;3.08413;1.79409;0.906057;0.223622;-0.162255;-0.408972;-0.625394;-0.726661;-0.789559;-0.829324;-0.840826;-0.854372,32.0,0.8,500
10,50,0.2,3.5,3,1.0,27.681798594901057,-16.56517411075617,3.364362781083474,-3.821406839685724,231.8026272910478,46.159719589323956,21.746406258595336,3.187242884678712,127.86782817667476,9.61332719987891,27.176545307732987,1.7303882076375832,211.1010610345606,22.331309449785856,34.90179870943089,2.5578195368141534,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.5652;-13.1209;-10.4887;-8.43384;-6.83092;-5.56291;-4.55816;-3.76237;-3.12643;-2.61444;-2.20043;-1.86338;-1.58584;-1.359;-1.17274;-1.01923;-0.892586,46.1597;23.096;11.3214;5.31717;2.29849;0.833094;0.151463;-0.14454;-0.252635;-0.286299;-0.276642;-0.267698;-0.249417;-0.244749;-0.245843;-0.252631;-0.264312,9.61333;6.82887;4.976;3.68653;2.90055;2.27253;1.77684;1.44965;1.19548;0.998941;0.853996;0.66928;0.584332;0.506234;0.475584;0.433258;0.386047,22.3313;15.4841;10.8555;7.34271;4.79766;3.03112;1.87396;0.937753;0.336976;-0.0726825;-0.389183;-0.570871;-0.721948;-0.813725;-0.834149;-0.845829;-0.84116,32.0,0.8,500
10,50,0.2,3.5,4,1.0,27.648471187207576,-16.572982568840878,3.3545695914088007,-3.8202133735456583,232.09648818309137,46.371011134440536,21.756047613470372,3.211893040721081,127.60454014986212,9.304747371071107,27.144700992392245,1.6746918475457595,211.09646791301975,22.489222695496743,34.7899199947832,2.5256645896426555,0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8,-16.573;-13.1492;-10.4872;-8.42934;-6.82149;-5.55601;-4.55054;-3.75555;-3.11985;-2.61131;-2.19814;-1.86193;-1.5853;-1.35752;-1.17114;-1.01767;-0.891181,46.371;23.2674;11.3649;5.39654;2.36062;0.859171;0.159591;-0.12351;-0.244372;-0.291178;-0.282316;-0.27396;-0.257312;-0.248903;-0.250115;-0.252823;-0.262869,9.30475;6.62064;5.01673;3.74291;2.81811;2.16105;1.73;1.42331;1.15349;0.94118;0.75616;0.583736;0.486532;0.435354;0.404602;0.383354;0.368607,22.4892;15.6751;10.6941;7.23472;4.83711;3.0163;1.70491;0.836512;0.282379;-0.163188;-0.427135;-0.634867;-0.758291;-0.837152;-0.858448;-0.891181;-0.884345,32.0,0.8,500
