L,nup,delta,U,seed,Spipi,m,M_raw,mdelta,Psi_dxy,Psi_dx2y2,chi_pipi,chi_pipi_err,n
12,36,0.0,8.0,1,0.132986636587361,0.030389444049446702,0.3646733285933604,0.0,-0.0005724246326951353,5.274597705838701e-05,0.03518607536068201,0.0012609334442102345,0.5
12,36,0.0,8.0,2,0.13146600208047504,0.030215200607989958,0.3625824072958795,0.0,-0.0010394225018599055,-0.0004071187169002208,0.033633390337433365,0.0010980933140404651,0.5
12,36,0.0,8.0,3,0.1326302367687744,0.03034869537384213,0.36418434448610554,0.0,-0.00038990558131308465,-0.0002466331877133194,0.034624009943510184,0.001262159972609,0.5
12,36,0.0,8.0,4,0.13423504981307371,0.030531751438856614,0.36638101726627936,0.0,-0.0005225745477496987,0.0008756700715455716,0.03423649113123724,0.0029321970264852165,0.5
12,36,0.0,8.0,5,0.12625823148725018,0.029610695267369442,0.3553283432084333,0.0,-0.0008766839292202872,-0.0002294112014233259,0.031314267766215195,0.0010255863457627457,0.5
12,36,0.0,8.0,6,0.1275535250362855,0.029762196967084573,0.3571463636050149,0.0,-0.00025766780182725894,5.8458115987548696e-05,0.03215383387263211,0.0009113981083599845,0.5
12,36,0.1,8.0,1,0.1304878433692948,0.03010258425706066,0.3612310110847279,0.003010258425706066,0.0006578856692723292,0.00045280914886950313,0.03383556112354848,0.0012650035661731845,0.5
12,36,0.1,8.0,2,0.13185101975809638,0.030259413108212244,0.3631129572985469,0.0030259413108212245,0.0006462294094835912,-5.218910051887441e-05,0.035368020666135015,0.0019817973426279707,0.5
12,36,0.1,8.0,3,0.13035181935106696,0.03008689029653518,0.3610426835584222,0.003008689029653518,0.0005196351276959585,-0.0003501388505823328,0.03404501521074086,0.0010815594259434797,0.5
12,36,0.1,8.0,4,0.1310282988974032,0.030164859395380543,0.3619783127445665,0.0030164859395380543,0.00054778361804953,-0.0005347177459287796,0.0327702192827108,0.0010294322233507314,0.5
12,36,0.1,8.0,5,0.1307530897739028,0.030133163920742292,0.3615979670489075,0.0030133163920742292,0.0005695190063011931,0.0005988209049845671,0.033156884585079906,0.0013560491466963677,0.5
12,36,0.1,8.0,6,0.1341332560913783,0.030520172756375676,0.3662420730765081,0.0030520172756375676,0.0001908366441330453,0.00031367975398064986,0.03581070183902208,0.0014107650131623005,0.5
12,36,0.2,8.0,1,0.12618102897706474,0.029601640928740094,0.3552196911448811,0.005920328185748019,0.00013935692352382175,0.0012948554328267904,0.033088635165665514,0.0012850074174704385,0.5
12,36,0.2,8.0,2,0.12841263784938667,0.02986225760905611,0.3583470913086733,0.005972451521811223,-0.0002794566453231094,0.0001785192631643565,0.03578833762460254,0.0014910550537666559,0.5
12,36,0.2,8.0,3,0.12586930085781606,0.0295650531382605,0.354780637659126,0.0059130106276521,0.00042598312838316885,-8.329815615718304e-05,0.03179500740388676,0.0010571250188277715,0.5
12,36,0.2,8.0,4,0.1264851824952317,0.0296372961466385,0.355647553759662,0.0059274592293277,0.00014338912482792488,0.0010165438545472025,0.03259646927361888,0.000995496221580955,0.5
12,36,0.2,8.0,5,0.1289744488523908,0.029927510668417937,0.35913012802101524,0.005985502133683588,-5.2485729183277056e-05,0.0009225264796212739,0.03464081986726268,0.001143467509468774,0.5
12,36,0.2,8.0,6,0.12534094325312195,0.029502935735881763,0.35403522883058114,0.005900587147176353,0.00013293711238487,0.0009183707210920011,0.032408898068906226,0.001158699059448582,0.5
12,36,0.3,8.0,1,0.12465704853109782,0.02942233757084273,0.3530680508501128,0.008826701271252818,-0.00019078256637039822,0.000849791549468242,0.03252207803617882,0.0011884866314193813,0.5
12,36,0.3,8.0,2,0.12686337157057617,0.02968157064420242,0.35617884773042907,0.008904471193260726,5.722225178149366e-05,0.00022212324634860817,0.032731840655847055,0.0010304929915898606,0.5
12,36,0.3,8.0,3,0.12844210656656913,0.02986568387596293,0.3583882065115552,0.00895970516278888,0.0005677282155881515,0.0005819935275054388,0.03415886359398883,0.0011945384246679761,0.5
12,36,0.3,8.0,4,0.12675289555656746,0.02966864407695525,0.356023728923463,0.008900593223086574,9.736671051695203e-05,0.0012548420636969565,0.03413548528687392,0.001962797707302489,0.5
12,36,0.3,8.0,5,0.12422753773089616,0.029371605918681643,0.3524592710241797,0.008811481775604493,0.0004091075242144607,0.0010830353941343278,0.032634657121311715,0.0014536798639338542,0.5
