L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.5,2.0,1,-57.79474965543734,-38.267299297425566,-0.20148193936476205,-34.234408187370015,0.5
12,36,0.5,2.0,2,-57.465175000932064,-38.27183170279812,-3.795732807525961,-33.072363214759,0.5
12,36,0.5,2.0,3,-57.172959786701696,-37.71580999768389,0.3542226527146296,-35.27395172510328,0.5
12,36,0.5,2.0,4,-57.277504388941885,-38.12199309726218,-1.583346126953967,-35.29931531111157,0.5
12,36,0.5,2.0,5,-57.44541146929898,-37.78687489649708,0.4705984946865991,-31.650361347077116,0.5
12,36,0.5,2.0,6,-57.214276249631055,-38.47280028218379,0.025689697831017978,-29.601250021342356,0.5
12,40,0.5,2.0,1,-47.27057750150326,-26.35158126958702,0.6616765076626894,-34.69011963984066,0.5555555555555556
12,40,0.5,2.0,2,-47.374972056094904,-26.50708144324683,-0.23876279656951302,-35.123030994825584,0.5555555555555556
12,40,0.5,2.0,3,-47.3257709377681,-26.773872982546635,0.5596448382297876,-31.021560689074505,0.5555555555555556
12,40,0.5,2.0,4,-47.322133464767184,-25.526810715934214,-1.5982712486079502,-30.893447687871834,0.5555555555555556
12,40,0.5,2.0,5,-47.43601227646466,-26.791312283345384,2.082251181349143,-35.029619647980816,0.5555555555555556
12,40,0.5,2.0,6,-47.324439613440745,-25.821022738139312,2.695258257104439,-31.74836145021327,0.5555555555555556
12,48,0.5,2.0,1,-30.207205721102447,-6.168802463457768,2.8139395259201274,-37.05949917412403,0.6666666666666666
12,48,0.5,2.0,2,-30.108705462959175,-6.162187081566553,2.681926054380496,-34.78529062948248,0.6666666666666666
12,48,0.5,2.0,3,-30.246571415210134,-5.996268058123457,3.318105991191765,-37.000955822441675,0.6666666666666666
12,48,0.5,2.0,4,-30.288549396936798,-6.196864293622348,2.1309126154909492,-32.89976583518003,0.6666666666666666
12,48,0.5,2.0,5,-30.17348972264107,-6.0817580521409464,2.8854997315777373,-34.10514465589624,0.6666666666666666
12,48,0.5,2.0,6,-30.076251549015478,-6.094371331234434,2.9944989562001405,-34.47819588058015,0.6666666666666666
12,56,0.5,2.0,1,-19.336226292589497,-3.4327593717029714,2.710835247019835,-6.038578669526666,0.7777777777777778
12,56,0.5,2.0,2,-19.392043624858804,-3.227521274017769,2.6601614501320006,-6.49237753089611,0.7777777777777778
12,56,0.5,2.0,3,-19.324191247011015,-3.263804196618602,4.2883051313129075,-6.090879097589766,0.7777777777777778
12,56,0.5,2.0,4,-19.366508120522433,-3.2974870059875068,1.6063147723750653,-6.296255100315182,0.7777777777777778
12,56,0.5,2.0,5,-19.3024647845037,-3.238963183348088,3.625241967987313,-6.185862767273363,0.7777777777777778
12,56,0.5,2.0,6,-19.39943221997114,-3.2911487631441276,1.8520915298986924,-5.8709819612898535,0.7777777777777778
12,64,0.5,2.0,1,-11.478605673772849,1.772985349606873,2.529207801022891,-0.30495312104365546,0.8888888888888888
12,64,0.5,2.0,2,-11.44582120809687,1.7746449269517655,1.9349087059598946,-0.2822477502289236,0.8888888888888888
12,64,0.5,2.0,3,-11.457276587025449,1.780689521803108,2.665232779969464,-0.2730062847287013,0.8888888888888888
12,64,0.5,2.0,4,-11.397452662919989,1.7802297463884624,1.3827381147962212,-0.23302321201897974,0.8888888888888888
12,64,0.5,2.0,5,-11.486249299048437,1.7673814628223525,2.1181099010321924,-0.2707898642993228,0.8888888888888888
12,64,0.5,2.0,6,-11.437990850292584,1.7776020745535341,1.4945410257673823,-0.25850213465277483,0.8888888888888888
12,72,0.5,2.0,1,-6.186654521867349,2.066349390845891,0.5551089153673006,2.6862690371536337,1.0
12,72,0.5,2.0,2,-6.185086508998367,2.0601226469418816,0.5090047717332918,2.6802652294466265,1.0
12,72,0.5,2.0,3,-6.193196215899458,2.062359541336419,0.5900032303413705,2.646941757294139,1.0
12,72,0.5,2.0,4,-6.187973705619416,2.062576098835019,0.6292687788547608,2.691104126720993,1.0
12,72,0.5,2.0,5,-6.188069868258363,2.0530926730523467,0.5683522844754569,2.657159300457205,1.0
12,72,0.5,2.0,6,-6.177836897685948,2.064490045514496,0.5284963363878475,2.6729848148214446,1.0
12,36,0.6,2.0,1,-63.037594955490206,-50.697718697319104,-1.7894463789277697,-74.47373068447442,0.5
12,36,0.6,2.0,2,-63.09433382352107,-49.873900443374524,-0.739646310577243,-75.30803940374655,0.5
12,36,0.6,2.0,3,-63.212438480909555,-50.34106595629057,-0.41666187300112545,-72.56781093295399,0.5
12,36,0.6,2.0,4,-62.964538093996225,-50.21228680236285,-2.2391339576381055,-74.60445353150291,0.5
12,36,0.6,2.0,5,-63.16765757942055,-49.550019668715215,-0.29577629671959016,-72.11594862836975,0.5
12,36,0.6,2.0,6,-62.93624315099191,-48.19549785401526,0.49765033809786613,-73.39536250288987,0.5
