L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.5,4.0,1,-39.276648734937666,-24.932997322368383,-4.387801858058696,-18.004831319426103,0.5
12,36,0.5,4.0,2,-39.21371134158866,-23.882284785362334,-5.518474932782742,-18.72479535860763,0.5
12,36,0.5,4.0,3,-38.78192889628997,-24.27203290067979,-5.542675868602134,-19.332540393048063,0.5
12,36,0.5,4.0,4,-37.834072315493685,-22.75431709680978,-5.925211390907292,-18.096042565036374,0.5
12,36,0.5,4.0,5,-38.402519921894346,-24.492589914684118,-7.613464242958986,-20.605008968627274,0.5
12,36,0.5,4.0,6,-38.33833349711423,-23.85447380622697,-6.928012476480052,-17.139724987508902,0.5
12,40,0.5,4.0,1,-28.811801479852534,-14.599208089592475,-6.437807502936044,-16.085973305016438,0.5555555555555556
12,40,0.5,4.0,2,-29.5125725847073,-17.223898473265432,-6.76525125757666,-12.184414634180433,0.5555555555555556
12,40,0.5,4.0,3,-29.262879294733743,-15.272566472777749,-6.41460988619337,-14.994821833251029,0.5555555555555556
12,40,0.5,4.0,4,-29.237705776698892,-15.31775832850758,-3.0265476922227146,-16.363572096129445,0.5555555555555556
12,40,0.5,4.0,5,-29.59841952595724,-15.31831431361077,-4.093339266914443,-19.551847045818246,0.5555555555555556
12,40,0.5,4.0,6,-29.523812097548625,-16.344574172771306,-2.576170862129518,-11.361497972516359,0.5555555555555556
12,48,0.5,4.0,1,-17.13529175038331,-2.9927471350115704,-0.3823794750679423,-13.500602810632632,0.6666666666666666
12,48,0.5,4.0,2,-17.517656742652953,-2.850896266130106,-1.3437667745494948,-13.660498114909894,0.6666666666666666
12,48,0.5,4.0,3,-17.486568781650284,-2.8450321312891473,-3.6500636437670932,-14.440632631813404,0.6666666666666666
12,48,0.5,4.0,4,-17.244726333630638,-3.1971489894288707,-1.9661099212557953,-14.521429562516271,0.6666666666666666
12,48,0.5,4.0,5,-17.251198275447358,-2.9121406252264634,-2.2363647777733426,-11.217268500013532,0.6666666666666666
12,48,0.5,4.0,6,-16.793667909615532,-2.541843453892552,-2.2497571406206713,-12.03781902459841,0.6666666666666666
12,56,0.5,4.0,1,-9.96599292332128,0.27371727992350803,-0.03358973486356964,-1.3579181838721357,0.7777777777777778
12,56,0.5,4.0,2,-10.160104325045525,0.21988222809068234,1.81274875177496,-1.960923754800739,0.7777777777777778
12,56,0.5,4.0,3,-10.26430786158576,0.09127261412560841,0.9271790450924208,-1.6660021449898856,0.7777777777777778
12,56,0.5,4.0,4,-10.184765699060183,0.21193889873527402,-1.063851677951722,-1.4344307224179134,0.7777777777777778
12,56,0.5,4.0,5,-10.088729279859265,0.04015196323763735,1.7884738690401936,-1.5138901830143732,0.7777777777777778
12,56,0.5,4.0,6,-10.258284399624173,0.06448066594121027,0.4457339553092566,-1.069483849665153,0.7777777777777778
12,64,0.5,4.0,1,-6.691287612800721,3.2447706295247785,2.1006010803667863,3.3536605040107865,0.8888888888888888
12,64,0.5,4.0,2,-6.672375846452809,3.223593774384516,1.9176904528411876,3.4671302924819942,0.8888888888888888
12,64,0.5,4.0,3,-6.553067773798901,3.1997477840931117,2.523313585829245,3.277336216685015,0.8888888888888888
12,64,0.5,4.0,4,-6.7102346533782535,3.270694099848636,1.5196225680182018,3.5112938817568855,0.8888888888888888
12,64,0.5,4.0,5,-6.678681646566713,3.2398207026834767,2.3776837529892076,3.474419529042754,0.8888888888888888
12,64,0.5,4.0,6,-6.7395524287735045,3.2376627176629627,1.2397521150822697,3.463766704350202,0.8888888888888888
12,72,0.5,4.0,1,-4.6671740506253325,3.5206204219182853,1.3889926540659885,4.888605341245321,1.0
12,72,0.5,4.0,2,-4.698363782425475,3.5202155533359454,1.330435701604031,4.971643160558563,1.0
12,72,0.5,4.0,3,-4.69339433385546,3.538600483702075,1.4516164183319984,4.867255479068947,1.0
12,72,0.5,4.0,4,-4.69641077699905,3.517544437524742,1.5369100501690984,4.895697723697178,1.0
12,72,0.5,4.0,5,-4.670056047958196,3.5144617383263226,1.3061816066524021,4.909015863437746,1.0
12,72,0.5,4.0,6,-4.6877727057397705,3.507607600851766,1.2407628188550546,4.93179632735553,1.0
12,36,0.6,4.0,1,-43.49899601337922,-31.50748801860098,-6.159814466237949,-37.04876610040368,0.5
12,36,0.6,4.0,2,-43.3637297073138,-31.778156733959825,-8.84609206824066,-41.30803798460854,0.5
12,36,0.6,4.0,3,-43.70131130760213,-31.629754111578553,-4.161097095972233,-37.75699454432241,0.5
12,36,0.6,4.0,4,-43.70761655809416,-32.62596133112496,-7.572525770042771,-30.562944280855127,0.5
12,36,0.6,4.0,5,-43.193125302218775,-32.92952713527389,-6.926778144172812,-45.00988784482753,0.5
12,36,0.6,4.0,6,-43.55597206102768,-32.14418591231142,0.4736901076549859,-39.81734444831049,0.5
12,40,0.6,4.0,1,-31.17456692477209,-19.95780600649885,-2.169097936485315,-26.74996719778345,0.5555555555555556
12,40,0.6,4.0,2,-32.11988809016804,-21.02112391831142,-9.539340074462714,-25.252105059626153,0.5555555555555556
12,40,0.6,4.0,3,-32.35032455915306,-20.89265433062001,-7.409810505487688,-28.30791081897083,0.5555555555555556
12,40,0.6,4.0,4,-32.762029924191594,-20.06492317229954,-6.176784707651881,-31.28144198638342,0.5555555555555556
12,40,0.6,4.0,5,-32.356088813861035,-21.294006745661427,-6.0141348409322175,-30.18312785936879,0.5555555555555556
12,40,0.6,4.0,6,-32.47538357706277,-21.266488014120732,-7.02203341094476,-29.33900228267904,0.5555555555555556
12,48,0.6,4.0,1,-18.71812053381013,-9.793715512812417,-0.6122762286543265,-10.773374334718364,0.6666666666666666
12,48,0.6,4.0,2,-17.640240938982952,-8.794207532506281,-1.7857879908099332,-9.808164119887584,0.6666666666666666
12,48,0.6,4.0,3,-18.50099748141573,-8.979017019399526,-1.4998815526695934,-10.078982644749669,0.6666666666666666
12,48,0.6,4.0,4,-18.49281564733848,-9.679471400971483,-0.8409146051249854,-9.955890684220345,0.6666666666666666
12,48,0.6,4.0,5,-18.44162425877067,-8.480993111479417,-2.352178923523271,-10.536799841083985,0.6666666666666666
12,48,0.6,4.0,6,-18.099083398934642,-8.869708476663938,-2.476222616078303,-10.057224857952917,0.6666666666666666
12,56,0.6,4.0,1,-10.539388372590253,-0.07234337243184757,1.1273043747943592,-1.7851678888125502,0.7777777777777778
12,56,0.6,4.0,2,-10.689574512943064,-0.09012731878907787,1.3176112672872364,-1.6565795073522112,0.7777777777777778
12,56,0.6,4.0,3,-10.595931463124746,-0.022159663330309148,0.7625691418664811,-1.6607140779705554,0.7777777777777778
12,56,0.6,4.0,4,-10.502427262404852,-0.13849893925416082,0.8743418190101865,-1.9921587661288818,0.7777777777777778
12,56,0.6,4.0,5,-10.678705280863657,-0.236376687400224,1.0589330198671785,-1.793385760813886,0.7777777777777778
12,56,0.6,4.0,6,-10.643168529424765,-0.02155031562713382,-1.5518060581819397,-1.8411379568473734,0.7777777777777778
12,64,0.6,4.0,1,-6.79287732026128,2.9526152247939796,1.5886697224245045,2.6998015772333686,0.8888888888888888
12,64,0.6,4.0,2,-6.88175919048646,2.952933057898613,1.3991967029572006,2.856886661148671,0.8888888888888888
12,64,0.6,4.0,3,-6.827695647980866,2.975877735071142,1.6530688426009472,2.637305202722877,0.8888888888888888
12,64,0.6,4.0,4,-6.864358628795972,2.9402411474131447,0.7634547689389863,2.7601636299037957,0.8888888888888888
12,64,0.6,4.0,5,-6.848298086261034,2.966244893041021,1.3541249621021423,2.682116208696496,0.8888888888888888
12,64,0.6,4.0,6,-6.821909098307482,2.9828900090396018,1.73528578830079,2.723437580035397,0.8888888888888888
12,72,0.6,4.0,1,-4.574591871545674,3.207293982741649,1.1587024432102526,4.283423701940967,1.0
12,72,0.6,4.0,2,-4.569058272909457,3.184039315381093,1.198706240875654,4.261494851400807,1.0
12,72,0.6,4.0,3,-4.566450522821902,3.1731745542770775,1.161371438805158,4.224128073578814,1.0
12,72,0.6,4.0,4,-4.586077233827015,3.164505644744419,1.3656915413118906,4.3095798917723895,1.0
12,72,0.6,4.0,5,-4.567349545467435,3.1600297647751514,1.105788776359618,4.254631949180902,1.0
12,72,0.6,4.0,6,-4.568736640636058,3.1384131548407237,1.142310082863549,4.233059882365924,1.0
12,36,0.7,4.0,1,-46.244428142416,-41.6238015028288,-8.677497612053969,-35.034810262392526,0.5
12,36,0.7,4.0,2,-47.572389736017826,-44.944534930254086,-8.918318219337005,-35.49267591409453,0.5
12,36,0.7,4.0,3,-46.8389735726045,-43.14929321523288,-7.342331444300029,-30.518635049192994,0.5
12,36,0.7,4.0,4,-46.0949501577751,-42.43913935551412,-7.2531508905245206,-33.72066525964472,0.5
