L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.5,0.0,1,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,36,0.5,0.0,2,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,36,0.5,0.0,3,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,36,0.5,0.0,4,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,36,0.5,0.0,5,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,36,0.5,0.0,6,-2.1911361614002088e-13,5.151434834260726e-15,-1.2138201554989792e-12,1.4896528455210503e-13,0.5
12,40,0.5,0.0,1,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,40,0.5,0.0,2,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,40,0.5,0.0,3,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,40,0.5,0.0,4,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,40,0.5,0.0,5,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,40,0.5,0.0,6,9.603873252217456e-14,-7.673861546209083e-14,-9.105605158765686e-13,-5.3539395139523556e-14,0.5555555555555556
12,48,0.5,0.0,1,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,48,0.5,0.0,2,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,48,0.5,0.0,3,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,48,0.5,0.0,4,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,48,0.5,0.0,5,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,48,0.5,0.0,6,5.797140545382718e-14,5.0652815275498137e-14,8.107292615022743e-14,-1.4985346297180513e-13,0.6666666666666666
12,56,0.5,0.0,1,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,56,0.5,0.0,2,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,56,0.5,0.0,3,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,56,0.5,0.0,4,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,56,0.5,0.0,5,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,56,0.5,0.0,6,-4.676259379721159e-14,-1.3224976669334865e-14,-1.197264509755769e-13,3.156586103614245e-14,0.7777777777777778
12,64,0.5,0.0,1,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,64,0.5,0.0,2,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,64,0.5,0.0,3,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,64,0.5,0.0,4,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,64,0.5,0.0,5,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,64,0.5,0.0,6,7.078782005009999e-15,-2.3978596885854133e-14,-8.055067723944376e-13,-1.2563283746658271e-14,0.8888888888888888
12,72,0.5,0.0,1,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,72,0.5,0.0,2,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,72,0.5,0.0,3,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,72,0.5,0.0,4,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,72,0.5,0.0,5,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,72,0.5,0.0,6,-4.485301019485631e-16,-1.121325254871408e-15,-7.51221307382366e-14,-3.430589146091734e-14,1.0
12,36,0.6,0.0,1,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,36,0.6,0.0,2,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,36,0.6,0.0,3,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,36,0.6,0.0,4,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,36,0.6,0.0,5,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,36,0.6,0.0,6,1.218047884776752e-13,5.183409257369932e-14,1.2668976978602588e-13,3.166533701914887e-13,0.5
12,40,0.6,0.0,1,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,40,0.6,0.0,2,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,40,0.6,0.0,3,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,40,0.6,0.0,4,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,40,0.6,0.0,5,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,40,0.6,0.0,6,-2.3249846492490177e-13,-1.977440433620359e-13,-3.3459457426943115e-13,-1.2754242106893795e-14,0.5555555555555556
12,48,0.6,0.0,1,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,48,0.6,0.0,2,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,48,0.6,0.0,3,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,48,0.6,0.0,4,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,48,0.6,0.0,5,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,48,0.6,0.0,6,-1.331201815446548e-13,-8.000711204658729e-14,5.81472647809278e-13,-1.0007994433181013e-13,0.6666666666666666
12,56,0.6,0.0,1,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,56,0.6,0.0,2,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,56,0.6,0.0,3,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,56,0.6,0.0,4,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,56,0.6,0.0,5,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,56,0.6,0.0,6,-1.616484723854228e-14,-1.9930723738070815e-14,9.862333172350191e-14,-3.713473972766224e-14,0.7777777777777778
12,64,0.6,0.0,1,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,64,0.6,0.0,2,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,64,0.6,0.0,3,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,64,0.6,0.0,4,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,64,0.6,0.0,5,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,64,0.6,0.0,6,-2.0605739337042905e-14,7.179645766797194e-14,1.4839685036349693e-13,5.2318149812435884e-14,0.8888888888888888
12,72,0.6,0.0,1,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,72,0.6,0.0,2,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,72,0.6,0.0,3,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,72,0.6,0.0,4,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,72,0.6,0.0,5,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,72,0.6,0.0,6,-5.404565683875263e-15,1.7155721288020232e-14,1.341149413747189e-14,-4.7273296388539167e-14,1.0
12,36,0.7,0.0,1,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,36,0.7,0.0,2,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,36,0.7,0.0,3,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,36,0.7,0.0,4,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,36,0.7,0.0,5,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,36,0.7,0.0,6,9.690026558928366e-15,-2.0531132349788097e-13,1.7955414932657734e-13,3.1974423109204515e-14,0.5
12,40,0.7,0.0,1,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,40,0.7,0.0,2,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,40,0.7,0.0,3,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,40,0.7,0.0,4,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,40,0.7,0.0,5,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,40,0.7,0.0,6,-2.2550850076186183e-14,-2.2787105535826413e-13,6.288303211476887e-13,1.7831069953899716e-13,0.5555555555555556
12,48,0.7,0.0,1,-1.2146728067818914e-13,-4.721556479125867e-14,2.379607622060575e-13,-9.983125437429408e-15,0.6666666666666666
12,48,0.7,0.0,2,-1.2146728067818914e-13,-4.721556479125867e-14,2.379607622060575e-13,-9.983125437429408e-15,0.6666666666666666
12,48,0.7,0.0,3,-1.2146728067818914e-13,-4.721556479125867e-14,2.379607622060575e-13,-9.983125437429408e-15,0.6666666666666666
12,48,0.7,0.0,4,-1.2146728067818914e-13,-4.721556479125867e-14,2.379607622060575e-13,-9.983125437429408e-15,0.6666666666666666
12,48,0.7,0.0,5,-1.2146728067818914e-13,-4.721556479125867e-14,2.379607622060575e-13,-9.983125437429408e-15,0.6666666666666666
