L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.5,6.0,1,-24.962502463775195,-10.926045785071377,-9.609611046526464,-4.266177053865432,0.5
12,36,0.5,6.0,2,-26.45022245121446,-15.886726810266442,-8.746224810517683,-8.383385192646532,0.5
12,36,0.5,6.0,3,-25.730895374349586,-14.00875661179935,-14.645601784747452,-13.210744936181317,0.5
12,36,0.5,6.0,4,-26.259028223063826,-11.987255534299456,-7.338677835735275,-11.610092904680439,0.5
12,36,0.5,6.0,5,-26.35277356172058,-14.213023962460932,-11.593619900186466,-7.433805620881602,0.5
12,36,0.5,6.0,6,-26.423074151632516,-13.930938375379384,-1.4929497034064092,-8.996825856375635,0.5
12,40,0.5,6.0,1,-18.608806342726457,-11.310090860296134,-10.603667217922577,-8.454537480647032,0.5555555555555556
12,40,0.5,6.0,2,-18.384843897756344,-9.110481830772414,-14.953726979086309,-5.572691607049208,0.5555555555555556
12,40,0.5,6.0,3,-18.647461071459777,-10.432194842290992,-8.192110790592796,-5.046815613151196,0.5555555555555556
12,40,0.5,6.0,4,-18.796238703226486,-7.903305644391684,-12.323864144926185,-2.8710424285974065,0.5555555555555556
12,40,0.5,6.0,5,-18.63491865295818,-11.134919086677266,-8.121400641683994,-8.645879758098886,0.5555555555555556
12,40,0.5,6.0,6,-19.024350506252553,-9.499587788465771,-11.031128072371942,-11.387865013372362,0.5555555555555556
12,48,0.5,6.0,1,-11.724584539406848,-2.584185502771188,-6.459731362505039,-4.394373543538931,0.6666666666666666
12,48,0.5,6.0,2,-9.437580932458365,-1.4908258428897192,-1.5869586686819104,-6.549596376856675,0.6666666666666666
12,48,0.5,6.0,3,-10.041763851855185,-2.0481015987625195,-1.726816843730829,-7.265386100304577,0.6666666666666666
12,48,0.5,6.0,4,-9.96477057967343,-2.7173631628097565,-5.027684006379966,-5.4272259273906585,0.6666666666666666
12,48,0.5,6.0,5,-9.785255022912846,-2.542593355443068,1.7896052881906275,-5.234882310259591,0.6666666666666666
12,48,0.5,6.0,6,-9.980868367456239,-1.9404232315969527,-1.6863798194933266,-5.830423693877779,0.6666666666666666
12,56,0.5,6.0,1,-5.202940495964723,0.9054858761988835,0.19033866170586328,-0.24880068734344504,0.7777777777777778
12,56,0.5,6.0,2,-5.422777718296258,1.132382513932684,-0.8949893487678299,0.07086209641387833,0.7777777777777778
12,56,0.5,6.0,3,-5.214329569751114,1.0009301986998098,0.16972096064614828,-0.00875148297184707,0.7777777777777778
12,56,0.5,6.0,4,-5.490376646602227,1.391998875219881,-0.5963259363946702,-0.9768911354221977,0.7777777777777778
12,56,0.5,6.0,5,-5.257280053461883,1.135955510285656,-1.3250289889891076,-0.6256663468500684,0.7777777777777778
12,56,0.5,6.0,6,-5.671169951232743,1.1081105976697772,-1.1525303647309246,-0.8862532276411326,0.7777777777777778
12,64,0.5,6.0,1,-3.6934516918575175,3.4212892162073487,1.9976564389660756,3.780811823489439,0.8888888888888888
12,64,0.5,6.0,2,-3.7649606757653786,3.525988086974615,1.5852519244020713,3.726028200720105,0.8888888888888888
12,64,0.5,6.0,3,-3.402439679011041,3.17322355015949,2.5577514915533373,3.329847992460168,0.8888888888888888
12,64,0.5,6.0,4,-3.5194517793764937,3.2316062228772395,2.399531011328892,3.718805234546495,0.8888888888888888
12,64,0.5,6.0,5,-3.4719940329091985,3.235263347922621,2.059943199978805,3.6406272911782596,0.8888888888888888
12,64,0.5,6.0,6,-3.4747655514200444,3.4558828641018144,3.5418390216171134,3.50982284502607,0.8888888888888888
12,72,0.5,6.0,1,-2.8466185449970416,3.9752187421462324,2.118718318914934,5.327768664097044,1.0
12,72,0.5,6.0,2,-2.8680927877075377,3.9115678185662475,1.38398771297082,5.537493876762642,1.0
12,72,0.5,6.0,3,-2.6944500338724415,3.808967673374613,2.2132389212293133,5.108614959307684,1.0
12,72,0.5,6.0,4,-2.6938069937302784,3.8264753562155347,2.5643179460039516,5.201579035620466,1.0
12,72,0.5,6.0,5,-2.6807877570635448,3.6999770438798762,1.709829674518288,5.12162584812245,1.0
12,72,0.5,6.0,6,-2.929732991807301,4.049726717315726,2.1498260692448286,5.617432807259545,1.0
12,36,0.6,6.0,1,-28.964522657121552,-22.49797606518023,-11.764990021534915,-10.37410117344406,0.5
12,36,0.6,6.0,2,-28.437158041865864,-22.09628031168459,-6.512061140756293,-20.79612876011273,0.5
12,36,0.6,6.0,3,-27.6612771701003,-16.40377274753693,-15.214187536648083,-28.193914963007263,0.5
12,36,0.6,6.0,4,-28.29773634670291,-21.24117591300838,-16.748409828813788,-14.574036461707939,0.5
12,36,0.6,6.0,5,-28.230964971541926,-17.3120803025242,-8.810001448558863,-18.013471080790094,0.5
12,36,0.6,6.0,6,-28.660824451609425,-19.74228186696166,-6.128116494965164,-21.956180366831596,0.5
12,40,0.6,6.0,1,-20.015834289885113,-8.847490893447265,-5.783963047281621,-13.691260227878184,0.5555555555555556
12,40,0.6,6.0,2,-19.54903301710583,-10.840270154466777,-1.53699037329458,-9.449466746485093,0.5555555555555556
12,40,0.6,6.0,3,-20.264385347893825,-14.522682176524151,3.5273407777324963,-12.627451394570269,0.5555555555555556
12,40,0.6,6.0,4,-19.47359958125724,-10.933440075709393,-8.345955973092334,-11.21858906100316,0.5555555555555556
12,40,0.6,6.0,5,-19.87520581605687,-11.928559218434287,-9.02210394857904,-14.818087743875605,0.5555555555555556
12,40,0.6,6.0,6,-19.257740505197773,-11.09408087255746,-6.657346121886958,-10.310809319220146,0.5555555555555556
12,48,0.6,6.0,1,-10.56487638734754,-5.125208869079737,-5.622923761716798,-3.977558631261735,0.6666666666666666
12,48,0.6,6.0,2,-10.466906664059483,-3.642782566231715,-5.189600176754071,-5.0185146567779615,0.6666666666666666
12,48,0.6,6.0,3,-10.568700185005065,-4.103954275304136,-6.526304871986843,-5.6953779043401855,0.6666666666666666
12,48,0.6,6.0,4,-10.43370137773342,-3.8691131320876018,-4.156178568129183,-4.144662954725338,0.6666666666666666
12,48,0.6,6.0,5,-10.086217292021818,-3.635946973203764,-6.311779606636138,-4.608927651805848,0.6666666666666666
12,48,0.6,6.0,6,-10.346235307467897,-4.722064555957464,-3.482613001153041,-5.940653793322823,0.6666666666666666
12,56,0.6,6.0,1,-5.514768195231523,0.9049100523433236,-1.3122496607337761,-0.32989292953899,0.7777777777777778
12,56,0.6,6.0,2,-5.603823582779915,0.7770633732909286,0.4187776138608961,-0.07570752184852454,0.7777777777777778
12,56,0.6,6.0,3,-5.599106090260864,1.6881458372358285,-3.536115554613988,0.033129650344957275,0.7777777777777778
12,56,0.6,6.0,4,-5.88993571209898,0.6528401488610364,-1.1250273422483161,0.4064463969570927,0.7777777777777778
12,56,0.6,6.0,5,-5.515366447127636,0.851064242014975,-1.8468541211102636,-0.2920701853523025,0.7777777777777778
12,56,0.6,6.0,6,-5.675433057404019,0.8835738390648228,-0.3584363309267608,0.06866992252993989,0.7777777777777778
12,64,0.6,6.0,1,-3.731678045620909,2.9474446408770243,0.7995873493452873,3.9110575673709773,0.8888888888888888
12,64,0.6,6.0,2,-3.8683135601758893,3.286639185822524,2.1251462083036525,3.515024998332058,0.8888888888888888
12,64,0.6,6.0,3,-3.6768750536931862,3.023780678355196,1.820053957284847,3.804448995744406,0.8888888888888888
12,64,0.6,6.0,4,-3.7844172163778667,3.2083345369699265,1.241983373549569,3.5618294331433176,0.8888888888888888
12,64,0.6,6.0,5,-3.836934765003986,3.0204100378788135,1.544167166640444,3.820801620747288,0.8888888888888888
12,64,0.6,6.0,6,-3.7655124017525994,3.103644756129435,1.3782095868595232,3.5271953911451304,0.8888888888888888
12,72,0.6,6.0,1,-2.8877444523890006,3.6376818862069165,1.2194307382240726,4.971724136203174,1.0
12,72,0.6,6.0,2,-2.9271648386699574,3.6689495841646957,2.1623729854119693,5.095699285186123,1.0
12,72,0.6,6.0,3,-2.9023424140439413,3.690748217331037,1.8803921431261472,5.076192825499295,1.0
12,72,0.6,6.0,4,-2.9282934430754075,3.636668671568008,1.2194722814739425,5.181430668796321,1.0
12,72,0.6,6.0,5,-2.9417119700411134,3.630276451901002,2.689274655278546,5.282284655823998,1.0
12,72,0.6,6.0,6,-2.836312431525159,3.602705402805177,1.9460381113485663,5.031808363556087,1.0
12,36,0.7,6.0,1,-29.86061400476968,-24.373557102576928,-11.381226712470212,-22.8644758820834,0.5
12,36,0.7,6.0,2,-30.060478722370277,-27.138064277295893,-14.469439928295373,-25.82908673290685,0.5
12,36,0.7,6.0,3,-29.779173867291043,-20.981748115208234,-10.92550859810996,-18.95696729944204,0.5
12,36,0.7,6.0,4,-30.541731126292763,-27.485022402346864,-16.218022237643492,-17.512811755144295,0.5
12,36,0.7,6.0,5,-29.812084791150767,-27.019580778829283,-13.550001317369034,-11.44098853983401,0.5
12,36,0.7,6.0,6,-31.234938112898504,-26.69947949152878,-7.984419391656415,-10.130174735958068,0.5
12,40,0.7,6.0,1,-21.650229942183202,-13.552658377370403,-9.298314048791518,-13.238951302196085,0.5555555555555556
12,40,0.7,6.0,2,-21.53057913192574,-17.301044723819878,-9.587159018586963,-16.024181888397912,0.5555555555555556
12,40,0.7,6.0,3,-21.89522696130582,-18.095568830022877,-12.82768953273065,-13.726520334815612,0.5555555555555556
12,40,0.7,6.0,4,-21.61661660498117,-16.92731606915762,-6.221725590099243,-13.675903847747255,0.5555555555555556
12,40,0.7,6.0,5,-20.97497229259872,-14.082143750850912,-5.989940061972999,-14.569255250049576,0.5555555555555556
12,40,0.7,6.0,6,-20.768832175471125,-13.10400586008978,-7.564706254649453,-11.617752020197198,0.5555555555555556
12,48,0.7,6.0,1,-11.242572373682309,-4.537898069361904,-4.3524348311663,-5.125558115506015,0.6666666666666666
