L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
10,25,0.0,0.0,1,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.0,0.0,2,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.0,0.0,3,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.0,0.0,4,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.0,0.0,5,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.0,0.0,6,-9.228173780684302e-15,9.432454817215332e-15,-1.932320969899593e-13,4.991562718714705e-14,0.5
10,25,0.1,0.0,1,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.1,0.0,2,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.1,0.0,3,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.1,0.0,4,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.1,0.0,5,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.1,0.0,6,5.4587445674769704e-14,3.3297808954557697e-14,-5.868372454642669e-13,8.935074902183259e-14,0.5
10,25,0.2,0.0,1,-4.2428283109074985e-14,-4.078515303262975e-14,-4.04511979468225e-13,-7.15161263542541e-13,0.5
10,25,0.2,0.0,2,-4.2428283109074985e-14,-4.078515303262975e-14,-4.04511979468225e-13,-7.15161263542541e-13,0.5
10,25,0.2,0.0,3,-4.2428283109074985e-14,-4.078515303262975e-14,-4.04511979468225e-13,-7.15161263542541e-13,0.5
10,25,0.2,0.0,4,-4.2428283109074985e-14,-4.078515303262975e-14,-4.04511979468225e-13,-7.15161263542541e-13,0.5
10,25,0.2,0.0,5,-4.2428283109074985e-14,-4.078515303262975e-14,-4.04511979468225e-13,-7.15161263542541e-13,0.5
