L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.0,6.0,1,-25.695094543766192,-12.052620301162786,-9.739175485808833,8.987817708400094,0.5
12,36,0.0,6.0,2,-26.085203381926306,-11.878639597005376,-3.884367476177566,0.03235067445073758,0.5
12,36,0.0,6.0,3,-25.819282945656244,-11.495077952003664,-4.094786536775142,2.1930871015556286,0.5
12,36,0.0,6.0,4,-25.63317201758674,-10.164336701490255,-3.9886778484213834,4.195605302620071,0.5
12,36,0.0,6.0,5,-25.448904895175414,-11.118899121835117,-7.133420543561343,3.6809929620704303,0.5
12,36,0.0,6.0,6,-25.719311146117615,-10.48459905254184,-7.807972330423036,1.001830400383673,0.5
12,36,0.1,6.0,1,-25.4556677631288,-10.754689349903165,-1.879046941351867,2.90143371805046,0.5
12,36,0.1,6.0,2,-25.84171386053929,-9.48757210655336,0.5391948675948004,4.441126476926303,0.5
12,36,0.1,6.0,3,-25.991308469577916,-11.844993364535071,-4.989477050977658,-0.8208139557044862,0.5
12,36,0.1,6.0,4,-25.906893519855466,-11.769193272498907,-5.102518694108799,5.481811846240406,0.5
12,36,0.1,6.0,5,-25.74300222658647,-12.424188138586691,-13.916391146697645,2.725117256416128,0.5
12,36,0.1,6.0,6,-26.110550514103146,-11.225385241048954,-6.664778674101481,1.7853067016160025,0.5
12,36,0.2,6.0,1,-26.11808903467652,-11.51908440746287,-4.619341023544398,-1.3396958409468418,0.5
12,36,0.2,6.0,2,-26.339734349209447,-11.21637786693133,-5.445365620986825,0.2782968882404007,0.5
12,36,0.2,6.0,3,-26.271363481074268,-9.478844312753274,-10.08051143951028,-5.8676938320579435,0.5
12,36,0.2,6.0,4,-25.94347984319368,-8.752787683710956,-6.760916930268342,1.6269135691430379,0.5
12,36,0.2,6.0,5,-25.986353070954785,-9.762231217365358,-4.065072194265177,0.6758636287576992,0.5
12,36,0.2,6.0,6,-26.24336031264084,-8.70498206841568,-5.3487572868013284,-6.221993221808871,0.5
12,36,0.3,6.0,1,-26.221029577514013,-11.281828390816731,-7.033181655364345,-4.401435531486054,0.5
12,36,0.3,6.0,2,-26.527620652058555,-10.86536041407,-9.483487372935269,-0.7254477197296109,0.5
12,36,0.3,6.0,3,-26.33129304978321,-10.17921747740393,-4.903253983846001,-6.281231933398144,0.5
12,36,0.3,6.0,4,-26.55566110967873,-11.702014513839355,-9.45926949330486,-6.247980417955711,0.5
12,36,0.3,6.0,5,-26.211713914064852,-11.35975226407297,-8.615082552433496,-5.780942947261176,0.5
12,36,0.3,6.0,6,-26.549425076183617,-11.87228513567921,-4.208671754352432,-4.72128301542363,0.5
12,36,0.4,6.0,1,-26.334653464946957,-8.552098073761963,-4.979513663601464,-5.484147584382265,0.5
12,36,0.4,6.0,2,-26.685946888503445,-8.68926904291485,-10.37103423793207,-14.573035013621375,0.5
12,36,0.4,6.0,3,-26.72358020434246,-10.869232296697444,-7.332557491907616,-8.73439531505768,0.5
12,36,0.4,6.0,4,-25.401862463250428,-9.992860541339368,-8.024778427320568,-2.9800905270308378,0.5
12,36,0.4,6.0,5,-26.187000952980334,-10.366513227067852,-1.585123794509288,-10.097558102694867,0.5
12,36,0.4,6.0,6,-26.57991138218157,-11.566259005452526,-6.1572164640865745,-10.698144724545056,0.5
12,40,0.0,6.0,1,-19.229482093938408,-7.0613174676432084,-3.6535557928159625,4.3705405969480235,0.5555555555555556
12,40,0.0,6.0,2,-18.91950505521654,-7.361936316643403,1.1299872941955162,1.254639844820771,0.5555555555555556
12,40,0.0,6.0,3,-19.04224634542371,-5.8371623977416265,-0.597976870346676,-4.3910386848115674,0.5555555555555556
12,40,0.0,6.0,4,-18.98578444582506,-7.196914623155098,1.4996665229282213,1.8054127508178162,0.5555555555555556
12,40,0.0,6.0,5,-18.907670894419653,-6.237268890162208,1.7954428151759458,2.173458473926533,0.5555555555555556
12,40,0.0,6.0,6,-19.330785297709536,-7.3847247547912875,-2.5275310809812153,0.7396893382742818,0.5555555555555556
12,40,0.1,6.0,1,-19.214116784276303,-6.736623569267527,-0.685550061943297,2.1206163318846185,0.5555555555555556
12,40,0.1,6.0,2,-19.114841772868694,-6.606693539815628,-5.279661772670788,3.481695450842389,0.5555555555555556
12,40,0.1,6.0,3,-19.31136489679238,-6.574334999093158,-0.3459968786536285,-0.38424331381794297,0.5555555555555556
12,40,0.1,6.0,4,-19.147192945059537,-6.075918177613718,-3.430433376280656,-2.8906653333534686,0.5555555555555556
12,40,0.1,6.0,5,-18.853701396432413,-6.234991012318325,-4.481453963423023,3.1187015199135395,0.5555555555555556
12,40,0.1,6.0,6,-19.336405130609233,-7.21505236973168,-5.119822537260816,-0.7319180753666017,0.5555555555555556
12,40,0.2,6.0,1,-18.926584392370767,-6.285386238663966,6.363339516008354,-3.945558630175662,0.5555555555555556
12,40,0.2,6.0,2,-18.910433205810186,-6.775634957425439,-1.4437164075202868,-4.4634384714654285,0.5555555555555556
12,40,0.2,6.0,3,-19.37256967016387,-6.8498569621079834,-0.3337643770766514,0.9120291624457403,0.5555555555555556
12,40,0.2,6.0,4,-19.194107537533334,-5.48104529129004,-3.3458257491988848,-5.3904371727198725,0.5555555555555556
12,40,0.2,6.0,5,-18.95938333986222,-6.327347942195303,-4.184544802649926,-1.352109003130224,0.5555555555555556
12,40,0.2,6.0,6,-19.23954176866305,-6.233529408387655,0.799774458317291,0.02622776821154149,0.5555555555555556
12,40,0.3,6.0,1,-18.976994881931915,-6.424664109390342,-3.968146194921972,-1.1197858667693579,0.5555555555555556
12,40,0.3,6.0,2,-19.52993373570551,-7.708027805451502,-14.879886458181144,-5.363162700270838,0.5555555555555556
12,40,0.3,6.0,3,-18.800769548876662,-6.386519057607332,-4.171455160376152,-4.2679877610740915,0.5555555555555556
12,40,0.3,6.0,4,-18.300000782602933,-6.1722828437038055,-7.096233708959204,-4.957417305832654,0.5555555555555556
12,40,0.3,6.0,5,-18.41507282223869,-6.818732179570903,-1.5910953111472848,-4.011276982129633,0.5555555555555556
12,40,0.3,6.0,6,-18.80924494206771,-6.317958693629207,-6.142067205068277,-5.308578839743602,0.5555555555555556
12,40,0.4,6.0,1,-18.339373685646027,-6.931972961985207,-10.915342050542572,-5.818368126988685,0.5555555555555556
12,40,0.4,6.0,2,-18.368963173589588,-7.170652407053453,-8.742115210119138,-6.900730409034109,0.5555555555555556
12,40,0.4,6.0,3,-18.458769737283255,-7.009517838138754,-5.7117197213839574,-13.462722740329587,0.5555555555555556
12,40,0.4,6.0,4,-19.104120965330747,-8.410063738487873,-7.7895366802267505,-6.7511725385605645,0.5555555555555556
12,40,0.4,6.0,5,-18.815324881652742,-7.525202399888907,1.082868846489593,-5.244934491904917,0.5555555555555556
12,40,0.4,6.0,6,-18.27670285153982,-7.164576699141042,-5.593952040349516,-9.006886001341263,0.5555555555555556
12,48,0.0,6.0,1,-9.681727037571317,-2.0493029335875534,-2.119014187306098,-4.909451365493854,0.6666666666666666
12,48,0.0,6.0,2,-10.141896821979856,-2.1906044743987088,-1.626079107967199,-1.9457371976372244,0.6666666666666666
