L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
10,25,0.0,6.0,1,-18.903567196425172,-7.099599518244884,-2.921392844450388,-0.7049818644448897,0.5
10,25,0.0,6.0,2,-18.622424729387937,-7.570808858572872,-4.748077568644831,2.9326729268780296,0.5
10,25,0.0,6.0,3,-18.71182734041945,-7.508385325924829,-4.432485408398888,1.7150546946207315,0.5
10,25,0.0,6.0,4,-18.823025789204422,-7.672272213424542,-7.045767089373925,0.36285806759924427,0.5
10,25,0.0,6.0,5,-18.773927606142934,-7.592766920879202,-3.9664947783252074,-1.4128244137050803,0.5
10,25,0.0,6.0,6,-18.313774507606983,-7.306424897489663,-2.5818494193523,2.951256561127935,0.5
10,25,0.1,6.0,1,-19.363553308700045,-7.7429601409917455,-6.549646280456305,3.8539987300986525,0.5
10,25,0.1,6.0,2,-18.787265440651964,-7.580692355885047,-5.501484009980667,1.432121785367955,0.5
10,25,0.1,6.0,3,-18.768336534634397,-7.580412161474058,-7.446340318386748,-0.6873021998071106,0.5
10,25,0.1,6.0,4,-18.68567143529804,-7.139400773322398,-3.7585881683865785,1.2708979852913422,0.5
10,25,0.1,6.0,5,-18.734605284506916,-7.120725242621871,-6.006212865488147,2.318785704173572,0.5
10,25,0.1,6.0,6,-18.493089235202515,-6.97343332043309,-3.4764712276509533,1.4019013182828675,0.5
10,25,0.2,6.0,1,-18.959076871130595,-6.975820575046107,-6.726709022649485,-0.44932400439239795,0.5
10,25,0.2,6.0,2,-19.05502732852853,-7.244182158995322,1.0253278683017657,-2.1425781463146687,0.5
10,25,0.2,6.0,3,-18.709564091923568,-6.829858778818665,-6.500202953692994,-0.31915925985279825,0.5
10,25,0.2,6.0,4,-18.62991902316196,-7.319681122640245,-3.2706507970522685,-0.3262771118692468,0.5
10,25,0.2,6.0,5,-18.508199946903126,-8.114933981281117,-2.7684908390489475,-1.2797207884251487,0.5
10,25,0.2,6.0,6,-18.7467504056537,-8.32463626347128,-6.006772685291365,1.4840288890863544,0.5
10,25,0.3,6.0,1,-18.839797915807672,-7.865036666136296,-9.490318399865926,-5.012047904908788,0.5
10,25,0.3,6.0,2,-18.936504830950174,-8.905410860701517,-3.4713997392202556,-5.259821832779418,0.5
10,25,0.3,6.0,3,-18.75098747819639,-8.353972458402609,-1.9207459864018428,-4.92014472425002,0.5
10,25,0.3,6.0,4,-18.59049447545109,-8.561638688513503,-3.400564254071658,-3.3131203627025743,0.5
10,25,0.3,6.0,5,-18.75122940544665,-7.573146609339619,-2.9951290122768723,-6.613079286717058,0.5
10,25,0.3,6.0,6,-18.49843712191061,-7.143809423346551,-6.196595793284129,-5.873539079478565,0.5
10,25,0.4,6.0,1,-18.885451276656237,-9.004635217758063,-2.6767578857984264,-6.476621484637607,0.5
10,25,0.4,6.0,2,-18.81927534786407,-8.079156714521476,-13.248477830158333,-6.403299439629976,0.5
10,25,0.4,6.0,3,-18.88051040041235,-8.460715886246643,-8.018380433187712,-2.213082405022848,0.5
10,25,0.4,6.0,4,-18.635338232651577,-9.357341210331207,-3.8179993424653134,-5.043451748792264,0.5
10,25,0.4,6.0,5,-19.00608504015429,-9.454290165994314,-8.331770974812864,-6.0730572096496305,0.5
10,25,0.4,6.0,6,-19.043808614535983,-7.346912052374319,-4.936387648813929,-14.559140224274056,0.5
10,28,0.0,6.0,1,-13.113743792702133,-5.6398623649421085,-0.3837525546022585,-2.147696346230518,0.56
10,28,0.0,6.0,2,-13.193415701425815,-6.033440202056674,-3.5641176505044228,-1.5011543633312692,0.56
10,28,0.0,6.0,3,-13.230164176849012,-4.1906133651873905,-4.571354806639912,-8.299215050833748,0.56
10,28,0.0,6.0,4,-12.981529660871468,-5.388205317862116,-3.696749827241644,-1.040790305708258,0.56
10,28,0.0,6.0,5,-13.103466943061203,-5.979164948071599,-2.049320269742041,-0.7161595649350551,0.56
10,28,0.0,6.0,6,-13.151895916782298,-5.416332649383718,-2.276709714616244,-1.5925369857605491,0.56
10,28,0.1,6.0,1,-13.241259163669616,-6.228107848353508,-5.500275356806366,-2.3380402955695367,0.56
10,28,0.1,6.0,2,-13.042770738314681,-5.998317688807317,-2.599487169409408,-2.09027159326009,0.56
10,28,0.1,6.0,3,-13.061446488508784,-3.5447410854077632,-3.1595878299589493,-2.236612155579687,0.56
10,28,0.1,6.0,4,-13.24824617393016,-5.277523510249931,-3.0652012780058984,-1.6331445097018018,0.56
10,28,0.1,6.0,5,-13.0660661415554,-6.054932175994205,0.30525001365103854,-2.506077538219651,0.56
