U,nup,delta,seed,chi_son,chi_sext,chi_d,chi_dxy,n
0.0,4,0.4,1,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,4,0.4,2,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,4,0.4,3,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,4,0.4,4,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,4,0.4,5,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,4,0.4,6,1.1240119945910011e-13,-3.281996896475903e-13,6.533440455314123e-14,-2.953903788238677e-13,0.2222222222222222
0.0,6,0.0,1,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.0,2,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.0,3,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.0,4,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.0,5,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.0,6,-3.728573005901126e-14,6.974865129905084e-14,-9.952927371159602e-14,-6.44639897018351e-14,0.3333333333333333
0.0,6,0.1,1,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.1,2,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.1,3,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.1,4,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.1,5,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.1,6,2.5053292773691285e-14,4.6593839897468564e-14,2.7977620220553945e-14,1.476152533541608e-14,0.3333333333333333
0.0,6,0.2,1,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.2,2,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.2,3,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.2,4,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.2,5,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.2,6,1.0957901253050295e-14,-8.322231792590174e-14,-7.860379014346108e-14,7.075229291331199e-14,0.3333333333333333
0.0,6,0.3,1,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.3,2,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.3,3,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.3,4,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.3,5,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.3,6,2.400302179239589e-15,-3.518074720432196e-14,3.3292479884039497e-13,5.552003301545483e-14,0.3333333333333333
0.0,6,0.4,1,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,6,0.4,2,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,6,0.4,3,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,6,0.4,4,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,6,0.4,5,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,6,0.4,6,2.440936341940869e-14,-3.570477247194504e-14,-2.8544278052322624e-13,3.744560217455729e-14,0.3333333333333333
0.0,8,0.0,1,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.0,2,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.0,3,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.0,4,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.0,5,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.0,6,1.5885071036336738e-14,3.1299407510232415e-14,-8.251177519014164e-14,1.3615775174002921e-14,0.4444444444444444
0.0,8,0.1,1,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.1,2,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.1,3,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.1,4,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.1,5,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.1,6,-1.471267552233258e-14,-4.492406446843234e-14,-6.554756737386924e-15,-6.81232847909996e-15,0.4444444444444444
0.0,8,0.2,1,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.2,2,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.2,3,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.2,4,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.2,5,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.2,6,-2.0572432646304152e-14,6.9011463210699735e-15,-5.480060849549773e-14,-2.0872192862952948e-15,0.4444444444444444
0.0,8,0.3,1,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.3,2,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.3,3,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.3,4,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.3,5,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.3,6,2.8865798640254065e-17,3.109512647370139e-14,3.0174973630892055e-13,-1.0489387136658478e-14,0.4444444444444444
0.0,8,0.4,1,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,8,0.4,2,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,8,0.4,3,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,8,0.4,4,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,8,0.4,5,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,8,0.4,6,2.9727331707363197e-14,2.3492319201068312e-14,-2.927968978383433e-13,-1.9117152305625496e-13,0.4444444444444444
0.0,10,0.0,1,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.0,2,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.0,3,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.0,4,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.0,5,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.0,6,-5.5000448639930254e-15,1.9872992140790302e-14,5.2384763193913383e-14,-1.4308554341369017e-14,0.5555555555555556
0.0,10,0.1,1,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.1,2,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.1,3,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.1,4,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.1,5,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.1,6,-7.416289804496045e-15,4.809486142676179e-15,4.973799150320701e-15,2.247091401841317e-15,0.5555555555555556
0.0,10,0.2,1,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.2,2,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.2,3,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.2,4,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.2,5,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.2,6,-1.070477040343576e-14,-3.468336728928989e-15,2.646771690706378e-15,1.7497114868092466e-14,0.5555555555555556
0.0,10,0.3,1,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.3,2,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.3,3,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.3,4,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.3,5,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.3,6,5.890843368661081e-15,-6.652456363553938e-15,1.0878409284487135e-13,3.6113334545007095e-14,0.5555555555555556
0.0,10,0.4,1,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,10,0.4,2,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,10,0.4,3,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,10,0.4,4,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,10,0.4,5,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,10,0.4,6,1.8451906669270103e-15,3.774758283725532e-15,-1.6048495865561563e-13,1.000799443318101e-13,0.5555555555555556
0.0,12,0.0,1,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.0,2,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.0,3,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.0,4,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.0,5,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.0,6,-5.397904345727511e-15,1.9245716131877088e-14,5.1709747594941296e-14,-1.744382416291046e-14,0.6666666666666666
0.0,12,0.1,1,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.1,2,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.1,3,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.1,4,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.1,5,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.1,6,-1.211697409075896e-14,1.343924971308752e-14,4.671818487622657e-15,3.2773783686934625e-15,0.6666666666666666
0.0,12,0.2,1,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.2,2,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.2,3,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.2,4,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.2,5,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.2,6,1.5629719740672957e-14,6.845635169838716e-15,1.072031352578051e-14,6.616929226765933e-15,0.6666666666666666
0.0,12,0.3,1,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.3,2,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.3,3,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.3,4,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.3,5,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.3,6,1.774802527165775e-14,-2.0861090632706694e-15,-1.2434497875801836e-16,3.8822278725092475e-14,0.6666666666666666
0.0,12,0.4,1,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,12,0.4,2,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,12,0.4,3,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,12,0.4,4,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,12,0.4,5,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,12,0.4,6,-1.2716494524056544e-14,-4.979350265443827e-15,1.1746159600534159e-13,9.659828492658564e-14,0.6666666666666666
0.0,14,0.0,1,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.0,2,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.0,3,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.0,4,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.0,5,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.0,6,5.706546346573305e-16,4.796718577892989e-15,4.3822723228004176e-14,-5.639932965095795e-15,0.7777777777777778
0.0,14,0.1,1,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.1,2,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.1,3,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.1,4,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.1,5,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.1,6,5.941913627793838e-15,7.427392034742297e-16,2.5845992013273646e-15,4.067857162226574e-15,0.7777777777777778
0.0,14,0.2,1,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.2,2,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.2,3,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.2,4,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.2,5,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.2,6,1.2945200467129327e-15,2.876032745291468e-15,-2.4602542225693468e-14,3.6344260934129126e-14,0.7777777777777778
0.0,14,0.3,1,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.3,2,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.3,3,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.3,4,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.3,5,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.3,6,1.5898393712632244e-15,-1.9195756095768956e-15,2.0294876890147866e-14,4.7961634663806766e-15,0.7777777777777778
0.0,14,0.4,1,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,14,0.4,2,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,14,0.4,3,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,14,0.4,4,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,14,0.4,5,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,14,0.4,6,-1.652455949852083e-14,8.796297024105116e-15,-1.2656542480726785e-13,4.0589753780295726e-15,0.7777777777777778
0.0,16,0.0,1,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.0,2,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.0,3,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.0,4,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.0,5,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.0,6,1.2226886170196852e-14,3.502476086936213e-15,5.1025850211772196e-15,2.0659030042224914e-14,0.8888888888888888
0.0,16,0.1,1,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.1,2,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.1,3,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.1,4,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.1,5,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.1,6,-1.9562129693895255e-15,-3.955724636739433e-15,-2.2937207688755733e-14,-2.4567015088905467e-14,0.8888888888888888
0.0,16,0.2,1,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.2,2,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.2,3,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.2,4,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.2,5,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.2,6,2.4713564528155986e-15,-4.14668299697496e-15,-8.522071937022704e-15,-8.260059303211168e-16,0.8888888888888888
0.0,16,0.3,1,3.339550858072471e-15,-1.5357159988127477e-15,3.694822225952521e-15,2.966515921798418e-15,0.8888888888888888
0.0,16,0.3,2,3.339550858072471e-15,-1.5357159988127477e-15,3.694822225952521e-15,2.966515921798418e-15,0.8888888888888888
0.0,16,0.3,3,3.339550858072471e-15,-1.5357159988127477e-15,3.694822225952521e-15,2.966515921798418e-15,0.8888888888888888
0.0,16,0.3,4,3.339550858072471e-15,-1.5357159988127477e-15,3.694822225952521e-15,2.966515921798418e-15,0.8888888888888888
0.0,16,0.3,5,3.339550858072471e-15,-1.5357159988127477e-15,3.694822225952521e-15,2.966515921798418e-15,0.8888888888888888
