L,nup,delta,U,seed,Spipi,m,M_raw,mdelta,Psi_dxy,Psi_dx2y2,chi_pipi,chi_pipi_err,n
12,36,0.5,2.0,1,0.11885463647099812,0.028729417326800885,0.3447530079216106,0.014364708663400443,-0.000502929033509115,0.0005729465039553775,0.03157275595204808,0.00034829635271934603,0.5
12,36,0.5,2.0,2,0.11792524768700345,0.02861687144255546,0.3434024573106655,0.01430843572127773,-0.0005108415275313813,0.00043772190908744624,0.030502886699903548,0.0003776495388316265,0.5
12,36,0.5,2.0,3,0.11784308474781338,0.028606900482106557,0.3432828057852787,0.014303450241053279,-0.00047392125984042834,0.0004335260171103737,0.030562334396822814,0.000342238613614362,0.5
12,36,0.5,2.0,4,0.1188979909211727,0.02873465664503656,0.3448158797404387,0.01436732832251828,-0.00047010010094818296,0.0006076611905804373,0.03147864794286244,0.00034482652255957624,0.5
12,36,0.5,2.0,5,0.11763775030533008,0.0285819667196782,0.3429836006361384,0.0142909833598391,-0.00047504671375819753,0.00047405180819811647,0.030628183235741714,0.0003692938944866536,0.5
12,36,0.5,2.0,6,0.1176158525625163,0.028579306393024362,0.34295167671629234,0.014289653196512181,-0.00043420695565545464,0.0005274389387262021,0.031016785729987607,0.0003748183511975287,0.5
12,40,0.5,2.0,1,0.12362990866442196,0.029300870846987112,0.35161045016384535,0.014650435423493556,0.00016468428327792007,-9.355375435756954e-05,0.030913939149873754,0.00040550723973095323,0.5555555555555556
12,40,0.5,2.0,2,0.12214934938792907,0.029124892630694923,0.34949871156833906,0.014562446315347461,0.00012604148245761083,5.003606168851871e-05,0.030443523658329634,0.0003664071140378895,0.5555555555555556
12,40,0.5,2.0,3,0.12372113972545831,0.029311679948900812,0.35174015938680975,0.014655839974450406,0.00029024589366504757,-5.9883750440296095e-05,0.030664290749801863,0.00028880354725131373,0.5555555555555556
12,40,0.5,2.0,4,0.12325619947819151,0.029256551910805607,0.3510786229296673,0.014628275955402803,0.00025564967428030026,-2.0292047601102532e-05,0.030808121515084663,0.00034825868856547997,0.5555555555555556
12,40,0.5,2.0,5,0.12315584193476492,0.0292446388646664,0.35093566637599677,0.0146223194323332,0.00014410596603392102,-7.434290615940715e-05,0.03088852505611836,0.0003713565687852862,0.5555555555555556
12,40,0.5,2.0,6,0.12323785091385346,0.02925437418787116,0.3510524902544539,0.01462718709393558,0.00013412767158393457,0.00011251876045647067,0.03057500218189881,0.00033945140696790973,0.5555555555555556
12,48,0.5,2.0,1,0.12764472761942336,0.02977283526269087,0.35727402315229045,0.014886417631345435,0.0006668792839484223,0.00010717798563574428,0.026619041691603146,0.0002423218410997296,0.6666666666666666
12,48,0.5,2.0,2,0.1270411554138447,0.029702360948744077,0.3564283313849289,0.014851180474372038,0.000619605728903567,-0.00013124103388744332,0.026356445239707676,0.00021190888011630285,0.6666666666666666
12,48,0.5,2.0,3,0.129343220960516,0.02997026546805693,0.3596431856166831,0.014985132734028465,0.0006598365840308732,2.8508226767679872e-05,0.02716042989147427,0.00022526867596567787,0.6666666666666666
12,48,0.5,2.0,4,0.12958261765685034,0.029997988087264834,0.359975857047178,0.014998994043632417,0.0007478203148499146,-3.110138420076785e-05,0.027080450664419654,0.0002346326310337242,0.6666666666666666
12,48,0.5,2.0,5,0.12790104374975356,0.029802712841394522,0.3576325540967343,0.014901356420697261,0.0006100126740251125,1.2793728521500983e-05,0.026578304984320088,0.00019404777403603037,0.6666666666666666
