L,nup,delta,U,seed,Spipi,m,M_raw,mdelta,Psi_dxy,Psi_dx2y2,chi_pipi,chi_pipi_err,n
12,36,0.5,6.0,1,0.12026832739070141,0.028899770206542854,0.34679724247851423,0.014449885103271427,0.0005459794928264652,0.00024555331151197694,0.034877509700607504,0.0012648935608830963,0.5
12,36,0.5,6.0,2,0.11202721241949387,0.027892055372689045,0.33470466447226854,0.013946027686344523,0.0010798005001946202,0.0005828501286448622,0.03121625947993715,0.0009836054313907827,0.5
12,36,0.5,6.0,3,0.11797423149171346,0.02862281426537636,0.3434737711845163,0.01431140713268818,0.0007792730861777874,0.0002614921877456729,0.03352257445284699,0.0010254693155270192,0.5
12,36,0.5,6.0,4,0.1185300329382885,0.028690159092241273,0.34428190910689527,0.014345079546120637,0.0004301840304849145,-3.337167619084369e-05,0.03392913936696316,0.0011312706987231418,0.5
12,36,0.5,6.0,5,0.11565803321135257,0.028340444354137222,0.34008533224964665,0.014170222177068611,0.0008065877252331883,0.0004956767252048966,0.03295467906049346,0.001213905029962263,0.5
12,36,0.5,6.0,6,0.11397995293372232,0.028134097656200514,0.33760917187440614,0.014067048828100257,0.0009106819448100263,0.0008331425649267579,0.0319525042450685,0.001025417420921322,0.5
12,36,0.6,6.0,1,0.09647874737507865,0.025884190178868335,0.31061028214642,0.015530514107321,-2.4621442060449312e-05,0.0005737200388050238,0.022414709092654413,0.001037853194180715,0.5
12,36,0.6,6.0,2,0.09599385856886218,0.025819063070516728,0.30982875684620076,0.015491437842310036,0.00019690029261794164,0.00026864127901206656,0.022482061588233775,0.0006053231941620524,0.5
12,36,0.6,6.0,3,0.09642846645979625,0.025877444390685674,0.3105293326882281,0.015526466634411405,0.0002251493728861183,0.0008840550539561768,0.022921921073763382,0.0006211685807878783,0.5
12,36,0.6,6.0,4,0.09544528066484191,0.02574518302637218,0.30894219631646613,0.015447109815823307,0.0002520744321967721,0.0005119594611745215,0.02222056731391322,0.0006341221110685732,0.5
12,36,0.6,6.0,5,0.09639655239113479,0.02587316182294336,0.31047794187532035,0.015523897093766016,-8.163916852353151e-05,0.00014939550361237218,0.02371060760731217,0.0007875911244935582,0.5
12,36,0.6,6.0,6,0.09545003105920655,0.025745823698440036,0.30894988438128046,0.015447494219064021,0.00011917973500266047,0.0006498501213714943,0.022461047800633217,0.0005103348124508226,0.5
12,36,0.7,6.0,1,0.08892564158283714,0.02485033556430559,0.2982040267716671,0.017395234895013913,0.000295971513497923,1.5684125447119117e-05,0.022544970494964213,0.0008842469891287822,0.5
12,36,0.7,6.0,2,0.08777073270351335,0.02468843812612964,0.2962612575135557,0.017281906688290747,0.00021609965495883324,-0.0002504802809408189,0.021358876936235466,0.0007334002025994579,0.5
12,36,0.7,6.0,3,0.08942985985242172,0.024920688060717653,0.2990482567286118,0.017444481642502355,0.0002638654381715078,0.00016042425327664818,0.022231148467156143,0.0007945387915226385,0.5
12,36,0.7,6.0,4,0.08971597939624303,0.02496052152291959,0.2995262582750351,0.017472365066043712,0.00031284316887501395,0.00017927850441476026,0.022263583264727875,0.0007061574627088984,0.5
12,36,0.7,6.0,5,0.08823910669168958,0.024754223361839578,0.29705068034207494,0.017327956353287703,0.0003357741783276473,-0.00025471967185281615,0.021122907832593078,0.0005642555212694984,0.5
12,36,0.7,6.0,6,0.0874780060265006,0.02464723418482913,0.2957668102179496,0.01725306392938039,0.00041190435540101276,2.433885875726929e-06,0.021852710321098732,0.00048293538113190006,0.5
12,40,0.5,6.0,1,0.12454887019146302,0.029409568335202366,0.3529148200224284,0.014704784167601183,0.001112736552823331,0.0001648361220622384,0.0356298724980923,0.001440081712547099,0.5555555555555556
12,40,0.5,6.0,2,0.12664387951606876,0.029655882814852357,0.3558705937782283,0.014827941407426179,0.0014067589000253693,0.00014024299601431454,0.037036946853097365,0.0012727015005809998,0.5555555555555556
12,40,0.5,6.0,3,0.12796193042644663,0.02980980571641358,0.35771766859696297,0.01490490285820679,0.0007536075987427727,0.001052220877531378,0.0372621084791348,0.0015941859777308274,0.5555555555555556
12,40,0.5,6.0,4,0.13020236172015803,0.030069636969892028,0.36083564363870435,0.015034818484946014,0.0009266753724405447,0.0011944809507539933,0.040328216180962606,0.003861984014870354,0.5555555555555556
12,40,0.5,6.0,5,0.12038941335806663,0.028914314668764873,0.3469717760251785,0.014457157334382437,0.0011543727300585551,0.0009677003470186503,0.03490998441780084,0.001337922196099989,0.5555555555555556
12,40,0.5,6.0,6,0.12224593866451741,0.029136405571290092,0.34963686685548107,0.014568202785645046,0.0010011715753390864,-6.565235814488812e-05,0.03455245392589145,0.0012502791014712014,0.5555555555555556
12,40,0.6,6.0,1,0.1048877729413166,0.026988651542685056,0.3238638185122207,0.016193190925611032,-0.0006292450584360397,-0.000501435593335289,0.025598030743344664,0.0009326757494118011,0.5555555555555556
12,40,0.6,6.0,2,0.10744827814157057,0.027316086802566565,0.32779304163079875,0.01638965208153994,-0.00018871778478620957,-0.00044330143408129955,0.02596602421663836,0.0008167565134196858,0.5555555555555556
12,40,0.6,6.0,3,0.10625416805718499,0.02716387614210801,0.3259665137052961,0.016298325685264806,-0.0007022886488276625,-0.00018408098748707671,0.02620993917210755,0.0007901564329305769,0.5555555555555556
12,40,0.6,6.0,4,0.10789389479521212,0.02737267174208766,0.3284720609050519,0.016423603045252595,-0.0004173310108915481,-0.0008461233182680056,0.027136084297735147,0.0007805166527761605,0.5555555555555556
