U,nup,delta,seed,Spipi,M,n
2.0,8,0.1,1,0.11376591740216516,0.3372920357822953,0.4444444444444444
2.0,8,0.1,2,0.11415612371862127,0.33786998049341593,0.4444444444444444
2.0,8,0.1,3,0.11405461135823516,0.33771972308148535,0.4444444444444444
2.0,8,0.2,1,0.11269760053753548,0.3357046328806552,0.4444444444444444
2.0,8,0.2,2,0.11303140276219574,0.3362014318265104,0.4444444444444444
2.0,8,0.2,3,0.1124857245237602,0.33538891532631215,0.4444444444444444
2.0,8,0.3,1,0.11022433396659612,0.33200050296136013,0.4444444444444444
2.0,8,0.3,2,0.11001619299297263,0.3316868899926143,0.4444444444444444
2.0,8,0.3,3,0.1102684338775616,0.3320669117475597,0.4444444444444444
2.0,8,0.4,1,0.10475758396866926,0.32366276271556055,0.4444444444444444
2.0,8,0.4,2,0.1053606603282724,0.3245930688235231,0.4444444444444444
2.0,8,0.4,3,0.10487739425748066,0.3238477948936516,0.4444444444444444
2.0,10,0.0,1,0.14843666589186627,0.3852747927023857,0.5555555555555556
2.0,10,0.0,2,0.14831069390537063,0.3851112747055981,0.5555555555555556
2.0,10,0.0,3,0.14830525770658848,0.3851042166824306,0.5555555555555556
2.0,10,0.1,1,0.14692945896861537,0.3833137865621525,0.5555555555555556
2.0,10,0.1,2,0.14734079288811525,0.3838499614277892,0.5555555555555556
2.0,10,0.1,3,0.14615711066237985,0.38230499691003234,0.5555555555555556
2.0,10,0.2,1,0.14320627934769292,0.37842605532348444,0.5555555555555556
2.0,10,0.2,2,0.14305905924395748,0.3782314889640437,0.5555555555555556
2.0,10,0.2,3,0.14301305906691494,0.3781706745200042,0.5555555555555556
2.0,10,0.3,1,0.13733841907607566,0.3705919846354959,0.5555555555555556
2.0,10,0.3,2,0.1373849427437142,0.3706547487132928,0.5555555555555556
2.0,10,0.3,3,0.13628812232263882,0.36917221228396757,0.5555555555555556
2.0,10,0.4,1,0.1303055332884796,0.36097857732624467,0.5555555555555556
2.0,10,0.4,2,0.13098484650657122,0.3619182870574119,0.5555555555555556
2.0,10,0.4,3,0.13058189958690009,0.3613611760924243,0.5555555555555556
2.0,12,0.0,1,0.18658508459403067,0.43195495667260336,0.6666666666666666
2.0,12,0.0,2,0.18684032622943542,0.4322503050657517,0.6666666666666666
2.0,12,0.0,3,0.18626227461991426,0.4315811332993071,0.6666666666666666
2.0,12,0.1,1,0.18458691812147845,0.4296357970670955,0.6666666666666666
2.0,12,0.1,2,0.18594888850168684,0.4312179130111443,0.6666666666666666
2.0,12,0.1,3,0.1854821323671027,0.43067636615804994,0.6666666666666666
2.0,12,0.2,1,0.17958977040239066,0.4237803327224975,0.6666666666666666
2.0,12,0.2,2,0.18064998923278852,0.4250293980806369,0.6666666666666666
2.0,12,0.2,3,0.17935410535232865,0.42350219049295207,0.6666666666666666
2.0,12,0.3,1,0.17412688732492682,0.4172851391134446,0.6666666666666666
2.0,12,0.3,2,0.17412784719853222,0.4172862892529926,0.6666666666666666
2.0,12,0.3,3,0.17286203312126824,0.4157668013697922,0.6666666666666666
2.0,12,0.4,1,0.16504958146449547,0.40626294621155823,0.6666666666666666
2.0,12,0.4,2,0.1660855372954119,0.4075359337474573,0.6666666666666666
2.0,12,0.4,3,0.16741358422741778,0.40916205130414746,0.6666666666666666
2.0,14,0.0,1,0.2097999902559314,0.4580392889872346,0.7777777777777778
2.0,14,0.0,2,0.21142726984083793,0.4598122114959953,0.7777777777777778
