L,nup,delta,U,seed,apx,apy,chi_son_full,chi_son_vertex,chi_sext_full,chi_sext_vertex,chi_d_full,chi_d_vertex,chi_dxy_full,chi_dxy_vertex,n
12,72,0.22,2.0,1,-1,-1,9.493415865523172,-7.349475731278082,38.36192508613404,2.1790828313957427,54.777154488343626,0.9210779741054598,59.68971709509984,-2.189434717126693,1.0
12,72,0.22,2.0,2,-1,-1,9.501026097796792,-7.356717881138559,38.37483535489122,2.186002503981352,54.862171264412176,0.9215404506561476,59.63803788177695,-2.2151053906490974,1.0
12,72,0.22,2.0,3,-1,-1,9.468679774419318,-7.330474977813017,38.343153653425894,2.1771729859288067,54.61525063074061,0.7909471180227858,59.23643509941475,-2.308224586975147,1.0
12,72,0.22,2.0,4,-1,-1,9.479439294455174,-7.36201198521511,38.331861542801995,2.1763864300276703,54.799666969108806,0.891674247394384,59.56984423010683,-2.14853062366331,1.0
12,72,0.22,2.0,5,-1,-1,9.489344514712249,-7.377467831368344,38.38158832044826,2.168893299843988,54.80031767668662,0.8714149986745646,59.312300080491354,-2.4295694270310526,1.0
12,72,0.22,2.0,6,-1,-1,9.485045865855117,-7.371891319064263,38.35801228855851,2.1628325050452224,54.883200570969905,0.9635955251832604,59.43346687834473,-2.335262493762985,1.0
12,72,0.18,4.0,1,-1,-1,4.023321234419873,-4.670614305722181,29.351929948741475,3.981850096558481,32.087897191656474,2.969768349368022,30.755345196608147,-1.2362973962397206,1.0
12,72,0.18,4.0,2,-1,-1,4.01429805097109,-4.6289138167507495,29.38944580708185,3.8966106640339886,31.498424687411337,2.3188999808234003,31.73535829003572,-0.3707069070058995,1.0
12,72,0.18,4.0,3,-1,-1,4.001361173965525,-4.6863324073940165,29.404587181037716,4.05152504094063,31.419082891698537,2.3797075486433075,31.52901543992916,-0.5849400033808914,1.0
12,72,0.18,4.0,4,-1,-1,4.03052471990082,-4.631696360524725,29.38660440072305,3.926556716320596,31.470918220422543,2.5068877164171903,31.698490521115435,-0.5493195684730475,1.0
12,72,0.18,4.0,5,-1,-1,3.99236621348541,-4.608336318733358,29.35091909605348,3.9326397483657822,31.21652709859408,2.106344405600665,31.716721336923523,-0.5465111954065881,1.0
12,72,0.18,4.0,6,-1,-1,4.004901059460758,-4.568369452678146,29.378774453828964,3.9620393655313526,31.884293532111155,2.9362580701949845,31.512657291487994,-0.5936652836483793,1.0
12,72,0.16,4.0,1,-1,-1,3.972150204194212,-4.5983733438596746,29.539410350124022,3.959656612069815,31.720859540615976,2.4415132701677726,31.694754850541027,-0.4617361630136961,1.0
12,72,0.16,4.0,2,-1,-1,4.005292270720736,-4.641380186181246,29.610667850314496,4.040507945810054,31.70706342141594,2.385281473648347,31.600861233530196,-0.7588441804763122,1.0
12,72,0.16,4.0,3,-1,-1,3.9541435668474465,-4.498930483726353,29.587107008767696,4.075804306920912,31.32085251608836,2.466354055010179,30.95729135590933,-0.7520979999694346,1.0
12,72,0.16,4.0,4,-1,-1,3.975027950368242,-4.547174368065081,29.52084679546774,4.056364243383446,31.65658024409122,2.5529180943818512,31.567496315216353,-0.3459962179211626,1.0
12,72,0.16,4.0,5,-1,-1,4.003348540021617,-4.73609991387508,29.6542172106032,4.115292897617331,31.68442145230009,2.5134670229890617,31.941575664971634,-0.2696324765358707,1.0
12,72,0.16,4.0,6,-1,-1,3.9793711167035566,-4.535841102846779,29.668344273244156,3.9588050207367074,32.51210291788054,2.8950067929663574,30.948045517890137,-1.0671114469337395,1.0
12,72,0.12,4.0,1,-1,-1,3.936922989164381,-4.521631374236021,29.90034726798957,4.244414602023449,31.927630881185593,2.714278240548019,31.276369984719196,-0.7769495118270101,1.0
12,72,0.12,4.0,2,-1,-1,3.9529174824325017,-4.5622651268151495,29.848281483774024,4.096306458574008,31.906891932983388,2.535030530980163,31.57402933379334,-0.5201688443097613,1.0
12,72,0.12,4.0,3,-1,-1,3.9109110989101312,-4.488370423664269,29.778922302118133,4.129060566694423,31.792922170045095,2.699192550612991,31.391581732321225,-0.6468692921725516,1.0
12,72,0.12,4.0,4,-1,-1,3.9491653064452024,-4.551433291901534,29.78026208016346,4.153573647334982,31.888338438755728,2.705443000300863,31.208584482408877,-0.83631828778481,1.0
12,72,0.12,4.0,5,-1,-1,3.949897060607674,-4.62354523979023,29.866808986017407,4.200559764749009,32.124643753717876,2.707734941885641,31.473047428410688,-0.6557770000782936,1.0
12,72,0.12,4.0,6,-1,-1,3.937044616742979,-4.535975040627136,29.916277135432676,4.294556281695837,32.276460790467105,2.9000682233376787,31.24162770189681,-0.8445714633577845,1.0
12,72,0.14,4.0,1,-1,-1,3.979303779206276,-4.692744152027597,29.679503022694245,4.101084112320978,32.05280368651927,2.743160512011156,31.763443598811648,-0.5633747847456367,1.0
12,72,0.14,4.0,2,-1,-1,3.9709995517685854,-4.647226566852086,29.63057506672461,4.14567001348256,31.53528560770294,2.362914404412301,31.662894037398587,-0.5656339865939619,1.0
12,72,0.14,4.0,3,-1,-1,3.946859965442384,-4.569955020277083,29.700368412678255,4.133227201082685,32.16553607194162,3.0091387564135,31.39255650135965,-0.7970467300839379,1.0
12,72,0.14,4.0,4,-1,-1,3.966369329956329,-4.571910929449564,29.532787698900812,3.974034383711408,31.74570772297208,2.3978592563910723,31.3181435048857,-0.6822203152880484,1.0
12,72,0.14,4.0,5,-1,-1,3.972403659210306,-4.62305032130929,29.70507165841739,4.140561865121566,32.55290244135996,3.020543724664872,31.682393543179774,-0.3344305298990425,1.0
12,72,0.14,4.0,6,-1,-1,3.97552328763845,-4.595231417714764,29.83807180195185,4.234894978356062,32.064225639724754,2.763671506208857,31.99210788024987,-0.4003115702894096,1.0
12,72,0.28,2.0,1,1,1,9.513553943990798,-7.210176455796999,35.36727972033625,2.7474222187390867,66.66481325655484,1.1603821894597792,69.97814595771159,-0.7755311785020169,1.0
