folder,L,U,tA,tt,NUP,NDN,E_used,ms_used,E_best,ms_best,gap,best_seed,verdict,n,delta,half,dms
L10n0.900u4.0tA-0.4000tt0.3N45,10.0,4.0,-0.4,0.3,45.0,45.0,-99.466245,0.4085,-99.509387,0.3457,0.043142,random,WORSE_TRIAL_DIFFERENT_ORDER,0.9,0.4,False,0.06279999999999997
L12n1.000u5tA-0.4000tt0.3N72,12.0,5.0,-0.4,0.3,72.0,72.0,-103.835643,0.7099,-103.835643,0.7099,0.0,neel,OK,1.0,0.4,True,0.0
L10n0.580u4.0tA-0.1000tt0.3N29,10.0,4.0,-0.1,0.3,29.0,29.0,-89.175584,0.0,-89.428282,0.0068,0.252698,neel,WORSE_TRIAL_same_order,0.58,0.1,False,0.0068
L14n1.000u4.0tA-0.2tt0.3N98,14.0,4.0,-0.2,0.3,98.0,98.0,-159.088138,0.6642,-159.088138,0.6642,0.0,neel,OK,1.0,0.2,True,0.0
L14n1.000u3.5tA-0.2tt0.3N98,14.0,3.5,-0.2,0.3,98.0,98.0,-173.846025,0.5932,-173.846025,0.5932,0.0,neel,OK,1.0,0.2,True,0.0
L12n1.000u0tA-0.5000tt0.3N72,12.0,0.0,-0.5,0.3,72.0,72.0,-288.0,0.0,-288.0,0.0,-0.0,neel,OK,1.0,0.5,True,0.0
L16n1.000u4.0tA-0.2tt0.3N128,16.0,4.0,-0.2,0.3,128.0,128.0,-207.803194,0.6637,-207.803194,0.6637,0.0,neel,OK,1.0,0.2,True,0.0
L12n0.847u5tA-0.2000tt0.3N61,12.0,5.0,-0.2,0.3,61.0,61.0,-115.85223,0.0367,-116.983209,0.0253,1.130979,random,WORSE_TRIAL_same_order,0.847,0.2,False,0.011400000000000004
L12n1.000u4tA-0.4000tt0.3N72,12.0,4.0,-0.4,0.3,72.0,72.0,-130.194992,0.341,-130.194992,0.341,0.0,neel,OK,1.0,0.4,True,0.0
L10n0.740u4.0tA-0.2000tt0.3N37,10.0,4.0,-0.2,0.3,37.0,37.0,-95.804251,0.0374,-95.814741,0.0377,0.010491,random,WORSE_TRIAL_same_order,0.74,0.2,False,0.0002999999999999947
L12n1.000u2tA-0.3000tt0.3N72,12.0,2.0,-0.3,0.3,72.0,72.0,-187.120347,0.0317,-187.120367,0.0316,2e-05,neel,OK,1.0,0.3,True,9.999999999999593e-05
L14n1.000u2.0tA-0.2tt0.3N98,14.0,2.0,-0.2,0.3,98.0,98.0,-239.58587,0.1545,-239.58587,0.1545,-0.0,neel,OK,1.0,0.2,True,0.0
L10n0.740u4.0tA-0.3000tt0.3N37,10.0,4.0,-0.3,0.3,37.0,37.0,-100.779762,0.0111,-100.415114,0.068,-0.364649,random,OK,0.74,0.3,False,0.056900000000000006
L12n1.000u4tA-0.1000tt0.3N72,12.0,4.0,-0.1,0.3,72.0,72.0,-115.267182,0.6849,-115.267182,0.6849,0.0,neel,OK,1.0,0.1,True,0.0
L14n1.000u2.0tA-0.3000tt0.3N98,14.0,2.0,-0.3,0.3,98.0,98.0,-254.647447,0.0252,-254.647447,0.0252,-0.0,neel,OK,1.0,0.3,True,0.0
L12n0.847u0tA-0.3000tt0.3N61,12.0,0.0,-0.3,0.3,61.0,61.0,-232.625824,0.0,-232.625824,0.0,-0.0,neel,OK,0.847,0.3,False,0.0
L12n1.000u3tA-0.4000tt0.3N72,12.0,3.0,-0.4,0.3,72.0,72.0,-164.94094,0.0612,-164.94094,0.0612,0.0,neel,OK,1.0,0.4,True,0.0
L16n1.000u4.0tA-0.3000tt0.3N128,16.0,4.0,-0.3,0.3,128.0,128.0,-213.562303,0.6131,-213.562303,0.6131,-0.0,neel,OK,1.0,0.3,True,0.0
L18n1.000u4.0tA-0.2000tt0.3N162,18.0,4.0,-0.2,0.3,162.0,162.0,-263.009075,0.6634,-263.009075,0.6634,-0.0,neel,OK,1.0,0.2,True,0.0
L12n1.000u2tA-0.1000tt0.3N72,12.0,2.0,-0.1,0.3,72.0,72.0,-169.175638,0.15,-169.404227,0.0004,0.228589,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.1,True,0.14959999999999998
L14n1.000u4.0tA-0.4tt0.3N98,14.0,4.0,-0.4,0.3,98.0,98.0,-177.241478,0.3078,-177.241478,0.3078,0.0,neel,OK,1.0,0.4,True,0.0
L12n1.000u3tA-0.2000tt0.3N72,12.0,3.0,-0.2,0.3,72.0,72.0,-142.081084,0.32,-142.085519,0.3211,0.004436,neel,WORSE_TRIAL_same_order,1.0,0.2,True,0.0010999999999999899
L14n1.000u4.0tA-0.1tt0.3N98,14.0,4.0,-0.1,0.3,98.0,98.0,-156.895071,0.6848,-156.895071,0.6848,0.0,neel,OK,1.0,0.1,True,0.0
L14n1.000u5.0tA-0.1000tt0.3N98,14.0,5.0,-0.1,0.3,98.0,98.0,-134.059956,0.7698,-134.059956,0.7698,0.0,neel,OK,1.0,0.1,True,0.0
L12n1.000u4.5tA-0.3000tt0.3N72,12.0,4.5,-0.3,0.3,72.0,72.0,-109.760415,0.6919,-109.760415,0.6919,0.0,neel,OK,1.0,0.3,True,0.0
L10n0.500u4.0tA-0.0000tt0.3N25,10.0,4.0,-0.0,0.3,25.0,25.0,-85.091858,0.0,-85.092213,0.0,0.000355,random,WORSE_TRIAL_same_order,0.5,0.0,False,0.0
L10n0.740u4.0tA-0.1000tt0.3N37,10.0,4.0,-0.1,0.3,37.0,37.0,-91.953678,0.079,-92.215383,0.0108,0.261705,random,WORSE_TRIAL_DIFFERENT_ORDER,0.74,0.1,False,0.0682
L12n0.847u2tA-0.3000tt0.3N61,12.0,2.0,-0.3,0.3,61.0,61.0,-180.949264,0.2509,-181.580318,0.0007,0.631054,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.3,False,0.25020000000000003
L14n1.000u4.5tA-0.1000tt0.3N98,14.0,4.5,-0.1,0.3,98.0,98.0,-144.721678,0.7318,-144.721678,0.7318,-0.0,neel,OK,1.0,0.1,True,0.0
L12n1.000u4.5tA-0.0000tt0.3N72,12.0,4.5,-0.0,0.3,72.0,72.0,-105.950403,0.7357,-105.950403,0.7357,-0.0,neel,OK,1.0,0.0,True,0.0
L14n1.000u4.0tA0.0tt0.3N98,14.0,4.0,0.0,0.3,98.0,98.0,-156.217481,0.6907,-156.217481,0.6907,0.0,neel,OK,1.0,0.0,True,0.0
L14n1.000u5.0tA-0.3000tt0.3N98,14.0,5.0,-0.3,0.3,98.0,98.0,-137.578838,0.7431,-137.578838,0.7431,0.0,neel,OK,1.0,0.3,True,0.0
L14n1.000u3.0tA-0.3000tt0.3N98,14.0,3.0,-0.3,0.3,98.0,98.0,-205.950482,0.2195,-205.99942,0.2187,0.048937,neel,WORSE_TRIAL_same_order,1.0,0.3,True,0.0007999999999999952
L14n0.582u4.0tA-0.0000tt0.3N57,14.0,4.0,-0.0,0.3,57.0,57.0,-173.921,0.0027,-175.039692,0.0028,1.118692,neel,WORSE_TRIAL_same_order,0.582,0.0,False,9.999999999999983e-05
L14n0.847u4.0tA-0.0000tt0.3N83,14.0,4.0,-0.0,0.3,83.0,83.0,-171.852639,0.006,-171.947289,0.0592,0.09465,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.0,False,0.053200000000000004
beta48_L8n1.000u2tA-0.1000tt0.3N32,8.0,2.0,-0.1,0.3,32.0,32.0,-74.569953,0.3133,-74.658167,0.0664,0.088214,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.1,True,0.2469
L12n1.000u3.5tA-0.3000tt0.3N72,12.0,3.5,-0.3,0.3,72.0,72.0,-134.727756,0.3309,-134.7354,0.3315,0.007644,neel,WORSE_TRIAL_same_order,1.0,0.3,True,0.0005999999999999894
beta16_L8n1.000u2tA-0.1000tt0.3N32,8.0,2.0,-0.1,0.3,32.0,32.0,-74.569953,0.3133,-74.658158,0.0664,0.088205,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.1,True,0.2469
L12n0.847u4.5tA-0.2000tt0.3N61,12.0,4.5,-0.2,0.3,61.0,61.0,-124.299287,0.0234,-124.302764,0.1754,0.003476,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.2,False,0.152
L10n0.500u4.0tA-0.1000tt0.3N25,10.0,4.0,-0.1,0.3,25.0,25.0,-85.058949,0.0013,-85.350522,0.0,0.291573,random,WORSE_TRIAL_same_order,0.5,0.1,False,0.0013
L14n0.745u4.0tA-0.4000tt0.3N73,14.0,4.0,-0.4,0.3,73.0,73.0,-208.575291,0.0107,-208.211848,0.0171,-0.363443,random,OK,0.745,0.4,False,0.006400000000000001
L10n0.500u4.0tA-0.2000tt0.3N25,10.0,4.0,-0.2,0.3,25.0,25.0,-85.973473,0.0007,-86.125859,0.0,0.152386,random,WORSE_TRIAL_same_order,0.5,0.2,False,0.0007
L14n1.000u3.0tA-0.2tt0.3N98,14.0,3.0,-0.2,0.3,98.0,98.0,-192.87884,0.4104,-193.07836,0.2989,0.19952,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.2,True,0.11149999999999999
L10n0.740u4.0tA-0.4000tt0.3N37,10.0,4.0,-0.4,0.3,37.0,37.0,-107.743166,0.083,-106.737212,0.0655,-1.005954,random,OK,0.74,0.4,False,0.0175
L14n0.806u4.0tA-0.1000tt0.3N79,14.0,4.0,-0.1,0.3,79.0,79.0,-177.446639,0.0445,-177.437389,0.0898,-0.00925,random,OK,0.806,0.1,False,0.04530000000000001
L14n1.000u3.5tA-0.3000tt0.3N98,14.0,3.5,-0.3,0.3,98.0,98.0,-182.455807,0.4235,-183.282994,0.3022,0.827187,pm,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.3,True,0.12129999999999996
L10n0.780u4.0tA-0.1000tt0.3N39,10.0,4.0,-0.1,0.3,39.0,39.0,-91.7005,0.0156,-91.439521,0.0484,-0.260979,random,OK,0.78,0.1,False,0.032799999999999996
L10n0.780u4.0tA-0.0000tt0.3N39,10.0,4.0,-0.0,0.3,39.0,39.0,-89.59305,0.0134,-89.800255,0.0406,0.207205,random,WORSE_TRIAL_DIFFERENT_ORDER,0.78,0.0,False,0.027199999999999995
L10n0.740u4.0tA-0.0000tt0.3N37,10.0,4.0,-0.0,0.3,37.0,37.0,-90.059373,0.0829,-91.212782,0.0203,1.153409,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.74,0.0,False,0.0626
L14n0.990u4.0tA-0.4000tt0.3N97,14.0,4.0,-0.4,0.3,97.0,97.0,-179.655535,0.3413,-179.655621,0.3413,8.6e-05,random,OK,0.99,0.4,False,0.0
L10n0.500u4.0tA-0.4000tt0.3N25,10.0,4.0,-0.4,0.3,25.0,25.0,-91.57972,0.0138,-91.308632,0.0081,-0.271088,random,OK,0.5,0.4,False,0.0057
L10n0.820u4.0tA-0.3000tt0.3N41,10.0,4.0,-0.3,0.3,41.0,41.0,-98.212724,0.0722,-98.127889,0.0255,-0.084834,random,OK,0.82,0.3,False,0.046700000000000005
L10n0.860u4.0tA-0.1000tt0.3N43,10.0,4.0,-0.1,0.3,43.0,43.0,-87.933401,0.0408,-88.403158,0.1331,0.469757,random,WORSE_TRIAL_DIFFERENT_ORDER,0.86,0.1,False,0.0923
L12n0.847u0tA-0.6000tt0.3N61,12.0,0.0,-0.6,0.3,61.0,61.0,-272.919438,0.0,-272.919438,0.0,-0.0,neel,OK,0.847,0.6,False,0.0
L10n0.820u4.0tA-0.2000tt0.3N41,10.0,4.0,-0.2,0.3,41.0,41.0,-92.780852,0.1183,-93.55081,0.0594,0.769958,random,WORSE_TRIAL_DIFFERENT_ORDER,0.82,0.2,False,0.0589
L14n0.867u4.0tA-0.3000tt0.3N85,14.0,4.0,-0.3,0.3,85.0,85.0,-187.515711,0.1471,-188.140026,0.4762,0.624315,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.867,0.3,False,0.3291
L10n0.860u4.0tA-0.2000tt0.3N43,10.0,4.0,-0.2,0.3,43.0,43.0,-91.406185,0.1828,-91.089602,0.1575,-0.316583,random,OK,0.86,0.2,False,0.02529999999999999
L14n1.000u4.5tA-0.3000tt0.3N98,14.0,4.5,-0.3,0.3,98.0,98.0,-149.446313,0.69,-149.446313,0.69,-0.0,neel,OK,1.0,0.3,True,0.0
L10n0.980u4.0tA-0.4000tt0.3N49,10.0,4.0,-0.4,0.3,49.0,49.0,-92.661124,0.4436,-92.661575,0.4436,0.000452,neel,WORSE_TRIAL_same_order,0.98,0.4,False,0.0
L14n0.765u4.0tA-0.0000tt0.3N75,14.0,4.0,-0.0,0.3,75.0,75.0,-176.143708,0.0953,-177.238236,0.0958,1.094528,neel,WORSE_TRIAL_same_order,0.765,0.0,False,0.0005000000000000004
L14n0.622u4.0tA-0.1000tt0.3N61,14.0,4.0,-0.1,0.3,61.0,61.0,-177.672981,0.017,-178.158619,0.0078,0.485637,random,WORSE_TRIAL_same_order,0.622,0.1,False,0.009200000000000002
L10n0.500u4.0tA-0.3000tt0.3N25,10.0,4.0,-0.3,0.3,25.0,25.0,-87.608756,0.0088,-88.215665,0.0011,0.606909,random,WORSE_TRIAL_same_order,0.5,0.3,False,0.0077
L12n0.847u3.5tA-0.2000tt0.3N61,12.0,3.5,-0.2,0.3,61.0,61.0,-141.415645,0.1789,-141.208281,0.1606,-0.207363,random,OK,0.847,0.2,False,0.01830000000000001
L12n1.000u0tA-0.6000tt0.3N72,12.0,0.0,-0.6,0.3,72.0,72.0,-304.176875,0.0,-304.176875,0.0,-0.0,neel,OK,1.0,0.6,True,0.0
L18n1.000u4.0tA-0.3000tt0.3N162,18.0,4.0,-0.3,0.3,162.0,162.0,-270.404407,0.6095,-270.632038,0.5479,0.22763,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.3,True,0.06159999999999999
L12n0.847u3tA-0.2000tt0.3N61,12.0,3.0,-0.2,0.3,61.0,61.0,-150.715124,0.3954,-151.44081,0.0221,0.725686,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.2,False,0.37329999999999997
L12n1.000u3tA-0.5000tt0.3N72,12.0,3.0,-0.5,0.3,72.0,72.0,-180.076439,0.05,-180.076439,0.05,-0.0,neel,OK,1.0,0.5,True,0.0
L12n1.000u3.5tA-0.5000tt0.3N72,12.0,3.5,-0.5,0.3,72.0,72.0,-162.146448,0.0762,-162.146448,0.0762,-0.0,neel,OK,1.0,0.5,True,0.0
L14n0.500u4.0tA-0.0000tt0.3N49,14.0,4.0,-0.0,0.3,49.0,49.0,-165.322963,0.0003,-165.97008,0.0016,0.647118,neel,WORSE_TRIAL_same_order,0.5,0.0,False,0.0013000000000000002
L12n0.847u3.5tA-0.5000tt0.3N61,12.0,3.5,-0.5,0.3,61.0,61.0,-170.269577,0.0028,-170.163754,0.0057,-0.105823,random,OK,0.847,0.5,False,0.0029000000000000002
L12n1.000u2tA-0.0000tt0.3N72,12.0,2.0,-0.0,0.3,72.0,72.0,-167.634476,0.0006,-167.635132,0.0,0.000656,random,WORSE_TRIAL_same_order,1.0,0.0,True,0.0006
L14n0.582u4.0tA-0.1000tt0.3N57,14.0,4.0,-0.1,0.3,57.0,57.0,-175.112488,0.0026,-175.755125,0.0,0.642637,neel,WORSE_TRIAL_same_order,0.582,0.1,False,0.0026
L12n1.000u3.5tA-0.0000tt0.3N72,12.0,3.5,-0.0,0.3,72.0,72.0,-124.832572,0.6352,-124.832572,0.6352,-0.0,neel,OK,1.0,0.0,True,0.0
L12n1.000u3tA-0.0000tt0.3N72,12.0,3.0,-0.0,0.3,72.0,72.0,-136.295971,0.5671,-136.295971,0.5671,-0.0,neel,OK,1.0,0.0,True,0.0
L12n0.847u4tA-0.5000tt0.3N61,12.0,4.0,-0.5,0.3,61.0,61.0,-156.209937,0.4586,-159.574404,0.0357,3.364467,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.5,False,0.4229
L12n1.000u4tA-0.5000tt0.3N72,12.0,4.0,-0.5,0.3,72.0,72.0,-143.513077,0.276,-144.309914,0.1145,0.796837,random,WORSE_TRIAL_DIFFERENT_ORDER,1.0,0.5,True,0.16150000000000003
L14n0.582u4.0tA-0.3000tt0.3N57,14.0,4.0,-0.3,0.3,57.0,57.0,-184.354238,0.0037,-184.502645,0.0081,0.148406,random,WORSE_TRIAL_same_order,0.582,0.3,False,0.004399999999999999
L12n0.847u3tA-0.5000tt0.3N61,12.0,3.0,-0.5,0.3,61.0,61.0,-181.502123,0.0004,-181.509043,0.0003,0.00692,random,WORSE_TRIAL_same_order,0.847,0.5,False,0.00010000000000000005
L12n0.847u4.5tA-0.5000tt0.3N61,12.0,4.5,-0.5,0.3,61.0,61.0,-147.376773,0.4943,-149.529105,0.0897,2.152332,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.5,False,0.4046
L12n1.000u4.5tA-0.5000tt0.3N72,12.0,4.5,-0.5,0.3,72.0,72.0,-127.213223,0.3416,-127.213223,0.3416,0.0,neel,OK,1.0,0.5,True,0.0
L12n0.847u5tA-0.5000tt0.3N61,12.0,5.0,-0.5,0.3,61.0,61.0,-140.601958,0.0906,-140.789966,0.0005,0.188008,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.5,False,0.0901
L12n1.000u5tA-0.5000tt0.3N72,12.0,5.0,-0.5,0.3,72.0,72.0,-111.899421,0.4326,-111.899421,0.4326,0.0,neel,OK,1.0,0.5,True,0.0
L14n0.500u4.0tA-0.2000tt0.3N49,14.0,4.0,-0.2,0.3,49.0,49.0,-168.062773,0.0028,-168.249778,0.0012,0.187005,random,WORSE_TRIAL_same_order,0.5,0.2,False,0.0016
L4n0.750u4.0tA-0.2000tt0.3N6,4.0,4.0,-0.2,0.3,6.0,6.0,-15.817587,0.2606,-15.817587,0.2606,0.0,random,OK,0.75,0.2,False,0.0
L4n0.875u4.0tA-0.2000tt0.3N7,4.0,4.0,-0.2,0.3,7.0,7.0,-15.485175,0.5067,-15.485175,0.5067,0.0,neel,OK,0.875,0.2,False,0.0
L14n0.847u4.0tA-0.2000tt0.3N83,14.0,4.0,-0.2,0.3,83.0,83.0,-180.219722,0.1852,-180.103901,0.0632,-0.11582,random,OK,0.847,0.2,False,0.122
L14n0.786u4.0tA-0.4000tt0.3N77,14.0,4.0,-0.4,0.3,77.0,77.0,-207.863761,0.004,-207.414733,0.0297,-0.449028,random,OK,0.786,0.4,False,0.0257
L14n0.929u4.0tA-0.0000tt0.3N91,14.0,4.0,-0.0,0.3,91.0,91.0,-163.522007,0.0607,-163.790221,0.122,0.268214,random,WORSE_TRIAL_DIFFERENT_ORDER,0.929,0.0,False,0.0613
L14n0.745u4.0tA-0.0000tt0.3N73,14.0,4.0,-0.0,0.3,73.0,73.0,-177.318343,0.0396,-177.691862,0.1133,0.373519,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.745,0.0,False,0.07369999999999999
L14n0.827u4.0tA-0.3000tt0.3N81,14.0,4.0,-0.3,0.3,81.0,81.0,-191.606205,0.0646,-192.36547,0.0491,0.759265,random,WORSE_TRIAL_same_order,0.827,0.3,False,0.015500000000000007
L14n0.663u4.0tA-0.3000tt0.3N65,14.0,4.0,-0.3,0.3,65.0,65.0,-193.47365,0.093,-193.542897,0.0656,0.069247,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.663,0.3,False,0.027399999999999994
L14n0.704u4.0tA-0.4000tt0.3N69,14.0,4.0,-0.4,0.3,69.0,69.0,-207.859632,0.126,-207.666557,0.0042,-0.193074,random,OK,0.704,0.4,False,0.1218
L14n0.622u4.0tA-0.3000tt0.3N61,14.0,4.0,-0.3,0.3,61.0,61.0,-189.65523,0.015,-189.507086,0.0037,-0.148144,random,OK,0.622,0.3,False,0.0113
L14n0.500u4.0tA-0.1000tt0.3N49,14.0,4.0,-0.1,0.3,49.0,49.0,-166.135426,0.0007,-166.51988,0.001,0.384454,random,WORSE_TRIAL_same_order,0.5,0.1,False,0.00030000000000000003
L14n0.765u4.0tA-0.1000tt0.3N75,14.0,4.0,-0.1,0.3,75.0,75.0,-180.037463,0.2,-180.158404,0.0661,0.120941,random,WORSE_TRIAL_DIFFERENT_ORDER,0.765,0.1,False,0.13390000000000002
L14n0.929u4.0tA-0.1000tt0.3N91,14.0,4.0,-0.1,0.3,91.0,91.0,-164.778022,0.2922,-166.748281,0.5883,1.970259,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.929,0.1,False,0.29610000000000003
L14n0.867u4.0tA-0.4000tt0.3N85,14.0,4.0,-0.4,0.3,85.0,85.0,-199.316919,0.4573,-199.316913,0.4573,-5e-06,neel,OK,0.867,0.4,False,0.0
L14n0.663u4.0tA-0.1000tt0.3N65,14.0,4.0,-0.1,0.3,65.0,65.0,-179.886017,0.0133,-180.399298,0.022,0.513282,neel,WORSE_TRIAL_same_order,0.663,0.1,False,0.0087
L14n0.929u4.0tA-0.2000tt0.3N91,14.0,4.0,-0.2,0.3,91.0,91.0,-173.035455,0.5664,-173.0338,0.5704,-0.001654,neel,OK,0.929,0.2,False,0.0040000000000000036
L14n0.582u4.0tA-0.4000tt0.3N57,14.0,4.0,-0.4,0.3,57.0,57.0,-192.842386,0.0081,-192.7776,0.0056,-0.064786,random,OK,0.582,0.4,False,0.0024999999999999996
L14n0.622u4.0tA-0.0000tt0.3N61,14.0,4.0,-0.0,0.3,61.0,61.0,-176.689009,0.0073,-176.965371,0.0012,0.276362,neel,WORSE_TRIAL_same_order,0.622,0.0,False,0.0061
L14n0.500u4.0tA-0.4000tt0.3N49,14.0,4.0,-0.4,0.3,49.0,49.0,-178.788529,0.0046,-178.94262,0.0019,0.15409,random,WORSE_TRIAL_same_order,0.5,0.4,False,0.0027
L14n0.949u4.0tA-0.4000tt0.3N93,14.0,4.0,-0.4,0.3,93.0,93.0,-188.564896,0.446,-188.576442,0.4455,0.011545,neel,WORSE_TRIAL_same_order,0.949,0.4,False,0.0005000000000000004
L14n0.582u4.0tA-0.2000tt0.3N57,14.0,4.0,-0.2,0.3,57.0,57.0,-178.127163,0.0031,-178.430862,0.0069,0.303699,random,WORSE_TRIAL_same_order,0.582,0.2,False,0.0038
L14n0.500u4.0tA-0.3000tt0.3N49,14.0,4.0,-0.3,0.3,49.0,49.0,-171.994455,0.0009,-172.144758,0.0003,0.150302,random,WORSE_TRIAL_same_order,0.5,0.3,False,0.0006000000000000001
L12n0.847u2tA-0.1000tt0.3N61,12.0,2.0,-0.1,0.3,61.0,61.0,-169.650923,0.0586,-169.653535,0.1262,0.002612,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.1,False,0.06760000000000001
L12n0.847u5tA-0.1000tt0.3N61,12.0,5.0,-0.1,0.3,61.0,61.0,-112.256942,0.1001,-112.551259,0.5243,0.294316,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.1,False,0.4242
L12n0.847u4tA-0.1000tt0.3N61,12.0,4.0,-0.1,0.3,61.0,61.0,-127.048021,0.083,-128.154612,0.0651,1.106591,random,WORSE_TRIAL_same_order,0.847,0.1,False,0.0179
L12n0.847u3tA-0.1000tt0.3N61,12.0,3.0,-0.1,0.3,61.0,61.0,-146.487528,0.0475,-146.503414,0.0166,0.015887,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.1,False,0.0309
L14n1.000u2.0tA-0.1000tt0.3N98,14.0,2.0,-0.1,0.3,98.0,98.0,-231.079359,0.0,-231.079363,0.0003,4e-06,random,OK,1.0,0.1,True,0.0003
L12n0.847u3.5tA-0.1000tt0.3N61,12.0,3.5,-0.1,0.3,61.0,61.0,-136.237358,0.0419,-136.687882,0.1956,0.450523,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.1,False,0.1537
L12n0.847u4.5tA-0.1000tt0.3N61,12.0,4.5,-0.1,0.3,61.0,61.0,-119.428633,0.0212,-120.141311,0.1127,0.712678,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.1,False,0.0915
L12n0.847u0tA-0.1000tt0.3N61,12.0,0.0,-0.1,0.3,61.0,61.0,-221.136682,0.0,-221.136682,0.0,-0.0,neel,OK,0.847,0.1,False,0.0
L12n0.847u0tA-0.2000tt0.3N61,12.0,0.0,-0.2,0.3,61.0,61.0,-225.39132,0.0,-225.39132,0.0,-0.0,neel,OK,0.847,0.2,False,0.0
L12n0.847u2tA-0.2000tt0.3N61,12.0,2.0,-0.2,0.3,61.0,61.0,-173.912094,0.1979,-174.119074,0.0,0.20698,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.2,False,0.1979
L12n0.847u0tA-0.7000tt0.3N61,12.0,0.0,-0.7,0.3,61.0,61.0,-289.101523,0.0,-289.101523,0.0,-0.0,neel,OK,0.847,0.7,False,0.0
L12n1.000u0tA-0.7000tt0.3N72,12.0,0.0,-0.7,0.3,72.0,72.0,-321.158961,0.0,-321.158961,0.0,-0.0,neel,OK,1.0,0.7,True,0.0
L12n0.847u0tA-0.4000tt0.3N61,12.0,0.0,-0.4,0.3,61.0,61.0,-243.588566,0.0,-243.588566,0.0,-0.0,neel,OK,0.847,0.4,False,0.0
L12n0.847u2tA-0.6000tt0.3N61,12.0,2.0,-0.6,0.3,61.0,61.0,-221.294461,0.0,-221.294599,0.0,0.000139,random,WORSE_TRIAL_same_order,0.847,0.6,False,0.0
L10n0.940u4.0tA-0.2000tt0.3N47,10.0,4.0,-0.2,0.3,47.0,47.0,-87.7326,0.5835,-87.7326,0.5835,0.0,neel,OK,0.94,0.2,False,0.0
L12n0.847u2tA-0.7000tt0.3N61,12.0,2.0,-0.7,0.3,61.0,61.0,-237.498467,0.0169,-237.498514,0.0171,4.7e-05,random,OK,0.847,0.7,False,0.00020000000000000226
L10n0.940u4.0tA-0.1000tt0.3N47,10.0,4.0,-0.1,0.3,47.0,47.0,-83.494236,0.3741,-84.663254,0.5993,1.169018,neel,WORSE_TRIAL_DIFFERENT_ORDER,0.94,0.1,False,0.22520000000000007
L12n0.847u5tA-0.3000tt0.3N61,12.0,5.0,-0.3,0.3,61.0,61.0,-123.201253,0.2971,-123.642428,0.0032,0.441175,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.3,False,0.2939
L10n0.860u4.0tA-0.0000tt0.3N43,10.0,4.0,-0.0,0.3,43.0,43.0,-87.24887,0.1329,-87.02441,0.1954,-0.224459,random,OK,0.86,0.0,False,0.0625
L12n0.847u4.5tA-0.3000tt0.3N61,12.0,4.5,-0.3,0.3,61.0,61.0,-131.060072,0.2114,-130.790221,0.0877,-0.269852,random,OK,0.847,0.3,False,0.1237
L10n0.580u4.0tA-0.4000tt0.3N29,10.0,4.0,-0.4,0.3,29.0,29.0,-98.467784,0.0191,-98.393999,0.0246,-0.073784,random,OK,0.58,0.4,False,0.005500000000000001
L12n0.847u5tA-0.6000tt0.3N61,12.0,5.0,-0.6,0.3,61.0,61.0,-148.258602,0.5142,-152.729731,0.0026,4.471129,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.6,False,0.5115999999999999
L12n0.847u4tA-0.3000tt0.3N61,12.0,4.0,-0.3,0.3,61.0,61.0,-138.827383,0.2072,-139.267103,0.1107,0.43972,random,WORSE_TRIAL_DIFFERENT_ORDER,0.847,0.3,False,0.09649999999999999
L12n0.847u3tA-0.7000tt0.3N61,12.0,3.0,-0.7,0.3,61.0,61.0,-211.829128,0.0003,-211.829253,0.0003,0.000125,random,WORSE_TRIAL_same_order,0.847,0.7,False,0.0
L12n0.847u4.5tA-0.7000tt0.3N61,12.0,4.5,-0.7,0.3,61.0,61.0,-176.571074,0.0011,-176.618155,0.0014,0.047081,random,WORSE_TRIAL_same_order,0.847,0.7,False,0.0002999999999999999
L12n1.000u2tA-0.6000tt0.3N72,12.0,2.0,-0.6,0.3,72.0,72.0,-232.202575,0.0258,-232.202629,0.0258,5.3e-05,neel,OK,1.0,0.6,True,0.0
