L,nup,delta,U,seed,chi_son_full,chi_son_full_err,chi_son_vertex,chi_son_vertex_err,chi_sext_full,chi_sext_full_err,chi_sext_vertex,chi_sext_vertex_err,chi_d_full,chi_d_full_err,chi_d_vertex,chi_d_vertex_err,chi_dxy_full,chi_dxy_full_err,chi_dxy_vertex,chi_dxy_vertex_err,n
8,32,0.0,2.0,5,4.048577917617882,0.0087206861154213,-3.540203776592276,0.0107780206569373,16.97005186233077,0.0099500746501616,1.4134544279230887,0.0063863295954784,31.668075864824345,0.1841241261654658,1.3444581266925746,0.1767088593749437,40.554544165823536,0.0966637138508417,0.3208719951807623,0.0662097778473016,1.0
8,32,0.0,2.0,6,4.048894380539391,0.0093155577658925,-3.5476265371241418,0.011301213768135,16.96303073690346,0.0084972384971086,1.4260608459550317,0.0053670536998276,31.46359983321696,0.207383042865842,1.3115337132760785,0.19065952479652,40.40424489922667,0.081861276551888,0.2959666695064609,0.0790126923694429,1.0
8,16,0.0,4.0,1,8.624764984959011,0.0258997222598612,-14.883850243507336,0.0612461040058008,25.94674750260424,0.4151019393326109,-8.136784221825119,0.3924298521416342,121.90352167692669,1.1015899450062272,2.0491193940943937,1.0548240843868306,130.20575530080038,0.6357390469067029,-0.7524684782700768,0.6359762170598623,0.5
8,16,0.0,4.0,2,8.588039525457162,0.0162306457284771,-14.83467200394677,0.0676108285379602,25.81450558522508,0.1532257576620028,-8.172502383703819,0.1583653652470039,119.1532003986295,0.8877304660295923,-0.5209439959958081,0.710860277850683,131.79425485427012,0.9743385815961068,1.3356668269385854,0.7126498436477269,0.5
8,16,0.0,4.0,3,8.637062383224261,0.020571252047577,-14.722642865934642,0.0669741545566663,25.544535963597184,0.1766248574078497,-8.19844815073849,0.1686782298054688,119.35482395840263,0.9275198978382692,-0.7689895698877246,0.8243047959129498,129.40749704938557,0.5593244410351201,-0.2792679882730044,0.4646054835080899,0.5
8,16,0.0,4.0,4,8.603137569449917,0.0156959365673056,-14.987345300959484,0.0704061588507096,25.78789385597704,0.188807658030315,-8.296744089314576,0.1929397495280277,119.87772790556446,0.8362855990134901,-1.0380424031762754,0.7904713710111786,130.3407601048261,0.7772856070137923,-0.7022151676263342,0.6406439108138848,0.5
8,16,0.0,4.0,5,8.598010071629483,0.0152164887403538,-14.869245623083208,0.0725675537942115,25.6712889379588,0.228571891436895,-8.290293238946962,0.1884671928275402,119.47247118256207,1.2435596483088764,-0.2665955527009861,1.2416586173406996,130.61779808438197,0.7083238163075284,0.1676498368912585,0.4650578518515182,0.5
8,16,0.0,4.0,6,8.608516368182958,0.016025158680309,-14.791115478472896,0.0601239652506286,25.83712846903598,0.2304305559455476,-7.95182357682597,0.2131664089836521,119.7477323328123,0.7659308655236893,-0.1291095631816231,0.7272751480799408,129.9531610898029,0.4514023344975612,0.0270663087060736,0.3575617708913307,0.5
8,18,0.0,4.0,1,6.893809923968831,0.0139864768294232,-11.113040928337458,0.0375607120650421,21.425324870333924,0.1601423406970515,-5.972994040841373,0.1562531610938438,96.64115575922594,0.7463862673923688,0.0783898084905934,0.6538119668342578,97.21520064501348,0.6051880530454226,-0.7684287053731662,0.5532679837275608,0.5625
8,18,0.0,4.0,2,6.91861024223728,0.0140170156440007,-11.090672586060656,0.049119532412647,21.34086942651199,0.1731161216935468,-6.153590259712313,0.1674540212180512,96.06196787218502,0.6851922042326373,0.1576116436076166,0.6228140239059385,97.90720743243725,0.4852389275694445,-0.1803133266143113,0.4133633282388948,0.5625
8,18,0.0,4.0,3,6.933448542427959,0.0165684480113433,-11.062793393754058,0.0602193926426443,21.255630066200656,0.2500003085012635,-6.147463422872135,0.2520991830840277,95.69535129683376,0.5932252000183674,-0.4133816946873422,0.6382042652528862,97.5067001986077,0.5597634759108405,-0.3526825605174627,0.4644440068654474,0.5625
8,18,0.0,4.0,4,6.931669204293806,0.0153960565880961,-11.071171838041858,0.0494980972283611,21.2906785442456,0.1324666879275663,-6.095216338868155,0.1332291745967894,96.4952213827771,0.732560247862429,0.2278600377163982,0.6175195467723157,97.7674974846653,0.5483012832841396,-0.3890654073160067,0.4544700495139903,0.5625
8,18,0.0,4.0,5,6.894378913948228,0.0152967933077911,-11.14187204677516,0.0462854661538008,21.19513330196216,0.1766375974074241,-6.276940912712336,0.1653418005726727,93.97072104509228,0.6717544417893045,-2.3213692353124897,0.7134952492128307,98.30339498461532,0.5391112928366631,0.0092677716789611,0.4791426441098642,0.5625
8,18,0.0,4.0,6,6.873099905898033,0.0151982224470666,-11.137716994622073,0.0598119544444636,21.354511060882185,0.1522478079749497,-6.039578456365605,0.1657896529452984,96.5473545350093,0.7612590488075384,0.3073870018723771,0.630748317141258,96.50179875788687,0.7343855474445543,-1.0882639285286908,0.7099187642680642,0.5625
8,21,0.0,4.0,1,4.98721437332455,0.0129084706352536,-7.2903395997517295,0.0366514463085538,16.746185812085876,0.0867786881399745,-2.54527180915442,0.1000199180603599,70.71795917829982,0.5245552439310942,1.4915198127183826,0.4859872760370999,60.015927157455565,0.4453846816663738,-0.0960980930726177,0.3905790525206432,0.65625
8,21,0.0,4.0,2,4.981570486888023,0.0144431566858155,-7.342876631167718,0.0344198824771124,16.72051312350238,0.1155534267954788,-2.6772263779727568,0.1112341171630464,68.96633513835518,0.5967737467328516,-0.3038024514078367,0.6147530598645852,61.282985584139965,0.5083820980897494,0.6432019994840266,0.4427151457140769,0.65625
8,21,0.0,4.0,3,4.991877787104009,0.0184024954630654,-7.262333618621449,0.0410091645076469,16.91499074682345,0.135979682432598,-2.463497737436364,0.1477981112460827,67.79907076611678,0.9978542753256656,-0.9943342293201782,0.7208958421307111,60.86240653561531,0.6152962146530798,0.2322766390295311,0.5658934291381486,0.65625
8,21,0.0,4.0,4,5.009834538030104,0.0140664007885691,-7.361502487990686,0.0330127711642868,16.950560966385286,0.1074412691722976,-2.5157596039128416,0.1010031018186,69.48065389384098,0.534834341069907,-0.1135134155473852,0.5102845368378086,60.69366897294884,0.4328482864126237,0.1551018791027874,0.3874374004562668,0.65625
8,21,0.0,4.0,5,5.0063216863865865,0.0147520738236361,-7.319282106130828,0.034876025379348,16.925589103157286,0.1058229741963884,-2.517599092401575,0.1046214654166892,69.25410682474677,0.5120632304745845,-0.3363044709036203,0.5059687168747723,60.2164769177536,0.4018834246247289,-0.0146986845427186,0.4042723228438958,0.65625
8,21,0.0,4.0,6,4.9740088294464915,0.0112338553995101,-7.324697804209768,0.0351001398638023,16.903534282899255,0.0923011082946362,-2.4460968056893746,0.0904268465310473,69.56613099031675,0.6735733608521051,-0.0379017942331867,0.6118326907173451,60.71945824405443,0.3399593513217423,0.3357209116067612,0.3167599273168252,0.65625
8,25,0.0,4.0,1,3.396253650287824,0.0076188449698937,-4.514829999974576,0.0157584572828246,15.390451264791732,0.0291139457019212,1.851120590316473,0.0331334946938741,51.81394748193585,0.4728248022071061,2.7432449202078715,0.371333091103054,37.39113063304739,0.1610037396867963,-0.7912308765399001,0.1469649512227854,0.78125
8,25,0.0,4.0,2,3.3847498481991116,0.0129949883975243,-4.472873168631345,0.0285795584026559,15.392924162920064,0.0289891937019474,1.853064434464865,0.0265838174266122,53.25341517900249,1.0265732886514958,4.0223916320928215,0.8646159599110875,37.5490683250682,0.1670413402365099,-0.4386728827666767,0.1515847156176077,0.78125
8,25,0.0,4.0,3,3.3905968554592945,0.010129201604274,-4.490240026319982,0.022393167915831,15.37937687112436,0.0302220390005264,1.8623957344462096,0.0276375959129814,53.833382681532456,1.1216389309176744,4.705304540306211,1.0032191755092117,37.444853519907504,0.2267752061647548,-0.5356026125285698,0.1834966401903254,0.78125
8,25,0.0,4.0,4,3.3890607177912493,0.0090888693077675,-4.4800758462898,0.0208239385755228,15.41203124555559,0.0298608512870128,1.860821047633142,0.0289971574319215,52.27055814010164,0.4126444874375198,3.126085575293134,0.3401347037185697,37.78649554888683,0.3429299624866777,-0.2798566484136682,0.3058454976493942,0.78125
8,25,0.0,4.0,5,3.3915345196733937,0.0069871867972969,-4.537134111056846,0.0206231454462364,15.38908035219722,0.0286209466527605,1.8385646500356387,0.0322622423112924,51.75288597283018,0.3813499258951673,2.348025783502316,0.3234399998894728,37.50904702513209,0.240816866365175,-0.5568943126888775,0.2032964720230975,0.78125
8,25,0.0,4.0,6,3.3838253702778927,0.0056671396900119,-4.528057538620297,0.0214865594283255,15.394303653830246,0.0326307634291903,1.882819633629407,0.027722365910713,52.426540545806304,0.4117068205157757,3.031185523803726,0.3323836787530639,37.62443081269129,0.2607339510910912,-0.4977830442801814,0.2291829311494652,0.78125
8,28,0.0,4.0,1,2.4885483499835273,0.0056426332350644,-3.110689447343209,0.0234488399406982,14.572826985369383,0.0224631506939017,2.1576711556180506,0.0203470588415189,28.326071365145587,0.302445933180881,2.3204264814951547,0.2913275098918584,28.607937864142023,0.2242704727783074,-0.8370654823263536,0.1892068127152522,0.875
8,28,0.0,4.0,2,2.483181256825651,0.0058841520728322,-3.0913768660814687,0.0141849345860433,14.524755098815794,0.0243268203845008,2.1310717725359014,0.0247906113611814,27.64172845607128,0.2095893340659953,1.727129961985591,0.1983144386231221,28.701365828456765,0.1460132271798686,-0.7451459640272511,0.1220987815858724,0.875
8,28,0.0,4.0,3,2.4922475422110053,0.0065386734841706,-3.1514596188266353,0.0150208701277062,14.564127659528635,0.0274872977363335,2.170146017262799,0.0179292836494115,28.72936775882551,0.3235805670515147,2.223062896878337,0.3201656111523537,28.71017178126835,0.1817863735872474,-0.7913779468698461,0.1403608865036982,0.875
8,28,0.0,4.0,4,2.4868867273317443,0.0072310340925536,-3.102670788430016,0.0192965280163312,14.491989647930833,0.0295846046201537,2.0896107185553534,0.0212312272184329,28.749816188978222,0.4208024028719191,2.399846820558286,0.3222370825876904,28.877402196219656,0.1716508285136378,-0.6263733812434105,0.1400785127775449,0.875
8,28,0.0,4.0,5,2.500920293761176,0.0065050555634156,-3.125348626285279,0.0126429766193694,14.567425566855167,0.0215871343315636,2.157972830021067,0.0172424546376149,28.64735817856362,0.2880044822964737,2.3918177202668796,0.2360852077306396,28.330772863844647,0.1884829137884272,-1.1534425918560245,0.149093443852156,0.875
8,28,0.0,4.0,6,2.4904272545284907,0.0072463982454494,-3.113088969464475,0.014386263950108,14.543296662115347,0.024759633673504,2.140140476270741,0.020159101550696,27.9355207442954,0.3394163256758215,1.8422927798136683,0.3099429135817407,28.5013298211648,0.1926426732642302,-0.9013181607022284,0.142076730080327,0.875
8,32,0.0,4.0,1,1.6280795275846696,0.0076158691171607,-1.9915565125010957,0.013728913486668,13.493751891901656,0.029960808674672,2.3106903895971813,0.0227118867259816,15.024218555006517,0.1702344410556725,2.1594260944349295,0.1624594373914399,18.908929350652265,0.1404576945468356,-0.6819765431843161,0.103376168084964,1.0
8,32,0.0,4.0,2,1.6243101331761145,0.0083593073977306,-2.0222965631520196,0.0145966093095826,13.503928544051714,0.0270297199198888,2.3441114242251304,0.0236168308344366,14.998065448230728,0.3136938069774059,2.0534785201700094,0.2728819343751785,18.68620807621655,0.2584590132862027,-0.8143176750417943,0.1799459756130259,1.0
8,32,0.0,4.0,3,1.6428528775458566,0.0040777575502712,-2.043320303278487,0.0121754865108004,13.541383785469437,0.0230999058497747,2.372929242246884,0.0166115074338697,15.302038652627497,0.1895896201676578,2.1277346994156625,0.1882266118760196,19.200484205815012,0.1847721080360547,-0.5455295397962238,0.1739180057435137,1.0
8,32,0.0,4.0,4,1.6185272353023303,0.008707568852908,-1.9728041574874229,0.019544357654437,13.503454991409376,0.0288900768796826,2.3537981467201448,0.0198504088127249,15.079198747825814,0.1490369872377505,2.0694869844449366,0.1500063739765936,18.90552721936489,0.1420578868059214,-0.6646215471975264,0.0907931852707039,1.0
8,32,0.0,4.0,5,1.6406693718031031,0.004513014064404,-2.057175579436784,0.0102931797868482,13.51082086997704,0.0274868760133457,2.3493745519146465,0.0183676904810447,14.833225252808074,0.1452965357072053,1.7649697838805205,0.1326809823774847,19.20597020404614,0.1188815111791709,-0.581334017203353,0.0944279627126949,1.0
8,32,0.0,4.0,6,1.623227186298034,0.0058924350283859,-1.9764507301547884,0.0136565944568005,13.51859618459199,0.0270959426140088,2.3574740740790743,0.0202167862070247,14.549337251495206,0.2097743277143954,1.8458899776444888,0.1549933683759122,18.849398905518992,0.1646639108306505,-0.6688786939571127,0.1273924154730627,1.0
8,16,0.0,6.0,1,5.4547649689018955,0.020025838196556,-11.74389028358463,0.0867792818824117,21.147149087649463,1.0356862873433323,-5.783675636093721,0.984305060708876,87.7006002451474,2.074320666213482,-0.8824906696398844,1.8954097282871805,94.44716633045792,0.9697741179550174,-1.1971921231166025,0.8822888294135256,0.5
8,16,0.0,6.0,2,5.460592002317439,0.0153505503046477,-11.873800094772498,0.0801879632762428,20.34782077955775,0.3480719102276582,-6.462499944656159,0.3590547208841435,87.59552598954971,1.1083808040726553,-2.0396911668356235,1.1142405507312088,93.97747659775855,1.0540301193380566,-1.503742463349918,0.947106672111584,0.5
8,16,0.0,6.0,3,5.424457364474548,0.0185138074153045,-11.83764554093817,0.0792953545141909,20.551103661454107,0.3633776175435184,-6.352123305105446,0.3400011582454613,84.4903503569282,1.6102473824693004,-4.255990469781383,1.5200700522420587,96.0132590837068,1.1724324199481633,0.35528164829272,1.079890231435913,0.5
8,16,0.0,6.0,4,5.4529540985222775,0.0167154059912309,-11.901353187757588,0.0990229957200467,20.56177981416767,0.3349017431484778,-6.138298554029152,0.3149154660972196,86.27327005657193,0.8923356161170718,-3.624976361441187,0.917587800466705,94.29141516089972,1.2019420185273042,-1.8214733084833497,1.1924851371047536,0.5
8,16,0.0,6.0,5,5.511004691900856,0.0329493470423743,-11.769967794768046,0.0707618560287668,21.44747363706852,1.0455606050900306,-5.447779908126249,0.9939702339853062,84.3895871852476,1.6169760961301531,-4.047192510618438,1.4628937395104582,95.40168825032974,1.0153188712995378,-0.1458548022503297,0.8256797192796009,0.5
8,16,0.0,6.0,6,5.437264242005166,0.0225531099936553,-11.925816398768074,0.0836096045658835,19.89973800316252,0.3858192938473999,-6.990908526870726,0.3618344962318637,87.91546204675886,1.3518635511253392,-2.5764264431887973,1.0625040432453985,94.14466456031536,0.94322950827144,-1.542838624644564,0.7859601084899959,0.5
8,18,0.0,6.0,1,4.382641355621719,0.0175985717213822,-8.241222784905146,0.0641712200508334,16.826779352360894,0.2773881863974599,-4.771383121367658,0.2969244513562934,63.818854603612635,1.2058492065057984,-2.778392635535674,1.0282227353384272,69.4857707540439,0.8772403895903034,0.7545736683495259,0.6910668219578412,0.5625
8,18,0.0,6.0,2,4.367816354924823,0.0178209639769664,-8.332416374284685,0.0673765072391098,16.83989091180356,0.3513103897199126,-4.921397939281961,0.3306164573893498,64.94361846275524,1.189477555051062,-1.2647052127207552,1.009799405564071,68.91698299314753,0.7451665858441152,-0.8439820791774902,0.7063001629785775,0.5625
8,18,0.0,6.0,3,4.391288528535014,0.014274817926624,-8.22737006401683,0.0599913879531056,16.552650337961303,0.2501980644722997,-4.959274418532475,0.2571999148147559,64.07831477904456,1.245678388671899,-2.3718529167221396,1.123786483811232,65.55560576798332,0.7679562321210006,-3.1147011942863796,0.6632856342412515,0.5625
8,18,0.0,6.0,4,4.390292807440344,0.0173337046222053,-8.381669405410335,0.0713367318013845,17.244930983936477,0.3718326564440302,-4.462448681499017,0.3601917345477775,66.94007744937797,1.209776330174609,-0.3053998817118968,1.0067106197970217,70.1021187088102,1.002944313520286,0.7271187356632528,0.925263583888003,0.5625
8,18,0.0,6.0,5,4.382662297587034,0.0151283853615216,-8.163592201936703,0.054621313510462,16.56387902765562,0.2381124188328955,-4.838091538452805,0.2361570553076364,63.502984973427736,0.948517063425906,-2.307429726639355,0.8927112076574084,69.01296978277142,0.7097372790198395,0.0058023197011899,0.6203085041372484,0.5625
8,18,0.0,6.0,6,4.371629811691608,0.0175251276375443,-8.275936607765185,0.0559654644097708,16.663999617259428,0.323018537327587,-4.860526346777905,0.3251871514116457,64.50006447172677,1.3041703610504507,-2.175576363216406,1.1288303200492151,68.05059330562565,0.8465381392418878,-0.9768231438278608,0.8099291285196543,0.5625
8,21,0.0,6.0,1,3.1492451132457058,0.0129828740032358,-5.056853758546787,0.075114016873719,14.092823853227207,0.2028381668434373,-1.642004118823813,0.1874243502729596,44.037208979579376,1.1752784721806844,-0.4660079789032578,1.0728074099257423,38.763375751998,1.619056502032484,-3.3385657060850704,1.6032476316498383,0.65625
8,21,0.0,6.0,2,3.142851391856186,0.0160880872749364,-4.985560757436251,0.0417790084335541,13.950080499275938,0.1561978917190927,-1.7614507065565357,0.1359294198234179,41.743736145941035,0.5601228139337235,-1.4831488191967903,0.5636981983552978,40.435342595140995,0.5324679281662817,-0.8597544333504995,0.497097310240747,0.65625
8,21,0.0,6.0,3,3.14437087075724,0.0143605253247397,-5.069203455752202,0.0411726005428873,13.979106125721234,0.1630231564419738,-1.7619829506467894,0.1563370969748707,43.30330600043133,0.7208336740944024,-0.0676546085038761,0.6830022410344083,41.34336911388838,0.7651871481106377,-0.0804736830403488,0.6085244194942202,0.65625
8,21,0.0,6.0,4,3.1380837597535325,0.0097863496350647,-4.995096446729079,0.0390803646452185,13.736258391710107,0.1562528510280024,-1.967772854709826,0.1578511676462657,44.848288241565875,1.2941035365892972,1.5909874407496682,1.090322196692021,40.957931887807455,0.6823871041966798,-0.806275751397358,0.580835607645802,0.65625
8,21,0.0,6.0,5,3.155403964328135,0.015377304218303,-4.967770814228734,0.0380518920430904,13.800189202565054,0.201429403092232,-1.9184175139000608,0.2051891197405854,43.01244257767229,1.4043872056899542,-0.6454629726859061,1.2113324698328465,40.02621809538155,0.5509201693482971,-1.4357631535957491,0.5720770114656675,0.65625
8,21,0.0,6.0,6,3.1491751216114565,0.0075735349035732,-5.022627530507616,0.0581084822440137,14.071200319616832,0.1562356193211076,-1.6817290459168963,0.1600454013317765,43.79731478763914,0.8416360137300952,-0.0013875559880547,0.7104425102335445,39.73256045631147,0.8645171696758093,-2.014301947132565,0.849255148188768,0.65625
8,25,0.0,6.0,1,1.9996761646565957,0.0069791426396065,-2.7303302065910486,0.0317636894218203,12.906000204750349,0.0834013879173158,1.393496888907728,0.0916027825678512,26.64467116693594,0.601515937598888,0.9739939559112292,0.518250892367702,23.056738522557517,0.3968995611833207,-0.8936673078899275,0.2964739953976911,0.78125
8,25,0.0,6.0,2,2.0101344638984573,0.0080304229579459,-2.8995403171881193,0.10926167535818,12.975816882397387,0.04306774161895,1.5531161784127814,0.1168155360273424,27.038729130918927,0.7298541784059303,2.1437603859244603,0.5592649676044984,23.46992938992964,0.3608141628376382,-0.7811536251752516,0.3053681357947414,0.78125
8,25,0.0,6.0,3,2.0220155904194876,0.007778112425478,-2.7771022940229035,0.0306753422216558,13.033537503854584,0.073081876426197,1.5282649119186804,0.0790487686384971,27.568818853111885,0.71244164549443,2.2410043892165143,0.5905813142213409,23.65492133188005,0.3191107670355246,-0.8950448999568452,0.3353083703805125,0.78125
8,25,0.0,6.0,4,1.9874005037840228,0.0101390362860545,-2.71596468762374,0.0380460351963158,12.940486283210404,0.0846080408412848,1.4356014752739763,0.0797739094257309,25.964705691935524,0.6880282944278774,0.5407504793017714,0.6228748614759597,23.359617829729775,0.5938085808806094,-0.6686134512659556,0.6047944289562206,0.78125
8,25,0.0,6.0,5,2.008885955364904,0.0068972172676951,-2.755266097018116,0.0275256777638585,13.085423636572472,0.0611632533150628,1.5751039948309062,0.0513336937966071,27.26310226898525,0.544516197480061,1.475621625075143,0.394201086102542,23.30824887246792,0.5210881899157537,-0.9635014665592834,0.4066687043881504,0.78125
8,25,0.0,6.0,6,2.0085126757570517,0.0089011119737091,-2.7627065637055095,0.0213843027824525,13.00368867117242,0.0691252984776194,1.6026329990787886,0.0778886806368787,26.505687663570782,0.6917050269317374,1.117301580343785,0.6031397643463211,23.3914804084858,0.4177437104430093,-0.5810742875513029,0.3952170522197994,0.78125
8,28,0.0,6.0,1,1.369808763747454,0.008004909527095,-1.8156642574308317,0.0248052479683406,12.188846665091262,0.0589066910360648,2.1765357560410914,0.0565586533826401,15.14985131677292,0.3899588709405052,1.774726357570384,0.328574155191786,16.397555059712083,0.300297157488844,-0.6603564312786159,0.2330863172457875,0.875
8,28,0.0,6.0,2,1.3797230577989594,0.0060136771143446,-1.7883211808896504,0.0288545977644054,12.061653213639644,0.0798373268648243,2.1149546729175297,0.0663554730274024,15.469508923970055,0.5762735493255646,1.8217866713756323,0.5343011279706702,16.408003374058833,0.2614593790226517,-0.4016861525188387,0.203978462269498,0.875
8,28,0.0,6.0,3,1.3703322392346182,0.008070243743285,-1.732203435057754,0.0355569075458654,12.105761955211928,0.0797854993734522,2.170729273936538,0.087433682534753,15.32221148945077,0.3811857706964772,2.0371533907622963,0.36962952273594,16.16243537130538,0.2021762065895665,-0.7622806688953633,0.2191132672033074,0.875
8,28,0.0,6.0,4,1.3739122674961477,0.006178083973759,-1.6878979556636549,0.0450294696062451,12.043606582283648,0.0584917062182922,2.079630986685479,0.0547032588457605,15.344699608131387,0.3778326234589345,1.8148276194818032,0.3399525346112513,16.056230055700933,0.3784128642376037,-0.5139338132063209,0.3597734887130484,0.875
8,28,0.0,6.0,5,1.362914202421614,0.0089634269834351,-1.7445441658228025,0.0266492224316673,12.129789738459584,0.0790268353834129,2.1238958781053165,0.0579422501031062,14.57606733270236,0.3771810185163642,1.249078910542535,0.3036200602995534,16.4581540980584,0.2966617764660261,-0.7995478178575308,0.2228488034268373,0.875
8,28,0.0,6.0,6,1.370559925783838,0.0080739242714431,-1.781001197607536,0.0256657392999257,12.248985022929308,0.0736517652010703,2.2738395774063767,0.0659246618760546,14.944763848842152,0.3533661933586351,1.5184371546342783,0.347258827313456,16.701961671877967,0.4470652246884302,-0.2248794428577645,0.4449216690331257,0.875
8,32,0.0,6.0,1,0.783796892123869,0.0082373252451661,-1.0177484322310886,0.0236115133869968,10.842912013603922,0.083355465580791,2.4317805633054403,0.0684898701488107,10.176320663524384,0.3709795951232925,2.780833652212126,0.3216767439077064,9.162990286270478,0.1556809752915653,-0.5297596321668846,0.1317484055481196,1.0
8,32,0.0,6.0,2,0.7673565692121018,0.0094168282669706,-0.9991167661296804,0.0293961626328268,10.6544737119134,0.082077025210338,2.299544290848633,0.0596777973939925,9.309413003370569,0.200140149699755,2.2422811684033537,0.1514708116281804,8.956836130844732,0.2472780290540032,-0.6863414909499078,0.1787449750130174,1.0
8,32,0.0,6.0,3,0.786864570074075,0.0091284941359684,-1.0428245173670116,0.0341328682131657,10.786606018119183,0.0811706928978512,2.4131288508517628,0.0735219973158065,9.24005365901113,0.4047427455148535,1.8937511308281323,0.3634709904832925,9.108741420317733,0.2221926339945697,-0.6048784673005853,0.142627786185889,1.0
8,32,0.0,6.0,4,0.7991533989819877,0.0075525932139397,-1.0668599454608767,0.0246450738260667,10.909641596354115,0.0705477714619325,2.526708864283193,0.0540900763611942,9.272335114748486,0.2315056534505346,2.258575059167472,0.1846790200360064,9.294751973698826,0.1572311165514001,-0.6601253801336422,0.1123599612441063,1.0
8,32,0.0,6.0,5,0.7857552030140241,0.0083984997130114,-1.0096893566297012,0.0294428367096297,10.901686371953955,0.0811100050238067,2.4019047757937613,0.0622226979624455,9.19090555507976,0.3524851328197892,2.194630460600304,0.2354162742751499,9.268178454602698,0.2763894256208314,-0.6883611657761758,0.1831614190180651,1.0
8,32,0.0,6.0,6,0.782231682725012,0.0085704766215135,-1.0129605569437865,0.0255428326523446,10.843775284856726,0.0906167573350863,2.439083145357074,0.0613921872130337,9.2835038454494,0.377371880293832,2.292706122152945,0.3191437765631521,9.077150787732831,0.1936345742543636,-0.6557993132554707,0.1305409820041767,1.0
8,16,0.0,8.0,1,3.952428089906742,0.0168622326922927,-9.823413831020794,0.0857394264228814,16.712217914165187,0.6554812117312984,-6.5034974650753385,0.635502447981779,70.49499897003167,1.9840218688809133,-0.071639885662486,1.8470036064265345,76.5866068546007,1.5111379483181522,0.1688526610939408,1.537188306769016,0.5
8,16,0.0,8.0,2,3.981558821338376,0.0215855740436963,-9.73060501791996,0.1382235302692449,17.590573209566788,0.5397242231285391,-5.419351530911288,0.5324249020430828,69.24102892753692,1.4218927456930026,-1.1547822807040078,1.3386603826563128,72.47607115622847,3.632715189772016,-3.3926738640456215,3.398556604065597,0.5
8,16,0.0,8.0,3,3.984468862895533,0.0251464782016127,-9.659578863110813,0.1114623119686452,18.248696122055648,0.9987468521377932,-4.9711663405634825,0.88404291451194,66.07992912645784,2.7056701021659064,-4.423173277164709,2.014870168854972,71.44342826325084,1.875327318357668,-4.5144923916392115,1.672062845258503,0.5
8,16,0.0,8.0,4,3.9542517349114137,0.035473089346391,-9.827724248150698,0.1447239978993747,16.90944807360443,1.0254626464780392,-6.5584719835611285,1.0101731070634157,69.2253338077467,1.81445495205173,-0.0369626764616144,1.5992760815111229,74.27575794032816,1.679012788632755,-2.2663581464861293,1.5825876816295372,0.5
8,16,0.0,8.0,5,4.015583642073654,0.0246311864600542,-9.67802756511019,0.0904140041715644,17.374090824371656,0.7989946166654549,-5.895848589285572,0.7516844636296798,69.50139375685015,1.6252180925591688,-0.6014133777618953,1.5621444921012866,75.88955855198046,1.580240681942074,-0.5633139072830003,1.5323662678461982,0.5
8,16,0.0,8.0,6,4.039183559495095,0.0365862356964488,-9.44900836963474,0.084351910416682,17.71699801771954,0.7442829657231331,-5.191118275019822,0.6552324791663129,68.33702082737094,3.1828157639839767,-1.0524167086208962,2.9000693968634192,75.58128244958621,2.0132012911546786,-0.7416583832529573,1.699692527846859,0.5
8,18,0.0,8.0,1,3.2678531956616466,0.0269195127295069,-6.455970520831789,0.0701702276358753,14.547239772007918,0.4991414143296155,-3.8535532203445575,0.4489548277304011,46.68318077008339,1.8253992371200527,-3.285699121144879,1.7510651186254431,54.45485247410318,1.4602907364371804,1.3297387344334404,1.3877156055952646,0.5625
8,18,0.0,8.0,2,3.216380487113984,0.0130139989618887,-6.685946937196663,0.0548395709951459,13.761766529969655,0.3382184615162573,-4.950378977340177,0.2914941879487665,46.99617157698237,1.366519612850917,-3.051302539986859,1.2985078741476015,52.49131691249588,0.955076811492029,-2.012873466198709,0.938560254056237,0.5625
8,18,0.0,8.0,3,3.2494644949884632,0.0182518224252046,-6.571791520367114,0.0789763006569949,15.016831595826062,0.5429593589931899,-3.7849861528721505,0.4664802982380849,45.879619712686505,1.319000428329153,-4.366218524597582,1.3251721768745954,51.717944928681234,1.2715891142732745,-1.3728430407152703,1.231353199112943,0.5625
8,18,0.0,8.0,4,3.2589484006386784,0.0182057544240269,-6.3935692213058655,0.1378931886374923,14.65223365705154,0.4216831697224305,-3.7655233948832647,0.4234442614526705,46.67699936011688,1.3557077668922202,-2.942654527731855,1.3304880271289148,48.29804369834778,2.531239610849783,-4.083236826800248,1.6581264320573146,0.5625
8,18,0.0,8.0,5,3.239508271423399,0.0184199393524109,-6.545616932765777,0.1183540827455635,14.123495245529336,0.4339400758699805,-4.368071189693941,0.4155401083097627,48.31157547012739,1.734799889223784,-1.4142734213993529,1.7272746940319406,51.14695491524627,1.2153737236454836,-2.688836070764176,1.3091810307365026,0.5625
8,18,0.0,8.0,6,3.259796541055252,0.0213944902051652,-6.3808891208863745,0.0921153451567495,13.833635139710651,0.4606220276698312,-4.900910650146711,0.4357961612983441,48.469790253577656,1.3269078853979968,-1.657960595543257,1.0789615417656175,54.29658059449844,1.7193473857749328,1.1472269239616315,1.551108725789232,0.5625
8,21,0.0,8.0,1,2.310366734154495,0.0142577614719236,-3.7896864160095847,0.0554022866163997,12.190462716915247,0.2367581846655242,-1.8004282752428964,0.270476092474441,30.394379117789487,1.1042322641886697,0.2136415924005103,0.9610163504501336,30.97463269032006,0.8947391589265866,-0.7777090678460927,0.8933218848325111,0.65625
