L,U,delta,nseed,son,son_err,sext,sext_err,d,d_err,dxy,dxy_err
8,4.5,0.4,6,-1.9241861667448514,0.00282615870228446,1.9301593387725313,0.0032324711638689143,0.8190364117165454,0.022339505962967438,2.65419210998653,0.006057872354153143
8,4.5,0.5,6,-1.9090159036358678,0.0021782039678635706,1.760756942771372,0.0025774426067714,0.6347271312741936,0.01578638090348086,2.313311205931245,0.0061790839054876165
8,4.5,0.6,6,-1.8738758476439836,0.0011947266106286365,1.6163478657096795,0.0022076974539550613,0.5716720944135188,0.021777403027991457,1.9745700653090104,0.003787737673995681
8,4.5,0.7,6,-1.832384914984144,0.0007731273400368667,1.5031130993089759,0.0016583885133520503,0.49660556089928104,0.020120097163989673,1.6834525553340451,0.0030185396322259497
8,5.0,0.1,6,-1.555126149396408,0.00416152115131958,2.569301934570482,0.006809145417500912,2.122377872895413,0.06837110130844339,0.10430971261073357,0.042737965511432364
8,5.0,0.2,6,-1.6215008499278598,0.004864244825748433,2.4123478744153606,0.0018575572678097708,1.5151611479515628,0.038172457690781564,1.4365362859344926,0.04272062033144503
8,5.0,0.3,6,-1.6851151449553552,0.0022965354622184525,2.237896730715105,0.006121307424347916,1.283449745399612,0.03863759532141017,2.042224122418412,0.024975300805168795
8,5.0,0.4,6,-1.721570003269614,0.002153044045077304,2.0298544314476925,0.0035964347410739235,0.9145186760607453,0.02381000067177672,2.7782290656671798,0.0074964472331183
8,5.0,0.5,6,-1.7296723058707777,0.001286815985302379,1.861221081160292,0.0023305906098418498,0.7843380072682374,0.013503370926917153,2.4595305477724243,0.006913829438730162
8,5.0,0.6,6,-1.7129709515466953,0.0013670078919766173,1.7126370315291688,0.0028877569907888585,0.6267647208576248,0.02048733777242899,2.151329123774382,0.008346163218971966
8,5.0,0.7,6,-1.6841995257093754,0.002182149559771343,1.592480162074682,0.0038228751419898885,0.5661264413481661,0.017131329702487992,1.852732857204768,0.0023207212115879876
10,0.0,0.1,6,8.91953177983851e-15,7.0557864354648044e-31,-3.1741276274033217e-15,0.0,1.7781331962396513e-14,0.0,-2.184030734042608e-13,0.0
10,0.0,0.2,6,-3.0491165148305304e-14,0.0,3.6611269571551467e-14,2.8223145741859218e-30,-1.793765136426373e-13,0.0,3.96127575186256e-14,2.8223145741859218e-30
