L,nup,delta,U,seed,channel,R,P,bubble,V
12,36,0.6,6.0,1,dxy,5.09902,1.918274768392179,0.6371421826706734,1.2811325857215057
12,36,0.6,6.0,1,dxy,5.385165,-0.9501459277538244,-0.2364844615550067,-0.7136614661988177
12,36,0.6,6.0,1,dxy,5.656854,0.4161406452019393,0.1574158460935116,0.2587247991084276
12,36,0.6,6.0,1,dxy,5.830952,-0.9525060281151732,-0.1701108351190661,-0.782395192996107
12,36,0.6,6.0,1,dxy,6.0,0.1982348141108168,-0.0928515311051206,0.2910863452159375
12,36,0.6,6.0,1,dxy,6.082763,0.8487832574545633,0.0277336613385352,0.821049596116028
12,36,0.6,6.0,1,dxy,6.324555,0.8251509119968252,0.0023920950121759,0.8227588169846493
12,36,0.6,6.0,1,dxy,6.403124,0.3190040154289034,-0.1546446637424743,0.4736486791713777
12,36,0.6,6.0,1,dxy,6.708204,0.4240730540763289,-0.023495022398805,0.447568076475134
12,36,0.6,6.0,1,dxy,7.071068,1.6527715520576547,1.8062130112253263,-0.1534414591676718
12,36,0.6,6.0,1,dxy,7.211103,0.4155241463677652,1.1519664285210245,-0.7364422821532592
12,36,0.6,6.0,1,dxy,7.81025,0.5553011562374676,0.0813338995669389,0.4739672566705286
12,36,0.6,6.0,1,dxy,8.485281,0.8543106462942343,0.8055897481660717,0.0487208981281626
12,36,0.6,6.0,2,son,0.0,13.02888028338018,26.95696443024076,-13.92808414686058
12,36,0.6,6.0,2,son,1.0,-0.8814980738952951,0.6002858361891656,-1.4817839100844608
12,36,0.6,6.0,2,son,1.414214,0.8185021598507843,7.499733240499578,-6.681231080648793
12,36,0.6,6.0,2,son,2.0,-0.4474918384378801,0.3279171444960425,-0.7754089829339226
12,36,0.6,6.0,2,son,2.236068,0.3054839276657853,1.2294911868856646,-0.9240072592198794
12,36,0.6,6.0,2,son,2.828427,0.412474964811056,1.679380955985616,-1.2669059911745602
12,36,0.6,6.0,2,son,3.0,0.1134952711557108,0.7153273640062267,-0.6018320928505158
12,36,0.6,6.0,2,son,3.162278,0.1571242582469185,1.0851963002033893,-0.9280720419564708
