L,nup,delta,U,seed,channel,R,P,bubble,V
12,64,0.6,4.0,3,sext,3.0,0.1218204295055736,0.1250258063925095,-0.0032053768869358
12,64,0.6,4.0,3,sext,3.162278,0.1036673012567301,0.0326805924762247,0.0709867087805054
12,64,0.6,4.0,3,sext,3.605551,-0.0288015633837928,-0.0553738668033477,0.0265723034195548
12,64,0.6,4.0,3,sext,4.0,0.0202140879074703,0.0054105529752111,0.0148035349322591
12,64,0.6,4.0,3,sext,4.123106,0.0052341593977526,0.0006517590889673,0.0045824003087853
12,64,0.6,4.0,3,sext,4.242641,-0.0538582746560479,-0.0317295817362947,-0.0221286929197532
12,64,0.6,4.0,3,sext,4.472136,0.0323565911864582,0.0132927918370208,0.0190637993494374
12,64,0.6,4.0,3,sext,5.0,-0.0035300804697344,0.0020757217923895,-0.005605802262124
12,64,0.6,4.0,3,sext,5.09902,-0.0036828660842252,-0.0026293101128122,-0.001053555971413
12,64,0.6,4.0,3,sext,5.385165,0.0118773089878247,0.0119609255564409,-8.361656861622692e-05
12,64,0.6,4.0,3,sext,5.656854,-0.0040450207368221,-0.00939115216723,0.0053461314304078
12,64,0.6,4.0,3,sext,5.830952,-0.0030659324923862,0.0003248242821258,-0.003390756774512
12,64,0.6,4.0,3,sext,6.0,-0.0104168731941653,-0.0013643513896671,-0.0090525218044982
12,64,0.6,4.0,3,sext,6.082763,0.0043770486681657,-0.0014338578439071,0.0058109065120729
12,64,0.6,4.0,3,sext,6.324555,-0.0046229650651583,-0.0002543613636936,-0.0043686037014646
12,64,0.6,4.0,3,sext,6.403124,-0.0013028068638658,0.003552020996742,-0.0048548278606079
12,64,0.6,4.0,3,sext,6.708204,-0.0001020334039848,0.0026637483851111,-0.0027657817890959
12,64,0.6,4.0,3,sext,7.071068,0.0018701281249776,0.0002708695497782,0.0015992585751994
12,64,0.6,4.0,3,sext,7.211103,0.0010226516425249,-0.0007212043963484,0.0017438560388733
12,64,0.6,4.0,3,sext,7.81025,0.0039002293886763,0.0003941150325374,0.0035061143561388
12,64,0.6,4.0,3,sext,8.485281,-0.0029201688034527,0.0004327887886365,-0.0033529575920892
12,64,0.6,4.0,3,d,0.0,40.42934500064074,40.78456909553783,-0.3552240948970961
12,64,0.6,4.0,3,d,1.0,3.038587585571819,2.7299322366100585,0.3086553489617607
12,64,0.6,4.0,3,d,1.414214,22.163016271568445,21.710866050346375,0.4521502212220696
12,64,0.6,4.0,3,d,2.0,9.753542221625336,9.687405060670342,0.0661371609549945
12,64,0.6,4.0,3,d,2.236068,2.532974814991776,2.232326472498888,0.3006483424928881
12,64,0.6,4.0,3,d,2.828427,1.879509064254513,1.646444292778559,0.2330647714759539
12,64,0.6,4.0,3,d,3.0,0.8042130256352452,0.862890072221105,-0.0586770465858598
12,64,0.6,4.0,3,d,3.162278,2.5156755600604273,2.4805662908472774,0.0351092692131498
12,64,0.6,4.0,3,d,3.605551,0.1966300797749817,-0.0271221791277352,0.2237522589027169
12,64,0.6,4.0,3,d,4.0,0.0637556274467012,0.0734440444897161,-0.0096884170430148
12,64,0.6,4.0,3,d,4.123106,-0.0571556811047966,0.0058368428360892,-0.0629925239408859
12,64,0.6,4.0,3,d,4.242641,0.1660292103567872,0.1215065567576833,0.0445226535991038
12,64,0.6,4.0,3,d,4.472136,-0.0033363430432821,-0.000924467194324,-0.0024118758489581
12,64,0.6,4.0,3,d,5.0,0.1130186533147743,0.0809488015369938,0.0320698517777804
12,64,0.6,4.0,3,d,5.09902,0.2155204100936271,0.2023717532736237,0.0131486568200034
12,64,0.6,4.0,3,d,5.385165,0.2790075860621788,0.2660149300016762,0.0129926560605026
12,64,0.6,4.0,3,d,5.656854,-0.1815749377778602,-0.1645569799744577,-0.0170179578034025
12,64,0.6,4.0,3,d,5.830952,0.0068872992373305,-0.0108008219112511,0.0176881211485816
12,64,0.6,4.0,3,d,6.0,0.1663573086848697,0.1560531268194713,0.0103041818653984
12,64,0.6,4.0,3,d,6.082763,0.3196571622963644,0.28091021798681,0.0387469443095543
12,64,0.6,4.0,3,d,6.324555,0.233817955588985,0.2112679636379464,0.0225499919510385
12,64,0.6,4.0,3,d,6.403124,0.0242319317400888,0.0567190805811995,-0.0324871488411107
12,64,0.6,4.0,3,d,6.708204,0.1315358359434043,0.1379389319389373,-0.0064030959955329
12,64,0.6,4.0,3,d,7.071068,-0.0143199545775007,-0.0320159464917331,0.0176959919142323
12,64,0.6,4.0,3,d,7.211103,0.0677511877736416,0.0392072986973466,0.028543889076295
12,64,0.6,4.0,3,d,7.81025,0.0750886310837696,0.0546411579086075,0.0204474731751621
12,64,0.6,4.0,3,d,8.485281,0.0031488526833365,-0.0063271761457925,0.0094760288291291
12,64,0.6,4.0,3,dxy,0.0,23.344704677495848,23.052455505747684,0.2922491717481641
12,64,0.6,4.0,3,dxy,1.0,3.4473019777244085,3.5083382893957555,-0.061036311671347
12,64,0.6,4.0,3,dxy,1.414214,12.957378881108085,11.312379799011254,1.644999082096831
12,64,0.6,4.0,3,dxy,2.0,-3.2653467016311795,-4.128842056390527,0.8634953547593471
12,64,0.6,4.0,3,dxy,2.236068,1.695315306043021,1.3545712226833737,0.3407440833596473
12,64,0.6,4.0,3,dxy,2.828427,1.5906661660034125,1.7022262560033314,-0.1115600899999191
12,64,0.6,4.0,3,dxy,3.0,-0.350240660521147,-0.5248750628644716,0.1746344023433245
12,64,0.6,4.0,3,dxy,3.162278,-0.6049042023775645,-0.6756539267511829,0.0707497243736183
12,64,0.6,4.0,3,dxy,3.605551,0.0309894644165832,0.129872418544699,-0.0988829541281158
12,64,0.6,4.0,3,dxy,4.0,-0.0381059954201282,-0.0130543432029829,-0.0250516522171452
12,64,0.6,4.0,3,dxy,4.123106,0.0238378185389332,-0.0138346940354792,0.0376725125744124
12,64,0.6,4.0,3,dxy,4.242641,-0.0940587444502799,0.0102679812412359,-0.1043267256915158
12,64,0.6,4.0,3,dxy,4.472136,0.0509713073765445,0.0996176340321464,-0.0486463266556018
12,64,0.6,4.0,3,dxy,5.0,-0.0253569116577622,-0.0046964474143955,-0.0206604642433666
12,64,0.6,4.0,3,dxy,5.09902,0.0397341665218979,0.0882173373549355,-0.0484831708330375
12,64,0.6,4.0,3,dxy,5.385165,-0.0423524145071914,-0.0347511653676381,-0.0076012491395532
12,64,0.6,4.0,3,dxy,5.656854,-0.0367037679780224,-0.0001857289327221,-0.0365180390453002
12,64,0.6,4.0,3,dxy,5.830952,-0.0017422574319829,0.033629172156114,-0.035371429588097
12,64,0.6,4.0,3,dxy,6.0,0.0112193903349329,0.0321807206450262,-0.0209613303100933
12,64,0.6,4.0,3,dxy,6.082763,0.0077863465088971,0.0150560948742325,-0.0072697483653353
12,64,0.6,4.0,3,dxy,6.324555,0.0226353110699492,0.0225439368798484,9.137419010086732e-05
12,64,0.6,4.0,3,dxy,6.403124,-0.0150228260929537,-0.0138485359564659,-0.0011742901364877
12,64,0.6,4.0,3,dxy,6.708204,-0.01590678129733,-0.0174474308024814,0.0015406495051514
12,64,0.6,4.0,3,dxy,7.071068,-0.0161113067849495,0.0024414853581809,-0.0185527921431305
12,64,0.6,4.0,3,dxy,7.211103,-0.0146066177172908,-0.0021480512281786,-0.0124585664891121
12,64,0.6,4.0,3,dxy,7.81025,0.0018946010733531,-0.0042292781604288,0.006123879233782
12,64,0.6,4.0,3,dxy,8.485281,-0.0017401121220451,0.0018953826392741,-0.0036354947613193
12,64,0.6,4.0,4,son,0.0,4.409680836736773,6.727933956475527,-2.3182531197387544
12,64,0.6,4.0,4,son,1.0,0.2984754341337358,1.500101030141466,-1.2016255960077302
12,64,0.6,4.0,4,son,1.414214,0.9649164105731388,2.7054235957340524,-1.7405071851609135
12,64,0.6,4.0,4,son,2.0,0.105738724582308,0.4746035220323351,-0.368864797450027
12,64,0.6,4.0,4,son,2.236068,-0.0631863962632209,0.3021739919033357,-0.3653603881665567
12,64,0.6,4.0,4,son,2.828427,0.0061230975850692,0.2620694777445706,-0.2559463801595014
12,64,0.6,4.0,4,son,3.0,-0.0012427341596996,0.0617701584384287,-0.0630128925981284
12,64,0.6,4.0,4,son,3.162278,0.0299527560788998,0.1715346825525924,-0.1415819264736926
12,64,0.6,4.0,4,son,3.605551,-0.0090104884201041,0.0164750090192948,-0.0254854974393989
12,64,0.6,4.0,4,son,4.0,0.0024946312310966,0.0088323561758479,-0.0063377249447513
12,64,0.6,4.0,4,son,4.123106,-0.0076332514295812,0.0114318585412409,-0.0190651099708221
12,64,0.6,4.0,4,son,4.242641,-0.0137213717712453,0.0196863364666532,-0.0334077082378985
12,64,0.6,4.0,4,son,4.472136,-0.0086721097228285,0.0229391402945308,-0.0316112500173593
12,64,0.6,4.0,4,son,5.0,-1.8631734931931466e-05,0.0301921440834381,-0.0302107758183701
12,64,0.6,4.0,4,son,5.09902,0.0042622366854796,0.0433987614435009,-0.0391365247580212
12,64,0.6,4.0,4,son,5.385165,0.0047016949706122,0.0336191635609607,-0.0289174685903485
12,64,0.6,4.0,4,son,5.656854,0.0054175296898997,0.0276636321205518,-0.0222461024306521
12,64,0.6,4.0,4,son,5.830952,0.0059628102929447,0.0372678030797879,-0.0313049927868432
12,64,0.6,4.0,4,son,6.0,0.0025738343499648,0.0210836814443091,-0.0185098470943442
12,64,0.6,4.0,4,son,6.082763,0.0001304751775431,0.0243882220520351,-0.024257746874492
12,64,0.6,4.0,4,son,6.324555,0.0060163482518284,0.0257661445072626,-0.0197497962554342
12,64,0.6,4.0,4,son,6.403124,-0.0005987472529029,0.0132872380241936,-0.0138859852770965
12,64,0.6,4.0,4,son,6.708204,0.0008331747370463,0.0168496498601644,-0.0160164751231181
12,64,0.6,4.0,4,son,7.071068,0.0034258252410001,0.0102316809541051,-0.006805855713105
12,64,0.6,4.0,4,son,7.211103,0.0015998604818188,0.0078431773057921,-0.0062433168239732
12,64,0.6,4.0,4,son,7.81025,0.0001073970418112,0.0054721424789073,-0.005364745437096
12,64,0.6,4.0,4,son,8.485281,-0.0004491301285725,0.0013302391067702,-0.0017793692353427
12,64,0.6,4.0,4,sext,0.0,19.693876841915884,19.43719825708256,0.2566785848333239
12,64,0.6,4.0,4,sext,1.0,13.16113788593241,11.353258888843316,1.8078789970890927
12,64,0.6,4.0,4,sext,1.414214,-6.314337819020597,-7.160953038713608,0.8466152196930103
12,64,0.6,4.0,4,sext,2.0,1.2969033918253825,1.287676219085475,0.0092271727399073
12,64,0.6,4.0,4,sext,2.236068,-1.0408231794856295,-1.041028148795865,0.0002049693102355
12,64,0.6,4.0,4,sext,2.828427,0.0449322797686668,0.1082610936242547,-0.0633288138555879
12,64,0.6,4.0,4,sext,3.0,0.1208490263681303,0.1213008661329502,-0.0004518397648199
12,64,0.6,4.0,4,sext,3.162278,0.1084076632179825,0.015437955835787,0.0929697073821955
12,64,0.6,4.0,4,sext,3.605551,-0.015447662569647,-0.0551826870458272,0.0397350244761802
12,64,0.6,4.0,4,sext,4.0,0.0108106663137254,0.0068045595081059,0.0040061068056195
12,64,0.6,4.0,4,sext,4.123106,0.0015359079244891,-0.0023511294583506,0.0038870373828397
12,64,0.6,4.0,4,sext,4.242641,-0.0456286257011789,-0.0308352609312604,-0.0147933647699184
12,64,0.6,4.0,4,sext,4.472136,0.0140378640027253,0.0131620161070934,0.0008758478956318
12,64,0.6,4.0,4,sext,5.0,0.0146468200000792,0.0024120177133404,0.0122348022867388
12,64,0.6,4.0,4,sext,5.09902,0.0058955080391749,-0.0008658551107805,0.0067613631499555
12,64,0.6,4.0,4,sext,5.385165,0.0176512689227365,0.0115647187395185,0.0060865501832179
12,64,0.6,4.0,4,sext,5.656854,-0.0082329055093811,-0.0066572563779472,-0.0015756491314338
12,64,0.6,4.0,4,sext,5.830952,0.0007662346019494,0.0014440835055062,-0.0006778489035568
12,64,0.6,4.0,4,sext,6.0,-0.0086664104733762,-0.0043006766310506,-0.0043657338423256
12,64,0.6,4.0,4,sext,6.082763,-0.0054930749208806,-0.0042728292823128,-0.0012202456385677
12,64,0.6,4.0,4,sext,6.324555,0.0040677653215595,0.001248692240247,0.0028190730813125
12,64,0.6,4.0,4,sext,6.403124,-0.000720657811386,0.0037982459322945,-0.0045189037436806
12,64,0.6,4.0,4,sext,6.708204,0.0051784193421676,0.007071089387956,-0.0018926700457883
12,64,0.6,4.0,4,sext,7.071068,-0.0019003641284531,8.109652497765432e-05,-0.0019814606534307
12,64,0.6,4.0,4,sext,7.211103,0.0103596739308768,0.0002529063134476,0.0101067676174292
12,64,0.6,4.0,4,sext,7.81025,-0.0008739212226114,0.001177125711248,-0.0020510469338594
12,64,0.6,4.0,4,sext,8.485281,0.0034090380624654,0.000894595752351,0.0025144423101144
12,64,0.6,4.0,4,d,0.0,40.38610230180625,40.726189802810694,-0.3400875010044473
12,64,0.6,4.0,4,d,1.0,3.0884901684732746,2.7550235782527084,0.3334665902205662
12,64,0.6,4.0,4,d,1.414214,22.174896935016257,21.584649513904164,0.5902474211120925
12,64,0.6,4.0,4,d,2.0,9.73572308035511,9.592512103171416,0.1432109771836938
12,64,0.6,4.0,4,d,2.236068,2.4739056967215185,2.19715682217483,0.2767488745466884
12,64,0.6,4.0,4,d,2.828427,1.8391393773286888,1.6141709464115188,0.2249684309171697
12,64,0.6,4.0,4,d,3.0,0.7092462657427526,0.8375911152205326,-0.12834484947778
12,64,0.6,4.0,4,d,3.162278,2.5593610319103735,2.4366365073426968,0.1227245245676766
12,64,0.6,4.0,4,d,3.605551,0.0936638762647611,-0.0577400188462133,0.1514038951109745
12,64,0.6,4.0,4,d,4.0,0.0030057090403127,0.0586912395188625,-0.0556855304785497
12,64,0.6,4.0,4,d,4.123106,-0.1584035036245928,-0.0030890807891841,-0.1553144228354087
12,64,0.6,4.0,4,d,4.242641,0.1837765507895722,0.1087508947347669,0.0750256560548053
12,64,0.6,4.0,4,d,4.472136,0.0549756487956554,-0.009042583940386,0.0640182327360414
12,64,0.6,4.0,4,d,5.0,0.1532418656551139,0.0929374489983083,0.0603044166568056
12,64,0.6,4.0,4,d,5.09902,0.1900404577951154,0.2146857504095817,-0.0246452926144663
12,64,0.6,4.0,4,d,5.385165,0.2760038436642444,0.2908767341522107,-0.0148728904879662
12,64,0.6,4.0,4,d,5.656854,-0.1662071685101886,-0.1685679758651518,0.0023608073549632
12,64,0.6,4.0,4,d,5.830952,0.034826256666424,-0.0262986385824973,0.0611248952489214
12,64,0.6,4.0,4,d,6.0,0.1392618169514835,0.1620869891855926,-0.022825172234109
12,64,0.6,4.0,4,d,6.082763,0.3094084748474441,0.3002785723490003,0.0091299024984438
12,64,0.6,4.0,4,d,6.324555,0.2585502486734795,0.2171906502438487,0.0413595984296307
12,64,0.6,4.0,4,d,6.403124,0.1702264980938292,0.0381311789680648,0.1320953191257644
12,64,0.6,4.0,4,d,6.708204,0.1845106756237949,0.1430119937949457,0.0414986818288491
12,64,0.6,4.0,4,d,7.071068,0.017588266676585,-0.0381245891303906,0.0557128558069756
12,64,0.6,4.0,4,d,7.211103,0.077999252575248,0.0240274796738517,0.0539717729013962
12,64,0.6,4.0,4,d,7.81025,0.1297522799504282,0.0457853383774787,0.0839669415729494
12,64,0.6,4.0,4,d,8.485281,0.0014186756465212,-0.0047176687564832,0.0061363444030045
12,64,0.6,4.0,4,dxy,0.0,23.378110400060457,23.078775355189407,0.2993350448710501
12,64,0.6,4.0,4,dxy,1.0,3.4821282651766574,3.5152212032277363,-0.0330929380510789
12,64,0.6,4.0,4,dxy,1.414214,13.045294732849536,11.397886216042815,1.6474085168067187
12,64,0.6,4.0,4,dxy,2.0,-3.307344464060974,-4.106610063989168,0.7992655999281935
12,64,0.6,4.0,4,dxy,2.236068,1.7042537269916038,1.3407750889427603,0.3634786380488435
12,64,0.6,4.0,4,dxy,2.828427,1.6231302595975414,1.7012497655062204,-0.078119505908679
12,64,0.6,4.0,4,dxy,3.0,-0.3392391867055086,-0.5263640735614945,0.1871248868559858
12,64,0.6,4.0,4,dxy,3.162278,-0.5788943995050715,-0.6717235735612125,0.092829174056141
12,64,0.6,4.0,4,dxy,3.605551,-0.0046067913842764,0.1222864252119734,-0.1268932165962499
12,64,0.6,4.0,4,dxy,4.0,-0.0024847019613264,-0.0133239987923413,0.0108392968310149
12,64,0.6,4.0,4,dxy,4.123106,-0.0037636954475517,-0.0135447416280027,0.009781046180451
12,64,0.6,4.0,4,dxy,4.242641,-0.115445205020851,0.002490886031416,-0.117936091052267
12,64,0.6,4.0,4,dxy,4.472136,0.0579068356464778,0.0982905865089925,-0.0403837508625146
12,64,0.6,4.0,4,dxy,5.0,-0.0277442052533685,-0.0138840635719865,-0.013860141681382
12,64,0.6,4.0,4,dxy,5.09902,0.0091719288669401,0.0790723973029969,-0.0699004684360568
12,64,0.6,4.0,4,dxy,5.385165,-0.0424835208278598,-0.0411155257201418,-0.0013679951077179
12,64,0.6,4.0,4,dxy,5.656854,-0.0597495477106008,-0.0028483312793826,-0.0569012164312181
12,64,0.6,4.0,4,dxy,5.830952,0.0125116166008117,0.0282619206854445,-0.0157503040846328
12,64,0.6,4.0,4,dxy,6.0,0.0081089734398318,0.0297842958590893,-0.0216753224192575
12,64,0.6,4.0,4,dxy,6.082763,0.0109318744134016,0.0141933995106514,-0.0032615250972497
12,64,0.6,4.0,4,dxy,6.324555,0.0018516177522979,0.0225291236103203,-0.0206775058580223
12,64,0.6,4.0,4,dxy,6.403124,-0.0015172704341032,-0.0185181102202652,0.0170008397861619
12,64,0.6,4.0,4,dxy,6.708204,-0.0008009853150366,-0.0211957901240528,0.0203948048090161
12,64,0.6,4.0,4,dxy,7.071068,0.0091253597204139,0.0040079196738581,0.0051174400465557
12,64,0.6,4.0,4,dxy,7.211103,0.0164689670700328,-0.0003724621897837,0.0168414292598166
12,64,0.6,4.0,4,dxy,7.81025,0.0033216566254592,-0.0055544013896855,0.0088760580151448
12,64,0.6,4.0,4,dxy,8.485281,-0.0012390869595908,0.0020318441198646,-0.0032709310794555
12,64,0.6,4.0,5,son,0.0,4.408171038135163,6.72291045614237,-2.314739418007207
12,64,0.6,4.0,5,son,1.0,0.2975658320991232,1.4923957123941125,-1.194829880294989
12,64,0.6,4.0,5,son,1.414214,0.9631048674225378,2.688511192819436,-1.7254063253968983
12,64,0.6,4.0,5,son,2.0,0.108105714845481,0.4683584932328081,-0.3602527783873271
12,64,0.6,4.0,5,son,2.236068,-0.0659270116359877,0.3004114953520956,-0.3663385069880833
12,64,0.6,4.0,5,son,2.828427,0.0067009386463194,0.260840889029152,-0.2541399503828325
12,64,0.6,4.0,5,son,3.0,-0.0004871646908836,0.0620483023073522,-0.0625354669982359
12,64,0.6,4.0,5,son,3.162278,0.0290321120463778,0.171778757384327,-0.1427466453379491
12,64,0.6,4.0,5,son,3.605551,-0.0062096041938315,0.0135162293269724,-0.019725833520804
12,64,0.6,4.0,5,son,4.0,0.0005545644369992,0.0077568416081667,-0.0072022771711675
12,64,0.6,4.0,5,son,4.123106,-0.0071334581821049,0.0104785536744132,-0.0176120118565182
12,64,0.6,4.0,5,son,4.242641,-0.0105232893991883,0.0197918922829278,-0.0303151816821162
12,64,0.6,4.0,5,son,4.472136,-0.0121602366574278,0.0223394903902731,-0.034499727047701
12,64,0.6,4.0,5,son,5.0,0.0027600709205056,0.0301325369571066,-0.027372466036601
12,64,0.6,4.0,5,son,5.09902,0.0052092216765214,0.0399253414940645,-0.0347161198175431
12,64,0.6,4.0,5,son,5.385165,0.0030820730434983,0.033874694409388,-0.0307926213658896
12,64,0.6,4.0,5,son,5.656854,0.0062463188260855,0.0249522871628313,-0.0187059683367458
12,64,0.6,4.0,5,son,5.830952,0.0071572986445602,0.0344057452325633,-0.027248446588003
12,64,0.6,4.0,5,son,6.0,0.0046181632037819,0.019660450237005,-0.015042287033223
12,64,0.6,4.0,5,son,6.082763,0.0026196056872628,0.0251927760464473,-0.0225731703591844
12,64,0.6,4.0,5,son,6.324555,0.0032524307607605,0.0240238189001701,-0.0207713881394095
12,64,0.6,4.0,5,son,6.403124,0.0003102992946618,0.0153372536357871,-0.0150269543411252
12,64,0.6,4.0,5,son,6.708204,0.0007651514895456,0.0173837096417032,-0.0166185581521576
12,64,0.6,4.0,5,son,7.071068,0.0002647826847572,0.0093558378509306,-0.0090910551661733
12,64,0.6,4.0,5,son,7.211103,0.0006828797374713,0.0084762065458887,-0.0077933268084173
12,64,0.6,4.0,5,son,7.81025,0.0006768063328642,0.0052428068315261,-0.0045660004986619
12,64,0.6,4.0,5,son,8.485281,-0.0002260680957008,0.001428018465626,-0.0016540865613268
12,64,0.6,4.0,5,sext,0.0,19.698923092318115,19.46183560287543,0.2370874894426862
12,64,0.6,4.0,5,sext,1.0,13.061011497281694,11.283710193163824,1.77730130411787
12,64,0.6,4.0,5,sext,1.414214,-6.23072061055781,-7.113405220179864,0.8826846096220535
12,64,0.6,4.0,5,sext,2.0,1.2717791220786865,1.274850095021179,-0.0030709729424927
12,64,0.6,4.0,5,sext,2.236068,-1.067429479476273,-1.0545007326049718,-0.0129287468713015
12,64,0.6,4.0,5,sext,2.828427,0.0290777864181192,0.0921369493876663,-0.063059162969547
12,64,0.6,4.0,5,sext,3.0,0.1161790023104023,0.130954173571036,-0.0147751712606337
12,64,0.6,4.0,5,sext,3.162278,0.093240259357173,0.0311530715027177,0.0620871878544552
12,64,0.6,4.0,5,sext,3.605551,-0.020200545781755,-0.0534065899882051,0.0332060442064501
12,64,0.6,4.0,5,sext,4.0,0.0112094628502992,0.0028888151687695,0.0083206476815296
12,64,0.6,4.0,5,sext,4.123106,0.008027384917657,-0.0027296655780516,0.0107570504957087
12,64,0.6,4.0,5,sext,4.242641,-0.0327715207263237,-0.0294788583478036,-0.00329266237852
12,64,0.6,4.0,5,sext,4.472136,0.0194748865989983,0.014284896363229,0.0051899902357692
12,64,0.6,4.0,5,sext,5.0,0.0163389291771168,0.0054500546364469,0.0108888745406698
12,64,0.6,4.0,5,sext,5.09902,-0.0220207199526356,-0.0032312266841127,-0.0187894932685228
12,64,0.6,4.0,5,sext,5.385165,0.0052365708257892,0.0112657642093831,-0.0060291933835938
12,64,0.6,4.0,5,sext,5.656854,-0.0124962097615294,-0.0077276371721875,-0.0047685725893419
12,64,0.6,4.0,5,sext,5.830952,0.0150592140682469,-0.0050360177309122,0.0200952317991591
12,64,0.6,4.0,5,sext,6.0,-0.0053933094737417,-0.0027383050748751,-0.0026550043988665
12,64,0.6,4.0,5,sext,6.082763,-0.0201245370517126,-0.0047047741605364,-0.0154197628911762
12,64,0.6,4.0,5,sext,6.324555,-0.0080023296421334,0.0036492307123497,-0.0116515603544832
12,64,0.6,4.0,5,sext,6.403124,0.0016261407515656,0.0003828817980358,0.0012432589535297
12,64,0.6,4.0,5,sext,6.708204,0.0011365469448062,0.0066033152661559,-0.0054667683213496
12,64,0.6,4.0,5,sext,7.071068,0.0074436409565088,-0.0015342419139829,0.0089778828704918
12,64,0.6,4.0,5,sext,7.211103,-0.0012884996239707,0.0054709080274963,-0.006759407651467
12,64,0.6,4.0,5,sext,7.81025,0.0044750761759385,0.0003687797052882,0.0041062964706503
12,64,0.6,4.0,5,sext,8.485281,-0.0032240487608113,0.0011675428011048,-0.0043915915619162
12,64,0.6,4.0,5,d,0.0,40.355458288771715,40.66245877066735,-0.3070004818956349
12,64,0.6,4.0,5,d,1.0,3.0890227056784125,2.7490739211463326,0.3399487845320799
12,64,0.6,4.0,5,d,1.414214,22.23435991391911,21.642132303761212,0.5922276101579023
12,64,0.6,4.0,5,d,2.0,9.746836763971848,9.601472918048682,0.1453638459231658
12,64,0.6,4.0,5,d,2.236068,2.451176997620739,2.2093552395179343,0.2418217581028048
12,64,0.6,4.0,5,d,2.828427,1.8274412442630024,1.6340905540951116,0.1933506901678907
12,64,0.6,4.0,5,d,3.0,0.7312028005034654,0.8579049234899709,-0.1267021229865055
12,64,0.6,4.0,5,d,3.162278,2.464289856336646,2.456311823084806,0.0079780332518399
12,64,0.6,4.0,5,d,3.605551,0.0447245969178848,-0.0663112227727305,0.1110358196906154
12,64,0.6,4.0,5,d,4.0,-0.0376327437531738,0.0603656930478094,-0.0979984368009833
12,64,0.6,4.0,5,d,4.123106,-0.1391747530697253,-0.0005048593426256,-0.1386698937270996
12,64,0.6,4.0,5,d,4.242641,0.114114776594012,0.1190431759643987,-0.0049283993703866
12,64,0.6,4.0,5,d,4.472136,-0.076373378759577,-0.0169134823088484,-0.0594598964507285
12,64,0.6,4.0,5,d,5.0,0.0147405701262836,0.1130012003994717,-0.0982606302731881
12,64,0.6,4.0,5,d,5.09902,0.0233167522745089,0.1688720992804077,-0.1455553470058988
12,64,0.6,4.0,5,d,5.385165,0.2979417130487989,0.2748160158547786,0.0231256971940203
12,64,0.6,4.0,5,d,5.656854,-0.1987616394529282,-0.1628582453997711,-0.035903394053157
12,64,0.6,4.0,5,d,5.830952,-0.0388602704385012,-0.0331646226550127,-0.0056956477834884
12,64,0.6,4.0,5,d,6.0,0.1022183911077135,0.1461939023557201,-0.0439755112480066
12,64,0.6,4.0,5,d,6.082763,0.3074495389254643,0.3088706040502801,-0.0014210651248158
12,64,0.6,4.0,5,d,6.324555,0.1934643180007016,0.2023875526896121,-0.0089232346889104
12,64,0.6,4.0,5,d,6.403124,0.0959923572285666,0.0534454607124122,0.0425468965161543
12,64,0.6,4.0,5,d,6.708204,0.1649440236586321,0.1388695322705812,0.0260744913880509
12,64,0.6,4.0,5,d,7.071068,-0.0229821922663618,-0.0298835181840031,0.0069013259176413
12,64,0.6,4.0,5,d,7.211103,0.0427467743126043,0.0341868426990496,0.0085599316135547
12,64,0.6,4.0,5,d,7.81025,0.0713699803667887,0.0575747745989208,0.0137952057678679
12,64,0.6,4.0,5,d,8.485281,-0.0118450085945606,-0.0066756580370883,-0.0051693505574723
12,64,0.6,4.0,5,dxy,0.0,23.369903914228665,23.088867778145858,0.2810361360828075
12,64,0.6,4.0,5,dxy,1.0,3.4584914989083373,3.4972770685159205,-0.0387855696075831
12,64,0.6,4.0,5,dxy,1.414214,12.851370035361242,11.251606937458888,1.599763097902354
12,64,0.6,4.0,5,dxy,2.0,-3.3074188123062114,-4.119735082707151,0.8123162704009395
12,64,0.6,4.0,5,dxy,2.236068,1.6647453846903577,1.3493304545019975,0.31541493018836
12,64,0.6,4.0,5,dxy,2.828427,1.627582551332484,1.714439721828855,-0.0868571704963709
12,64,0.6,4.0,5,dxy,3.0,-0.369598731623894,-0.5332034700124189,0.1636047383885248
12,64,0.6,4.0,5,dxy,3.162278,-0.5648812681547781,-0.6794361393833543,0.1145548712285762
12,64,0.6,4.0,5,dxy,3.605551,0.0265763206031309,0.1179420922798311,-0.0913657716767002
12,64,0.6,4.0,5,dxy,4.0,-0.0391995764633161,-0.0128196319346788,-0.0263799445286373
12,64,0.6,4.0,5,dxy,4.123106,0.0160595788497601,-0.0167272247923615,0.0327868036421217
12,64,0.6,4.0,5,dxy,4.242641,-0.0806026143840262,0.0108396444746876,-0.0914422588587138
12,64,0.6,4.0,5,dxy,4.472136,0.0751205769793818,0.0925084870836748,-0.017387910104293
12,64,0.6,4.0,5,dxy,5.0,-0.0307318590925866,-0.012640289966108,-0.0180915691264785
12,64,0.6,4.0,5,dxy,5.09902,0.0332467593801896,0.0807999532200926,-0.0475531938399029
12,64,0.6,4.0,5,dxy,5.385165,-0.0563042361513862,-0.0349399024562535,-0.0213643336951327
12,64,0.6,4.0,5,dxy,5.656854,-0.0394908683781813,-0.0009740765100844,-0.0385167918680968
12,64,0.6,4.0,5,dxy,5.830952,-0.0416172524912832,0.0313212885277189,-0.0729385410190021
12,64,0.6,4.0,5,dxy,6.0,0.0157555071410226,0.0312259726453382,-0.0154704655043156
