48,8,2,0.1000,0.038911,64
16,8,2,0.1000,0.041601,64
48,8,3,0.2000,0.051473,64
16,8,3,0.2000,0.051567,64
16,8,4,0.3000,0.047976,64
48,8,4,0.3000,0.048251,64
48,8,5,0.4000,0.060306,64
16,8,5,0.4000,0.060813,64
