L,U,n,delta,seed,qx,qy,kind,S_peak,S_pipi,m_peak,m_pipi
10,4.0,0.78,0.1,3,0.8,1.0,spiral,0.27836463393608657,0.2467315428694818,0.05276027235866837,0.04967207896489554
10,4.0,0.78,0.1,4,0.8,1.0,spiral,0.2909749234174203,0.24330349516821254,0.05394209148869001,0.04932580411592015
10,4.0,0.78,0.1,5,0.8,1.0,spiral,0.28038405257435095,0.2563194153491459,0.0529513033431993,0.05062799772350728
10,4.0,0.78,0.1,6,1.0,0.8,spiral,0.2742784049078786,0.25615936661474,0.05237159582329706,0.050612188908872535
10,4.0,0.78,0.2,1,0.8,1.0,spiral,0.2886555965481767,0.24561553046227652,0.05372667834029726,0.04955961364480927
10,4.0,0.78,0.2,2,0.8,1.0,spiral,0.3074255273468616,0.2503727726130881,0.055445967152432434,0.05003726337571711
10,4.0,0.78,0.2,3,1.0,0.8,spiral,0.3048324032407374,0.2541306070083095,0.055211629503279236,0.05041136846072615
10,4.0,0.78,0.2,4,1.0,0.8,spiral,0.30926485641493506,0.25599568996019184,0.05561158659982064,0.05059601663769509
10,4.0,0.78,0.2,5,0.8,1.0,spiral,0.2921637582524075,0.24559827497963022,0.05405217463270164,0.049557872732758634
10,4.0,0.78,0.2,6,1.0,0.8,spiral,0.3013486847478998,0.2465709010708456,0.05489523519832115,0.04965590610097107
10,4.0,0.78,0.3,1,1.0,0.8,spiral,0.2780028870205763,0.22035781879601762,0.05272597908247663,0.04694228571299204
10,4.0,0.78,0.3,2,0.8,1.0,spiral,0.26835623758060534,0.2121236214703328,0.05180311164212101,0.04605688021027182
10,4.0,0.78,0.3,3,1.0,0.8,spiral,0.28825516312572164,0.21876344734566758,0.05368939961721696,0.04677215489430304
10,4.0,0.78,0.3,4,0.8,1.0,spiral,0.2762047901191959,0.21646905701849736,0.052555189098622404,0.04652623528918898
10,4.0,0.78,0.3,5,1.0,1.2,spiral,0.27520053643550907,0.2161805017339157,0.05245955932292122,0.04649521499400941
10,4.0,0.78,0.3,6,0.8,1.0,spiral,0.2892913022457719,0.2200646546192615,0.053785806886740284,0.04691104929750149
10,4.0,0.78,0.4,1,1.0,0.8,spiral,0.2169379518728721,0.1852025594066983,0.046576598402295555,0.04303516694596389
10,4.0,0.78,0.4,2,0.6,0.8,other,0.21286644486436188,0.1816847312758341,0.046137451692129884,0.04262449193548635
10,4.0,0.78,0.4,3,0.8,1.0,spiral,0.2135772780670298,0.17891809301207146,0.046214421782278074,0.042298710738280364
10,4.0,0.78,0.4,4,0.8,1.0,spiral,0.21590520080687278,0.1808641348236509,0.04646560026588194,0.04252812420312597
10,4.0,0.78,0.4,5,0.8,1.0,spiral,0.214970467072738,0.1797827788037029,0.046364907750661814,0.04240079937969365
10,4.0,0.78,0.4,6,1.0,1.2,spiral,0.21771348082499525,0.17872263263134663,0.0466597771988889,0.042275599656462194
10,4.0,0.78,0.5,1,1.0,0.2,spiral,0.21638237196766594,0.15038033238990683,0.04651691863910011,0.038778903077563556
10,4.0,0.78,0.5,2,1.0,0.0,stripe,0.21835262344860365,0.1519491034689846,0.04672821668420524,0.03898064949035413
10,4.0,0.78,0.5,3,0.4,1.4,other,0.22206019206064848,0.14976937726483003,0.04712326305134742,0.0387000487421954
10,4.0,0.78,0.5,4,1.0,0.0,stripe,0.2250047087756415,0.15124659197156903,0.04743466124846276,0.0388904348100621
10,4.0,0.78,0.5,5,1.0,0.0,stripe,0.21394127764811843,0.15217922159333186,0.04625378661775903,0.03901015529235072
10,4.0,0.78,0.5,6,1.0,0.0,stripe,0.22052026477839143,0.1517221609381711,0.04695958525992233,0.038951528973606556
10,4.0,0.78,0.6,1,0.0,1.0,stripe,0.21934758833878815,0.14259437394106092,0.046834558644102554,0.037761670241272555
10,4.0,0.78,0.6,2,0.4,0.6,other,0.2145750768206272,0.13811489838595878,0.046322249170417794,0.03716381282725963
10,4.0,0.78,0.6,3,1.0,0.0,stripe,0.21092469785494256,0.140652355195334,0.04592653893501475,0.037503647182018714
10,4.0,0.78,0.6,4,1.0,0.0,stripe,0.21946046570998995,0.13992073392039478,0.04684660774378332,0.03740597999256199
10,4.0,0.78,0.6,5,0.0,1.0,stripe,0.21215614030601376,0.1386518047511679,0.046060410365737485,0.03723597786431396
10,4.0,0.78,0.6,6,0.0,1.0,stripe,0.21490529443070533,0.13902432744986531,0.04635787898844223,0.03728596618700732
10,4.0,0.78,0.7,1,1.0,0.0,stripe,0.21880429560858117,0.1253035682741301,0.04677652141925275,0.035398244062965906
10,4.0,0.78,0.7,2,0.0,1.0,stripe,0.22205846780910873,0.12561978184332212,0.04712308009978855,0.03544288106846312
10,4.0,0.78,0.7,3,0.0,1.0,stripe,0.22341775599567307,0.12774186829733994,0.04726708749179211,0.03574099443179218
10,4.0,0.78,0.7,4,0.0,1.0,stripe,0.22260520056543057,0.12900466029587745,0.04718105558011929,0.03591721875311025
10,4.0,0.78,0.7,5,1.0,0.0,stripe,0.21806829238164918,0.12839352058468487,0.04669778285760997,0.0358320416086894
10,4.0,0.78,0.7,6,1.0,0.0,stripe,0.22772811813973992,0.12789872149030673,0.04772086735797453,0.03576293073705044
10,4.0,0.88,0.0,1,1.0,1.0,Neel,0.3832742002108117,0.3832742002108117,0.0619091431220633,0.0619091431220633
10,4.0,0.88,0.0,2,1.0,0.8,spiral,0.39295255557446807,0.35378926493588364,0.06268592789250775,0.05948018703197592
10,4.0,0.88,0.0,3,0.8,1.0,spiral,0.3743370136591337,0.3372473235740163,0.06118308701423406,0.0580729991970465
10,4.0,0.88,0.0,4,0.8,1.0,spiral,0.36887645640900923,0.3615314718360656,0.06073520037087301,0.06012748721142981
10,4.0,0.88,0.0,5,1.0,1.0,Neel,0.3875881452929181,0.3875881452929181,0.06225657758766683,0.06225657758766683
10,4.0,0.88,0.0,6,0.8,1.0,spiral,0.3883405338854887,0.3495240869917712,0.062316974724828285,0.059120562158336346
10,4.0,0.88,0.1,1,0.8,1.0,spiral,0.3676091265312723,0.3072369374826419,0.06063077820144421,0.055428957908537475
10,4.0,0.88,0.1,2,1.0,0.8,spiral,0.36416269700060266,0.32385106341132563,0.06034589439229505,0.05690791363345924
10,4.0,0.88,0.1,3,1.0,1.2,spiral,0.3710977856198576,0.3062309454593025,0.06091779589084438,0.055338137433356256
10,4.0,0.88,0.1,4,1.0,0.8,spiral,0.375357716644687,0.30344950594937486,0.06126644404930704,0.05508625109311532
10,4.0,0.88,0.1,5,0.8,1.0,spiral,0.36000852051550397,0.3360408986827754,0.06000071003875737,0.05796903472396064
10,4.0,0.88,0.1,6,1.0,0.8,spiral,0.3516977644529496,0.33252501810570373,0.05930411153140645,0.05766498227743626
10,4.0,0.88,0.2,1,0.8,1.0,spiral,0.35949007075255446,0.3136017739574336,0.059957490837472045,0.05600015838883258
10,4.0,0.88,0.2,2,0.8,1.0,spiral,0.3643670823387434,0.3147371869490323,0.060362826502636815,0.056101442668529684
10,4.0,0.88,0.2,3,1.0,1.2,spiral,0.3633117484117282,0.3072401845628286,0.06027534723348578,0.05542925081243915
10,4.0,0.88,0.2,4,0.8,1.0,spiral,0.36389302365316156,0.3109976603460655,0.060323546286103036,0.055767164204939226
10,4.0,0.88,0.2,5,1.0,1.2,spiral,0.3407862640653803,0.31834524608394305,0.05837690160203608,0.05642209195731252
10,4.0,0.88,0.2,6,1.0,0.8,spiral,0.3928773605887138,0.3024919503619878,0.06267992984909235,0.05499926820985782
10,4.0,0.88,0.3,1,0.8,1.0,spiral,0.3184718150309294,0.3028565091844083,0.05643330710058816,0.05503240038235733
10,4.0,0.88,0.3,2,1.0,1.2,spiral,0.32215425958171234,0.2971678893181225,0.056758634548561185,0.05451310753553887
10,4.0,0.88,0.3,3,0.8,1.0,spiral,0.32632031800793126,0.30869133449551905,0.05712445343352803,0.05555999770478028
10,4.0,0.88,0.3,4,0.8,1.0,spiral,0.3204059440630945,0.3198087555211503,0.056604411847760994,0.056551636185096385
10,4.0,0.88,0.3,5,1.0,0.8,spiral,0.3099004219363321,0.2949008529406365,0.055668700535968334,0.05430477446234691
10,4.0,0.88,0.3,6,1.0,1.2,spiral,0.32801319321112327,0.29601309313291624,0.05727243605881657,0.05440708530448183
10,4.0,0.88,0.4,1,0.8,1.0,spiral,0.25460626610830805,0.22649805207975468,0.05045852416671618,0.04759181148892682
10,4.0,0.88,0.4,2,1.0,0.8,spiral,0.2548474663515926,0.22324828588740156,0.05048241935085843,0.04724915722924607
10,4.0,0.88,0.4,3,1.0,0.8,spiral,0.25507016075432654,0.2209172969240222,0.050504471163880786,0.047001840062280774
10,4.0,0.88,0.4,4,0.8,1.0,spiral,0.2517397041890907,0.21585125499240027,0.05017366881035218,0.04645979498366305
10,4.0,0.88,0.4,5,1.0,1.2,spiral,0.25106414818729095,0.22487342009505812,0.05010630181796407,0.04742082033190254
10,4.0,0.88,0.4,6,1.0,0.8,spiral,0.24577617113670916,0.2220040326240098,0.04957581780835382,0.04711730389400584
10,4.0,0.88,0.5,1,1.0,0.4,spiral,0.21680282418186456,0.17509566543769645,0.04656209017879938,0.041844433971281826
10,4.0,0.88,0.5,2,0.4,1.0,spiral,0.21516706289192547,0.16876693630296555,0.04638610383422232,0.041081253182317305
10,4.0,0.88,0.5,3,1.0,0.0,stripe,0.21324601958227413,0.17218584234928302,0.04617856857702219,0.041495281942563425
10,4.0,0.88,0.5,4,1.0,1.8,spiral,0.2144949834494788,0.17020795746946105,0.0463136031258073,0.04125626709597719
10,4.0,0.88,0.5,5,1.0,0.0,stripe,0.21687967682442047,0.17679770040734172,0.04657034215296474,0.04204731863119713
10,4.0,0.88,0.5,6,1.0,0.0,stripe,0.220709845994269,0.1736066875911938,0.04697976649519121,0.04166613584089528
10,4.0,0.88,0.6,1,0.2,1.0,spiral,0.2182842444508061,0.16496157334728728,0.046720899440272565,0.040615461753781314
10,4.0,0.88,0.6,2,0.2,1.0,spiral,0.21953799564977766,0.16160367951159554,0.04685488188543192,0.040199960138238386
10,4.0,0.88,0.6,3,1.0,0.2,spiral,0.21808360035669866,0.16631546755786905,0.046699421876153745,0.04078179343259306
10,4.0,0.88,0.6,4,1.0,0.0,stripe,0.22007967481843388,0.16369962632612914,0.046912650193570805,0.04045981046991312
10,4.0,0.88,0.6,5,0.2,1.0,spiral,0.22180576930707088,0.16558202170012734,0.04709625986286712,0.04069177087570991
10,4.0,0.88,0.6,6,0.0,1.0,stripe,0.21812475569975348,0.16257874462383398,0.04670382807648143,0.04032105462705979
10,4.0,0.88,0.7,1,1.0,0.0,stripe,0.225008004856541,0.14553942064566358,0.04743500868098803,0.03814962917849446
10,4.0,0.88,0.7,2,0.0,1.0,stripe,0.22288123510578317,0.14813206810608484,0.047210299205341116,0.03848792903055254
10,4.0,0.88,0.7,3,1.0,0.0,stripe,0.23149970660759026,0.14715049503684552,0.0481144164058539,0.03836020008248726
10,4.0,0.88,0.7,4,1.0,0.0,stripe,0.22639711317858682,0.14629663361854373,0.04758120565712757,0.038248742936016045
10,4.0,0.88,0.7,5,1.0,0.0,stripe,0.22852593466765084,0.14767059407710897,0.04780438627026298,0.03842793177847449
10,4.0,0.88,0.7,6,1.0,0.0,stripe,0.2281939368204485,0.14788801457612102,0.04776964902743671,0.038456210756667254
10,4.0,1.0,0.0,1,1.0,0.8,spiral,0.37517435071705435,0.37485927365879707,0.061251477591732786,0.06122575223374532
10,4.0,1.0,0.0,2,0.8,1.0,spiral,0.4177280988894282,0.37704530921717405,0.06463188832839624,0.06140401527727434
10,4.0,1.0,0.0,3,1.0,1.0,Neel,0.45412928179061424,0.45412928179061424,0.06738911498087909,0.06738911498087909
10,4.0,1.0,0.0,4,0.8,1.0,spiral,0.4265723385933474,0.3847206325463411,0.06531250558609335,0.062025852073658856
10,4.0,1.0,0.0,5,0.8,1.0,spiral,0.3838778885684504,0.35405414233588356,0.06195787993213216,0.059502448885393244
10,4.0,1.0,0.0,6,1.0,1.0,Neel,0.41295471782679405,0.41295471782679405,0.06426155287781288,0.06426155287781288
10,4.0,1.0,0.1,1,1.0,1.0,Neel,0.3947142135607893,0.3947142135607893,0.0628262853876297,0.0628262853876297
10,4.0,1.0,0.1,2,1.0,0.8,spiral,0.41385883315759353,0.35371321574213027,0.06433186093667691,0.05947379387109337
10,4.0,1.0,0.1,3,1.0,0.8,spiral,0.38779146330780245,0.36477066297485955,0.06227290448564307,0.060396246818395886
10,4.0,1.0,0.1,4,0.8,1.0,spiral,0.3835230339068481,0.3768218294219589,0.06192923654517696,0.06138581508964094
10,4.0,1.0,0.1,5,1.0,1.0,Neel,0.39619054727797826,0.39619054727797826,0.06294366904447009,0.06294366904447009
10,4.0,1.0,0.1,6,1.0,1.0,Neel,0.41547532894443284,0.41547532894443284,0.06445737575673034,0.06445737575673034
10,4.0,1.0,0.2,1,1.0,1.0,Neel,0.3457468993312509,0.3457468993312509,0.05880024654125618,0.05880024654125618
10,4.0,1.0,0.2,2,1.0,1.0,Neel,0.3290611443040772,0.3290611443040772,0.057363851361643875,0.057363851361643875
10,4.0,1.0,0.2,3,1.0,0.8,spiral,0.3109854244768833,0.3068594699581183,0.05576606714453542,0.05539489777570839
10,4.0,1.0,0.2,4,1.0,1.0,Neel,0.3197826912937709,0.3197826912937709,0.056549331675429276,0.056549331675429276
10,4.0,1.0,0.2,5,1.0,1.0,Neel,0.30919170639283,0.30919170639283,0.0556050093420395,0.0556050093420395
10,4.0,1.0,0.2,6,1.0,0.8,spiral,0.31329102991730484,0.30851888746774087,0.05597240658729128,0.055544476545174214
10,4.0,1.0,0.3,1,1.0,1.0,Neel,0.28778803706357337,0.28778803706357337,0.05364587934441688,0.05364587934441688
10,4.0,1.0,0.3,2,1.0,1.0,Neel,0.2840994925075241,0.2840994925075241,0.05330098427867201,0.05330098427867201
10,4.0,1.0,0.3,3,1.0,1.0,Neel,0.27725445526899406,0.27725445526899406,0.052654957531935595,0.052654957531935595
10,4.0,1.0,0.3,4,1.0,1.0,Neel,0.28256603049398316,0.28256603049398316,0.05315694032710904,0.05315694032710904
10,4.0,1.0,0.3,5,1.0,1.0,Neel,0.3001146059273653,0.3001146059273653,0.054782716793471034,0.054782716793471034
10,4.0,1.0,0.3,6,1.0,0.8,spiral,0.28038796555212625,0.27903769604164286,0.05295167283024459,0.052824018783281045
10,4.0,1.0,0.4,1,1.0,1.0,Neel,0.24230611732345775,0.24230611732345775,0.04922459926941587,0.04922459926941587
10,4.0,1.0,0.4,2,1.0,1.0,Neel,0.25184280256448194,0.25184280256448194,0.050183941910184965,0.050183941910184965
10,4.0,1.0,0.4,3,1.0,1.0,Neel,0.2382164177774888,0.2382164177774888,0.04880741929025635,0.04880741929025635
10,4.0,1.0,0.4,4,1.0,1.0,Neel,0.23952729356496733,0.23952729356496733,0.048941525677584606,0.048941525677584606
10,4.0,1.0,0.4,5,1.0,1.0,Neel,0.23658479426892023,0.23658479426892023,0.04863998296349622,0.04863998296349622
10,4.0,1.0,0.4,6,1.0,1.0,Neel,0.24067270254788026,0.24067270254788026,0.049058404228825084,0.049058404228825084
10,4.0,1.0,0.5,1,1.0,1.0,Neel,0.22154086009289564,0.22154086009289564,0.04706812722988834,0.04706812722988834
10,4.0,1.0,0.5,2,1.0,1.0,Neel,0.22275871826135574,0.22275871826135574,0.047197321773735826,0.047197321773735826
10,4.0,1.0,0.5,3,1.0,0.8,spiral,0.21935819288161085,0.21530463699387528,0.04683569075839609,0.0464009307012128
10,4.0,1.0,0.5,4,0.8,1.0,spiral,0.2190227520217582,0.21874789172707293,0.046799866668801336,0.046770491950274905
10,4.0,1.0,0.5,5,0.6,1.0,spiral,0.22299126880991899,0.21764798468157487,0.047221951337266754,0.04665275819086958
10,4.0,1.0,0.5,6,1.0,1.0,Neel,0.2202232859859274,0.2202232859859274,0.0469279539279018,0.0469279539279018
10,4.0,1.0,0.6,1,1.0,0.2,spiral,0.22052782070532628,0.1983657920429121,0.04696038976683714,0.0445382747805651
10,4.0,1.0,0.6,2,1.0,0.0,stripe,0.2195164929674815,0.2046018203805097,0.046852587224984865,0.045232932734956474
10,4.0,1.0,0.6,3,1.8,1.0,spiral,0.21857873449904316,0.2015796186253444,0.046752404697410294,0.04489761893746086
10,4.0,1.0,0.6,4,1.0,0.0,stripe,0.21859271484084375,0.20545240743973273,0.046753899820319134,0.045326858201262164
10,4.0,1.0,0.6,5,0.0,1.0,stripe,0.22793156449595237,0.20164691353214867,0.04774217888785056,0.04490511257442171
10,4.0,1.0,0.6,6,1.0,0.0,stripe,0.21786957655115372,0.2025235257680694,0.0466765012132608,0.04500261389831366
10,4.0,1.0,0.7,1,1.0,0.0,stripe,0.22231892877580353,0.18537650565646832,0.047150708242379935,0.043055371982653724
10,4.0,1.0,0.7,2,0.0,1.0,stripe,0.22425895962005823,0.19224900691381716,0.04735598796562672,0.04384620929040698
10,4.0,1.0,0.7,3,0.0,1.0,stripe,0.22376877392905073,0.19119673885385927,0.04730420424539987,0.04372604931317935
10,4.0,1.0,0.7,4,1.0,0.0,stripe,0.2205222567422227,0.1883909056407746,0.04695979735286585,0.04340402120089504
10,4.0,1.0,0.7,5,0.0,1.0,stripe,0.22194808701118385,0.18495240099250634,0.04711136667633235,0.043006092707023075
10,4.0,1.0,0.7,6,1.0,0.0,stripe,0.2209258072431473,0.18958697002913882,0.047002745371217125,0.04354158587248962
10,6.0,0.5,0.0,1,0.4,1.0,spiral,0.16952886525599337,0.13525983091989027,0.04117388313676442,0.03677768765432246
10,6.0,0.5,0.0,2,1.0,0.4,spiral,0.17571830945053352,0.131968007437036,0.04191876780757439,0.03632740115078919
10,6.0,0.5,0.0,3,1.0,0.4,spiral,0.17499198690909545,0.13403882416021062,0.0418320435681901,0.03661131302756166
10,6.0,0.5,0.0,4,0.4,1.0,spiral,0.17206012750356248,0.1310449193387989,0.04148013108749326,0.036200126980274375
10,6.0,0.5,0.0,5,0.4,1.0,spiral,0.17289214714704385,0.1321461128906266,0.041580301483640524,0.03635190681252176
10,6.0,0.5,0.0,6,0.4,1.0,spiral,0.16823414955140928,0.1315004155992284,0.041016356438792714,0.03626298603248613
10,6.0,0.5,0.1,1,1.0,0.4,spiral,0.1797510177245451,0.12986107340099107,0.04239705387459665,0.03603624195181721
10,6.0,0.5,0.1,2,1.0,1.6,spiral,0.1709275948018034,0.13095984434269073,0.0413433906207272,0.03618837442365859
10,6.0,0.5,0.1,3,1.0,0.4,spiral,0.1662621131708307,0.13241020097658882,0.04077525146100643,0.03638821251127744
10,6.0,0.5,0.1,4,1.0,0.4,spiral,0.17166087232204894,0.13129944835569837,0.04143197706144964,0.03623526574425781
10,6.0,0.5,0.1,5,0.4,1.0,spiral,0.1714690234387509,0.13123273945878872,0.041408818316724626,0.03622605960614385
10,6.0,0.5,0.1,6,0.4,1.0,spiral,0.17167026633373872,0.1313298441704249,0.041433110712778824,0.036239459732510484
10,6.0,0.5,0.2,1,1.0,0.4,spiral,0.17065653701592104,0.1303201601658173,0.04131059634233341,0.03609988367928867
10,6.0,0.5,0.2,2,0.4,1.0,spiral,0.17587723007112355,0.12885694588236227,0.04193771930745919,0.035896649688008805
10,6.0,0.5,0.2,3,1.0,0.4,spiral,0.16929398116407,0.13159643501657328,0.04114534981794054,0.03627622293136005
10,6.0,0.5,0.2,4,0.4,1.0,spiral,0.17023848068570183,0.12944902277071735,0.041259966151913144,0.03597902482985293
10,6.0,0.5,0.2,5,1.0,0.4,spiral,0.1733842889829018,0.13254061727389943,0.04163943911520685,0.036406128230546494
10,6.0,0.5,0.2,6,0.4,1.0,spiral,0.1698122416060648,0.13173753542671657,0.0412082809161053,0.03629566577798465
10,6.0,0.5,0.3,1,1.0,0.4,spiral,0.16986870340041366,0.1258762012033396,0.041215131129284745,0.035479036233153176
10,6.0,0.5,0.3,2,1.0,0.4,spiral,0.17028764142448485,0.12900854175468537,0.041265923159973635,0.035917759083033754
10,6.0,0.5,0.3,3,1.0,0.4,spiral,0.16839316419261588,0.1282532406098998,0.04103573615674707,0.035812461603455824
10,6.0,0.5,0.3,4,0.4,1.0,spiral,0.1691529624698503,0.12961779225983677,0.04112820959753175,0.03600247106239192
10,6.0,0.5,0.3,5,0.4,1.0,spiral,0.17566390688688238,0.12639177465565019,0.04191227825910712,0.035551620871016584
10,6.0,0.5,0.3,6,0.4,1.0,spiral,0.17170851687303532,0.12597747374742707,0.041437726394317934,0.03549330553039926
10,6.0,0.5,0.4,1,0.0,1.0,stripe,0.18483529132091497,0.11510964952242278,0.04299247507656601,0.03392781300385021
10,6.0,0.5,0.4,2,0.0,1.0,stripe,0.18389574970109418,0.11458834347546502,0.04288306771921689,0.03385090005826507
10,6.0,0.5,0.4,3,0.0,1.0,stripe,0.18916119140088236,0.11587310521805064,0.04349266505985605,0.034040138839030995
10,6.0,0.5,0.4,4,1.0,0.0,stripe,0.19179089471500502,0.11570429708141942,0.04379393733326623,0.03401533434811709
10,6.0,0.5,0.4,5,1.0,0.2,spiral,0.187919036198993,0.11200849266034785,0.043349629317791516,0.03346766987113801
10,6.0,0.5,0.4,6,0.0,1.0,stripe,0.1974294850336969,0.11679881286127629,0.04443303782476468,0.034175841300731175
10,6.0,0.5,0.5,1,0.0,1.0,stripe,0.1901688331467664,0.11044729749532282,0.043608351625206654,0.03323361212617774
10,6.0,0.5,0.5,2,1.0,0.0,stripe,0.1832745196051331,0.11138625617488182,0.04281057341418509,0.033374579574113265
10,6.0,0.5,0.5,3,0.0,1.0,stripe,0.18804671162219594,0.11200802010608671,0.04336435305895799,0.033467599272443596
10,6.0,0.5,0.5,4,1.0,0.0,stripe,0.17322886106837085,0.11145612139615146,0.0416207713850153,0.0333850447650069
10,6.0,0.5,0.5,5,0.2,1.0,spiral,0.18027394208194059,0.11119152105171307,0.04245867898109179,0.033345392643019375
10,6.0,0.5,0.5,6,1.0,0.0,stripe,0.18794268059761698,0.10893785959992905,0.043352356406268965,0.03300573580454298
10,6.0,0.5,0.6,1,0.0,1.0,stripe,0.1628099948198736,0.09414091871100903,0.040349720546724185,0.030682392134742206
10,6.0,0.5,0.6,2,0.0,1.0,stripe,0.15426927717340164,0.09037327440483615,0.03927712784476503,0.03006214802784993
10,6.0,0.5,0.6,3,0.0,1.0,stripe,0.15719283588113717,0.08965949555079869,0.03964755173792414,0.029943195479240136
10,6.0,0.5,0.6,4,1.0,0.0,stripe,0.15900179918208462,0.0904297317555688,0.03987502967799329,0.030071536667681083
10,6.0,0.5,0.6,5,0.4,1.0,spiral,0.15838443022913384,0.09240959550684141,0.0397975414101341,0.030398946611164244
10,6.0,0.5,0.6,6,0.0,1.0,stripe,0.15969905529938594,0.0906077187696516,0.03996236420676159,0.030101116054002314
10,6.0,0.5,0.7,1,1.0,0.4,spiral,0.15702540423608405,0.08328795556085726,0.039626431108047575,0.028859652728481896
10,6.0,0.5,0.7,2,0.4,1.0,spiral,0.15673687439896056,0.08507431972194188,0.0395900081332349,0.029167502416549463
10,6.0,0.5,0.7,3,1.0,0.4,spiral,0.15551608351779123,0.08485943129922734,0.0394355275757522,0.02913064216580667
10,6.0,0.5,0.7,4,0.4,1.0,spiral,0.15373130239294036,0.0843986697160212,0.03920858354913377,0.029051449140451015
10,6.0,0.5,0.7,5,0.4,1.0,spiral,0.15960759238208544,0.08456541774045204,0.039950918935874984,0.029080133723979336
10,6.0,0.5,0.7,6,0.4,1.0,spiral,0.1557287533537352,0.08150086260794673,0.03946248260737471,0.028548355926033064
10,6.0,0.56,0.0,1,0.6,1.0,spiral,0.182139263326364,0.15407795838111144,0.04267777680788492,0.03925276530145506
10,6.0,0.56,0.0,2,1.4,1.0,spiral,0.17596152313944227,0.15514496411424925,0.04194776789525782,0.03938844552838424
10,6.0,0.56,0.0,3,1.0,0.6,spiral,0.17823296159624163,0.15621368294960797,0.042217645788963844,0.03952387670125591
10,6.0,0.56,0.0,4,0.6,1.0,spiral,0.182153439083114,0.15466894525288255,0.042679437564606446,0.03932797290134372
10,6.0,0.56,0.0,5,0.6,1.0,spiral,0.18563881391996115,0.1546839405523181,0.043085822949081656,0.0393298792970838
10,6.0,0.56,0.0,6,1.4,1.0,spiral,0.1850066969914604,0.15366974907731695,0.04301240483761172,0.03920073329381951
10,6.0,0.56,0.1,1,1.0,0.6,spiral,0.18113347603853097,0.15272050296973055,0.04255977866936469,0.039079470693668635
10,6.0,0.56,0.1,2,1.4,1.0,spiral,0.18052365650691637,0.15649131198428298,0.042488075563258496,0.039558982795855985
10,6.0,0.56,0.1,3,0.6,1.0,spiral,0.18154404665168794,0.15440745545149917,0.042607985947670415,0.03929471407854995
10,6.0,0.56,0.1,4,0.6,1.0,spiral,0.18233556709322232,0.15585140405461143,0.042700768973546875,0.03947801971409045
10,6.0,0.56,0.1,5,0.6,1.0,spiral,0.1838942944849976,0.16090600977320413,0.04288289804630718,0.040113091350979686
10,6.0,0.56,0.1,6,1.0,0.6,spiral,0.17911130390162644,0.15553708570151956,0.04232154343849317,0.03943819033646442
10,6.0,0.56,0.2,1,0.4,1.0,spiral,0.1968304953650179,0.1476081113816076,0.04436558298557767,0.03841980106424389
10,6.0,0.56,0.2,2,0.4,1.0,spiral,0.19622200739275372,0.15072933264508448,0.04429695332556786,0.038823875726810744
10,6.0,0.56,0.2,3,0.4,1.0,spiral,0.19058710259651185,0.14989788799898066,0.043656282777684116,0.038716648615160464
10,6.0,0.56,0.2,4,0.4,1.0,spiral,0.19203709004384456,0.14939323649318034,0.04382203669888525,0.03865142125371075
10,6.0,0.56,0.2,5,0.4,1.0,spiral,0.19133347223107527,0.15114354645666406,0.04374168174991392,0.038877184370355845
10,6.0,0.56,0.2,6,0.4,1.0,spiral,0.19417187312353867,0.14866412764198542,0.044064937662901406,0.03855698738775962
10,6.0,0.56,0.3,1,0.0,1.0,stripe,0.1831009784195112,0.13919764696384604,0.042790300118077135,0.037309200871078176
10,6.0,0.56,0.3,2,0.8,1.8,other,0.1731873721604425,0.14431082190828928,0.04161578692761228,0.03798826422834943
10,6.0,0.56,0.3,3,0.0,1.0,stripe,0.1800199560613476,0.14307297374129394,0.04242875865039509,0.037824988267188386
10,6.0,0.56,0.3,4,1.0,0.4,spiral,0.17622543740018567,0.1442783882399908,0.0419792135943714,0.037983995082138323
10,6.0,0.56,0.3,5,0.0,1.0,stripe,0.1857827690639881,0.14295414236725465,0.04310252533947264,0.037809276952522466
10,6.0,0.56,0.3,6,0.0,1.0,stripe,0.18370206620814952,0.13928131935902033,0.04286047902300551,0.03732041255921755
10,6.0,0.56,0.4,1,1.0,0.2,spiral,0.19211851975965577,0.13212187409165077,0.04383132666936466,0.036348572749373635
10,6.0,0.56,0.4,2,1.0,0.0,stripe,0.1963419159503253,0.13297037897305422,0.04431048588656249,0.03646510372576146
10,6.0,0.56,0.4,3,1.0,0.0,stripe,0.18999964302636096,0.1329351674742633,0.04358894848770282,0.036460275297131715
10,6.0,0.56,0.4,4,1.0,0.0,stripe,0.1815424328748207,0.13014483254211093,0.042607796572320035,0.03607559182357386
10,6.0,0.56,0.4,5,1.0,0.0,stripe,0.186672710443816,0.13532897420694864,0.043205637415019815,0.036787086621115926
10,6.0,0.56,0.4,6,1.0,0.0,stripe,0.19431756751930415,0.135060773422585,0.0440814663457676,0.036750615426491155
10,6.0,0.56,0.5,1,1.0,0.2,spiral,0.19670943402920504,0.1156392255346486,0.04435193727777909,0.03400576797172041
10,6.0,0.56,0.5,2,1.0,0.2,spiral,0.19323915697225058,0.11537725823194671,0.0439589759858269,0.033967228063524216
10,6.0,0.56,0.5,3,0.0,1.0,stripe,0.20159597225325737,0.11356024630070116,0.044899440113798456,0.033698701206530374
10,6.0,0.56,0.5,4,0.2,1.0,spiral,0.19657824028586132,0.11259912660384166,0.04433714473055988,0.03355579333048791
