L,U,n,delta,seed,qx,qy,kind,S_peak,S_pipi,m_peak,m_pipi
10,0.0,0.78,0.3,5,0.8,1.0,spiral,0.18359198696784174,0.17025298849760095,0.042847635520276,0.04126172421234975
10,0.0,0.78,0.3,6,0.8,1.0,spiral,0.18359198696784174,0.17025298849760095,0.042847635520276,0.04126172421234975
10,0.0,0.78,0.4,1,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.4,2,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.4,3,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.4,4,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.4,5,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.4,6,1.0,0.8,spiral,0.1606376004920565,0.15433286872136814,0.040079620818073675,0.03928522224976819
10,0.0,0.78,0.5,1,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.5,2,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.5,3,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.5,4,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.5,5,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.5,6,1.0,0.0,stripe,0.1596345939629526,0.13027123794424617,0.039954298137115686,0.03609310709044681
10,0.0,0.78,0.6,1,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.6,2,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.6,3,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.6,4,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.6,5,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.6,6,0.0,1.0,stripe,0.15900266284620518,0.1223620395889545,0.03987513797420708,0.03498028581772231
10,0.0,0.78,0.7,1,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.78,0.7,2,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.78,0.7,3,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.78,0.7,4,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.78,0.7,5,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.78,0.7,6,0.0,1.0,stripe,0.16439444786641125,0.11154313040182104,0.04054558519326257,0.03339807335787815
10,0.0,0.88,0.0,1,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.0,2,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.0,3,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.0,4,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.0,5,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.0,6,1.0,1.0,Neel,0.20782897816963347,0.20782897816963347,0.045588263639848525,0.045588263639848525
10,0.0,0.88,0.1,1,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.1,2,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.1,3,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.1,4,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.1,5,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.1,6,0.8,1.0,spiral,0.20281717477304467,0.2023361543459848,0.0450352278525428,0.04498179124334477
10,0.0,0.88,0.2,1,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.2,2,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.2,3,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.2,4,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.2,5,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.2,6,1.0,0.8,spiral,0.1981033495334384,0.1963993716458033,0.044508802447767386,0.044316968719194154
10,0.0,0.88,0.3,1,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.3,2,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.3,3,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.3,4,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.3,5,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.3,6,1.0,0.8,spiral,0.18935506948514952,0.18792859676283147,0.043514947947245614,0.04335073203105473
10,0.0,0.88,0.4,1,0.8,1.0,spiral,0.16850227728761352,0.16457383330192835,0.04104902889078054,0.04056770061291721
10,0.0,0.88,0.4,2,0.8,1.0,spiral,0.16850227728761352,0.16457383330192835,0.04104902889078054,0.04056770061291721
