U,nup,delta,Spipi,M,chi_son,chi_sext,chi_d,chi_dxy,n,Mdelta,M0,dM,dMdelta
6.0,6,0.2,0.0837929549082675,0.2894687679930851,-17.037189905255886,-12.044356487369866,-3.26203639240171,-0.875509297319723,0.3333333333333333,0.057893753598617,0.2885110818219826,0.0009576861711024787,0.00019153723422049573
6.0,6,0.3,0.0841443306871239,0.2900755143143835,-17.70418824001417,-12.211593901300446,-3.44762009412537,-3.4217335975198395,0.3333333333333333,0.087022654294315,0.2885795957875209,0.001495918526862594,0.0004487755580587782
6.0,6,0.4,0.083699148797325,0.2893063248338237,-18.50402562617047,-12.492120445945496,-5.203124907021721,-7.997921910332653,0.3333333333333333,0.1157225299335295,0.2880765327352975,0.0012297920985261945,0.0004919168394104779
6.0,8,0.0,0.1133158474750512,0.3366235237447037,-8.914709662906008,-5.684726749073573,-3.366829360027392,1.5995860991654884,0.4444444444444444,0.0,0.3333333333333332,0.0032901904113705194,0.0
6.0,8,0.1,0.111959437453428,0.3346032784423076,-8.996682676406156,-5.7596137144614445,-2.5472688505920513,0.940501531651204,0.4444444444444444,0.0334603278442307,0.3321585527346244,0.0024447257076831708,0.0002444725707683171
6.0,8,0.2,0.1116768921905047,0.3341799962327563,-9.262845468669823,-5.843136776988817,-3.307190166947939,0.3785395422481274,0.4444444444444444,0.0668359992465512,0.3295773506895175,0.004602645543238804,0.0009205291086477607
6.0,8,0.3,0.1097988736235447,0.3313590247553714,-9.59856723649773,-5.9456694384060205,-3.372424442177707,-1.166380606195956,0.4444444444444444,0.0994077074266114,0.3256370516314664,0.005721973123904989,0.0017165919371714966
6.0,8,0.4,0.1055832890294638,0.324935793587139,-10.004819860058737,-5.119820151111202,-3.0129246218280215,-2.98728247166468,0.4444444444444444,0.1299743174348556,0.3179919727399699,0.006943820847169102,0.002777528338867641
6.0,10,0.0,0.1478014660390809,0.3844459299112296,-4.9175410481801665,-2.2615652755977416,-1.0988422591201663,1.0765845456535332,0.5555555555555556,0.0,0.3726779962499648,0.011767933661264829,0.0
6.0,10,0.1,0.147323508488858,0.3838271295968519,-4.943609220053271,-2.271056284958728,-0.7653215307333131,0.6533479357506691,0.5555555555555556,0.0383827129596851,0.3710342234907155,0.01279290610613637,0.0012792906106136371
6.0,10,0.2,0.1443094409911502,0.3798762258053039,-5.018455117736678,-2.2524419926906236,-0.8729221548079282,-0.1079916695078809,0.5555555555555556,0.0759752451610607,0.3664720083793387,0.013404217425965204,0.0026808434851930407
6.0,10,0.3,0.1391935739702607,0.3730807076828452,-5.135354693006179,-2.0323891726727026,-1.3901766254599774,-0.9877376452867908,0.5555555555555556,0.1119242123048535,0.3599074596800952,0.013173248002749993,0.003951974400824998
6.0,10,0.4,0.1335166374570574,0.3653956993337808,-5.230507628557649,-1.91023995881986,-1.122912864088035,-1.835292793472325,0.5555555555555556,0.1461582797335123,0.3523960932472829,0.012999606086497917,0.005199842434599167
6.0,12,0.0,0.1993376877485083,0.446470502034594,-2.8442299230800216,-0.234260781338647,0.0224746487055528,0.0842046906312409,0.6666666666666666,0.0,0.4082482904638631,0.03822221157073091,0.0
6.0,12,0.1,0.1934966993931033,0.4398743102644005,-2.8579792575606113,-0.2819741365432375,-0.2995038760152422,-0.1770333040720705,0.6666666666666666,0.04398743102644,0.4067482916732852,0.0331260185911153,0.0033126018591115303
6.0,12,0.2,0.1901958266894144,0.4361131441278592,-2.793220809133823,-0.0328181236427014,-0.7532047502207401,-0.6562233631939054,0.6666666666666666,0.0872226288255718,0.4025909967986911,0.033522147329168084,0.006704429465833617
6.0,12,0.3,0.1828475744218291,0.4276008446401912,-2.7545835099580915,-0.1483987973167913,-0.1217716251325949,-1.2899985323326435,0.6666666666666666,0.1282802533920573,0.3966247058759164,0.030976138764274797,0.009292841629282438
6.0,12,0.4,0.1771467477966297,0.4208869810268054,-2.711688934631917,-0.165268296874071,-0.0786798621320952,-2.0907975927880944,0.6666666666666666,0.1683547924107221,0.3898214774915892,0.0310655035352162,0.01242620141408648
6.0,14,0.0,0.2448139249438886,0.4947827978471975,-1.694676840974199,0.8148770709839046,0.4934211435620794,-0.5819169858820076,0.7777777777777778,0.0,0.4249182927993986,0.0698645050477989,0.0
6.0,14,0.1,0.2485060760193685,0.4985034765675471,-1.6760053034057318,0.8035971225435792,0.3629591330252401,-0.6674643521761322,0.7777777777777778,0.0498503476567547,0.4234773449288935,0.07502613163865363,0.007502613163865363
6.0,14,0.2,0.2268095584428899,0.4762427997823701,-1.634552022890879,0.8304561784363003,0.403021650318239,-1.0187320123076162,0.7777777777777778,0.095248559956474,0.4194858753191253,0.05675692446324482,0.011351384892648964
6.0,14,0.3,0.2549400494594682,0.5047604708902272,-1.558335859204346,0.8028668936485123,0.3325862834285818,-1.168034691382738,0.7777777777777778,0.1514281412670681,0.4261509271501159,0.07860954374011137,0.02358286312203341
6.0,14,0.4,0.2511173099888023,0.5011062418414843,-1.5371391067289697,0.8152758536283388,0.4774842883087827,-1.1435987773308802,0.7777777777777778,0.2004424967365937,0.4196744206435395,0.08143182119794484,0.032572728479177936
6.0,16,0.0,0.3718922717328667,0.6094897630086034,-1.0077550980806198,1.2477849677095367,0.9382844967536972,-0.2924058237418885,0.8888888888888888,0.0,0.430722229724032,0.17876753328457134,0.0
6.0,16,0.1,0.2824614636870621,0.5314464351967781,-1.0160221899002817,1.2171378724952715,0.762546148559306,-0.1803110246303189,0.8888888888888888,0.0531446435196778,0.4234773449288935,0.10796909026788465,0.010796909026788466
6.0,16,0.2,0.2930189702773186,0.5412929906062457,-0.9989830808719208,1.1895057571965406,0.8210572718176626,-0.4262987465676979,0.8888888888888888,0.1082585981212491,0.4203250640128667,0.12096792659337902,0.024193585318675805
6.0,16,0.3,0.4244197826880858,0.6513055174651549,-0.9832400415005652,1.1551894575750916,0.9965396784150252,-0.2198170075323925,0.8888888888888888,0.1953916552395464,0.4358490758338971,0.21545644163125777,0.06463693248937732
6.0,16,0.4,0.2469718143275476,0.4969335475913894,-0.9934192887776762,1.084919998510932,0.5760897461056887,0.4594027299037767,0.8888888888888888,0.1987734190365558,0.40724645265811,0.08968709493327942,0.03587483797331177
6.0,18,0.0,0.4570838093165297,0.6749475813019141,-0.6224887687579677,1.415142603738249,1.3657131657395123,-0.1404462575273657,1.0,0.0,0.4426913355960791,0.23225624570583503,0.0
6.0,18,0.1,0.4485301183152355,0.669286111891256,-0.6693409393185608,1.412413307232038,1.1328927722711872,0.6633300776202736,1.0,0.0669286111891256,0.438325694329067,0.230960417562189,0.0230960417562189
6.0,18,0.2,0.3781788252014637,0.6147654103089463,-0.7081416986568755,1.3648658522065873,0.9327134677614836,0.9750685519313534,1.0,0.1229530820617892,0.4289350169497801,0.18583039335916618,0.03716607867183324
6.0,18,0.3,0.3331233136536018,0.5771345682101725,-0.7417194503834099,1.2969933257577295,0.8347311471032494,1.1984047699950218,1.0,0.1731403704630517,0.4232553563713483,0.1538792118388242,0.04616376355164726
6.0,18,0.4,0.2762229638919414,0.5254516499236441,-0.7640917011551162,1.2183396308486942,0.5793432856608722,1.5909080667457347,1.0,0.2101806599694576,0.40724645265811,0.11820519726553413,0.04728207890621366
8.0,4,0.0,0.0555239331192673,0.2356350932314298,-28.030681410265597,-32.796633108061194,-6.34901135970181,2.701762992309037,0.2222222222222222,0.0,0.2357022603955159,-6.716716408608492e-05,-0.0
8.0,4,0.1,0.055273256939413,0.2351020873868976,-28.43435876007955,-32.87997538543789,-3.6093875627209457,-0.7805024164712483,0.2222222222222222,0.0235102087386897,0.2357022603955159,-0.0006001730086182822,-6.001730086182822e-05
8.0,4,0.2,0.0553256619842702,0.2352132455272835,-28.755152085748012,-31.608409977167565,-5.173300506882892,-2.0954946483677737,0.2222222222222222,0.0470426491054567,0.2357022603955158,-0.0004890148682323014,-9.78029736464603e-05
8.0,4,0.3,0.0552212893287053,0.2349904502844948,-30.164141258509048,-30.189982561416816,-5.981025951649753,-8.147160736495488,0.2222222222222222,0.0704971350853484,0.2357022603955158,-0.0007118101110210051,-0.00021354303330630152
8.0,4,0.4,0.0556860813726191,0.2359784423459664,-31.62097402244291,-31.16185494450346,-5.215379484601071,-15.372353372134665,0.2222222222222222,0.0943913769383865,0.2357022603955158,0.00027618195045059357,0.00011047278018023744
8.0,6,0.0,0.0827822556558548,0.2877173207200656,-14.945020941340417,-9.096042866721431,-6.392267389952778,0.323839203454475,0.3333333333333333,0.0,0.2886751345948129,-0.0009578138747473042,-0.0
8.0,6,0.1,0.0842080283287471,0.2901861388471329,-15.026501172653184,-9.38490698110872,-4.768248239980151,1.3824043061172293,0.3333333333333333,0.0290186138847132,0.2885058445559141,0.001680294291218798,0.0001680294291218798
8.0,6,0.2,0.0839001216673966,0.2896542397303135,-15.30919723968,-9.153595080285276,-5.267620561634149,-0.9424246820733408,0.3333333333333333,0.0579308479460627,0.2885110818219826,0.0011431579083309162,0.00022863158166618326
8.0,6,0.3,0.0830770353616556,0.2882303740976554,-15.940970590880935,-9.526631793917815,-5.855241515708362,-2.1676056047780308,0.3333333333333333,0.0864691122292966,0.2885795957875209,-0.0003492216898655087,-0.00010476650695965261
8.0,6,0.4,0.0832215499171885,0.288475545234323,-16.12353879642379,-9.678403185972767,-6.503177790293319,-4.0220750786066,0.3333333333333333,0.1153902180937292,0.2880765327352975,0.0003990124990255195,0.0001596049996102078
8.0,8,0.0,0.1119540358179767,0.3345897763707702,-7.667717301949086,-4.897437591556321,-3.641256502785446,1.9434954627532897,0.4444444444444444,0.0,0.3333333333333332,0.001256443037436994,0.0
8.0,8,0.1,0.111799027176639,0.3343604347015856,-7.742654570572742,-4.4368727653891975,-4.3159608367455,1.546204352191553,0.4444444444444444,0.0334360434701585,0.3321585527346244,0.0022018819669611944,0.00022018819669611945
8.0,8,0.2,0.1113576250605884,0.3337011968963592,-7.766829122928783,-4.40786668364068,-4.1015081042679,0.2179464750236433,0.4444444444444444,0.0667402393792718,0.3295773506895175,0.004123846206841697,0.0008247692413683394
8.0,8,0.3,0.107779921302863,0.3282976425572733,-7.923545641983484,-3.9215194609508246,-6.379905718840355,0.1790854963344018,0.4444444444444444,0.0984892927671819,0.3256370516314664,0.002660590925806894,0.0007981772777420681
8.0,8,0.4,0.1050059176039549,0.3240448709168541,-8.105305932799793,-4.9587654586544305,-3.4225317531220405,-2.050357921430934,0.4444444444444444,0.1296179483667416,0.3179919727399699,0.006052898176884203,0.002421159270753681
8.0,10,0.0,0.1447255841558958,0.3804199033782172,-3.957959999993383,-2.1912097707595897,-1.5618451769252646,0.9747264368367132,0.5555555555555556,0.0,0.3726779962499648,0.007741907128252401,0.0
8.0,10,0.1,0.1465520296227006,0.3828174249802481,-3.941129133893672,-2.145297176020027,-1.6966975095788577,0.2271950671703787,0.5555555555555556,0.0382817424980248,0.3710342234907155,0.011783201489532602,0.0011783201489532604
8.0,10,0.2,0.1424485643461768,0.3774215320050727,-3.98516280975384,-2.0304590199571924,-1.2346704155222994,-0.0050805795269946,0.5555555555555556,0.0754843064010145,0.3664720083793387,0.010949523625734037,0.0021899047251468075
8.0,10,0.3,0.1373152776542768,0.3705543657683414,-3.967683143351836,-1.939489918330353,-1.8766251400098168,-0.4140705539192543,0.5555555555555556,0.1111663097305024,0.3599074596800952,0.0106469060882462,0.00319407182647386
8.0,10,0.4,0.1345784581544463,0.3668483683872372,-3.962908111134925,-1.9402259197493787,-1.7985212170389042,-1.360799882279624,0.5555555555555556,0.1467393473548948,0.3523960932472829,0.01445227513995434,0.005780910055981737
8.0,12,0.0,0.1989409651996913,0.4460253189706224,-2.14761186192998,-0.5639198622554148,-0.2294240534549366,-0.0688532506128943,0.6666666666666666,0.0,0.4082482904638631,0.03777702850675935,0.0
8.0,12,0.1,0.1988136530058069,0.4458622131972705,-2.1508045512342475,-0.5320209282366347,-0.2945555927075443,-0.4405917403555052,0.6666666666666666,0.044586221319727,0.4067482916732852,0.039113921523985296,0.00391139215239853
8.0,12,0.2,0.1889675996030503,0.4346587447058965,-2.1296656466935455,-0.4217630277631399,-0.3810766479466878,-1.2366823721987783,0.6666666666666666,0.0869317489411793,0.4025909967986911,0.0320677479072054,0.00641354958144108
8.0,12,0.3,0.1819136068605889,0.4265010574862349,-2.0465373295161933,-0.5429282877952432,-0.5206945040077152,-1.2889971398764042,0.6666666666666666,0.1279503172458704,0.3966247058759164,0.029876351610318486,0.008962905483095545
8.0,12,0.4,0.1774547021291088,0.4212297166311701,-1.962868840732468,-0.4419013498079379,-0.8510695898875776,-1.1977708003523289,0.6666666666666666,0.168491886652468,0.3898214774915892,0.03140823913958091,0.012563295655832363
8.0,14,0.0,0.249041627316046,0.4989620836368289,-1.2197725407902873,0.5150699953210381,0.2273087988464487,-0.4318460075648487,0.7777777777777778,0.0,0.4249182927993986,0.07404379083743035,0.0
8.0,14,0.1,0.2441295953240024,0.4940610598516219,-1.190747193014895,0.5384811089312717,0.3418616642613963,-0.511269188740667,0.7777777777777778,0.0494061059851621,0.4234773449288935,0.07058371492272841,0.007058371492272841
8.0,14,0.2,0.2415749524574357,0.4914747501578538,-1.1555818799694957,0.588162430020273,0.0878459612448882,-0.8116342203678836,0.7777777777777778,0.0982949500315707,0.4194858753191253,0.07198887483872851,0.014397774967745703
8.0,14,0.3,0.2530164979451084,0.5029852072338559,-1.1277334577458715,0.5511636948867761,0.2532819945064787,-0.94690972196645,0.7777777777777778,0.1508955621701567,0.4261509271501159,0.07683428008373999,0.023050284025121996
8.0,14,0.4,0.2529847327830615,0.5028736127468089,-1.1120381072606984,0.534477923178304,0.2023187654760608,-0.8774629606242067,0.7777777777777778,0.2011494450987235,0.4196744206435395,0.08319919210326937,0.03327967684130775
8.0,16,0.0,0.3531190051617991,0.5938748889762842,-0.6893882472524799,1.1444106717775846,0.9225448503256648,-0.1860661861121287,0.8888888888888888,0.0,0.430722229724032,0.16315265925225214,0.0
8.0,16,0.1,0.2872909588147221,0.5358411540879007,-0.6817748404722354,1.1298694654787942,0.7897585895461839,-0.33478832036466,0.8888888888888888,0.05358411540879,0.4234773449288935,0.11236380915900718,0.011236380915900719
8.0,16,0.2,0.2934576542547726,0.5412602835799042,-0.6826705975865183,1.1436817578088536,0.7521243969233612,-0.0874747619065788,0.8888888888888888,0.1082520567159808,0.4203250640128667,0.12093521956703751,0.024187043913407504
8.0,16,0.3,0.4460510427691551,0.6678473834530512,-0.6703242426167164,1.0495018613633798,0.6150587665294677,0.0424121993665482,0.8888888888888888,0.2003542150359153,0.4358490758338971,0.23199830761915408,0.06959949228574622
8.0,16,0.4,0.2819689153213672,0.5305860183473234,-0.6721674705473178,1.0168829693051225,0.5508698503714942,0.6172794275536679,0.8888888888888888,0.2122344073389294,0.40724645265811,0.12333956568921345,0.049335826275685384
8.0,18,0.0,0.5293377637892821,0.7260142028677592,-0.3727473330720217,1.2174938316690882,1.3748270907493294,-0.3970561240297613,1.0,0.0,0.4426913355960791,0.2833228672716801,0.0
8.0,18,0.1,0.6223031185784555,0.7864931205748248,-0.3835903707514617,1.2424752640368064,1.3185165145154738,0.2131462239707044,1.0,0.0786493120574824,0.438325694329067,0.3481674262457578,0.034816742624575785
8.0,18,0.2,0.4479010810346022,0.6684093602584134,-0.4192402940313904,1.280144512611557,1.1994522157123992,0.3968065128620909,1.0,0.1336818720516826,0.4289350169497801,0.23947434330863326,0.04789486866172665
8.0,18,0.3,0.382435726024652,0.6180636244241998,-0.4508368281470866,1.22641147129517,1.026429588963013,0.8507376822395448,1.0,0.1854190873272599,0.4232553563713483,0.1948082680528515,0.05844248041585545
8.0,18,0.4,0.3130573999079006,0.5594459257569847,-0.4729038088740263,1.2053837352912358,0.7611379494927689,1.324491772233493,1.0,0.2237783703027939,0.40724645265811,0.15219947309887472,0.06087978923954989
