L,nup,delta,U,seed,Spipi,m,M_raw,mdelta,Psi_dxy,Psi_dx2y2,chi_pipi,chi_pipi_err,n
8,16,0.0,0.0,1,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,16,0.0,0.0,2,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,16,0.0,0.0,3,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,16,0.0,0.0,4,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,16,0.0,0.0,5,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,16,0.0,0.0,6,0.125,0.0441941738241592,0.3535533905932738,0.0,1.8431436932253575e-18,-0.0022581629586051,0.0307815776510251,2.3434823675551146e-18,0.5
8,18,0.0,0.0,1,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,18,0.0,0.0,2,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,18,0.0,0.0,3,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,18,0.0,0.0,4,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,18,0.0,0.0,5,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,18,0.0,0.0,6,0.140625,0.046875,0.375,0.0,-0.0003853671794189,0.0009819330173227,0.0373179326415476,2.1174998587429784e-18,0.5625
8,21,0.0,0.0,1,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,21,0.0,0.0,2,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,21,0.0,0.0,3,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,21,0.0,0.0,4,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,21,0.0,0.0,5,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,21,0.0,0.0,6,0.1640625,0.0506307867063114,0.4050462936504913,0.0,-0.000177667836593,0.0013148060278604,0.0447543864112165,4.807406715958909e-18,0.65625
8,25,0.0,0.0,1,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,25,0.0,0.0,2,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,25,0.0,0.0,3,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,25,0.0,0.0,4,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,25,0.0,0.0,5,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,25,0.0,0.0,6,0.1953125,0.055242717280199,0.4419417382415922,0.0,5.421010862427522e-19,5.204170427930421e-18,0.0546696581041082,5.782122458781651e-18,0.78125
8,28,0.0,0.0,1,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,28,0.0,0.0,2,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,28,0.0,0.0,3,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,28,0.0,0.0,4,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,28,0.0,0.0,5,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,28,0.0,0.0,6,0.1970934089558005,0.0554940043151905,0.4439520345215241,0.0,-9.778206898180773e-05,-0.0013464862563547,0.0560943852687487,8.822787227051603e-17,0.875
8,32,0.0,0.0,1,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,32,0.0,0.0,2,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,32,0.0,0.0,3,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,32,0.0,0.0,4,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,32,0.0,0.0,5,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,32,0.0,0.0,6,0.2035293453109979,0.0563927834078469,0.4511422672627759,0.0,0.0002709202548614,-0.0008171360714211,0.0612431343529066,7.298218962490744e-18,1.0
8,16,0.1,0.0,1,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,16,0.1,0.0,2,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,16,0.1,0.0,3,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,16,0.1,0.0,4,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,16,0.1,0.0,5,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,16,0.1,0.0,6,0.1245701393052588,0.0441181190288601,0.3529449522308809,0.004411811902886,-0.0001574493651319,0.0001216897552807,0.0261181993558944,2.5919462405342317e-18,0.5
8,18,0.1,0.0,1,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,18,0.1,0.0,2,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,18,0.1,0.0,3,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,18,0.1,0.0,4,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,18,0.1,0.0,5,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,18,0.1,0.0,6,0.1396879609300924,0.0467185657906221,0.3737485263249775,0.0046718565790622,0.0002571492526233,0.0002558985079365,0.030891717489517,1.1275702593849245e-18,0.5625
8,21,0.1,0.0,1,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,21,0.1,0.0,2,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,21,0.1,0.0,3,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,21,0.1,0.0,4,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,21,0.1,0.0,5,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,21,0.1,0.0,6,0.1615031812093379,0.0502343229913164,0.4018745839305316,0.0050234322991316,4.87890977618477e-19,-3.469446951953614e-18,0.0373627849635469,2.8819390842226273e-18,0.65625
8,25,0.1,0.0,1,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,25,0.1,0.0,2,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,25,0.1,0.0,3,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,25,0.1,0.0,4,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,25,0.1,0.0,5,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,25,0.1,0.0,6,0.1927531812093379,0.0548795814160048,0.4390366513280388,0.0054879581416004,4.9873299934333204e-18,-1.0408340855860844e-17,0.0535929332327449,1.1765467043548785e-18,0.78125
8,28,0.1,0.0,1,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
8,28,0.1,0.0,2,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
8,28,0.1,0.0,3,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
8,28,0.1,0.0,4,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
8,28,0.1,0.0,5,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
8,28,0.1,0.0,6,0.2005424505276198,0.0559774578691642,0.447819662953314,0.0055977457869164,-1.8519687433866928e-05,2.7755575615628914e-17,0.0598243486873702,5.580851038989246e-18,0.875
