L,nsites,n_target,n,N,U,delta
16,256,0.65,0.6484,83,2.0,0.6
16,256,0.65,0.6484,83,2.0,0.7
16,256,0.65,0.6484,83,3.0,0.1
16,256,0.65,0.6484,83,3.0,0.2
16,256,0.65,0.6484,83,3.0,0.3
16,256,0.65,0.6484,83,3.0,0.4
16,256,0.65,0.6484,83,3.0,0.5
16,256,0.65,0.6484,83,3.0,0.6
16,256,0.65,0.6484,83,3.0,0.7
16,256,0.65,0.6484,83,3.5,0.1
16,256,0.65,0.6484,83,3.5,0.2
16,256,0.65,0.6484,83,3.5,0.3
16,256,0.65,0.6484,83,3.5,0.4
16,256,0.65,0.6484,83,3.5,0.5
16,256,0.65,0.6484,83,3.5,0.6
16,256,0.65,0.6484,83,3.5,0.7
16,256,0.65,0.6484,83,4.0,0.1
16,256,0.65,0.6484,83,4.0,0.2
16,256,0.65,0.6484,83,4.0,0.3
16,256,0.65,0.6484,83,4.0,0.4
16,256,0.65,0.6484,83,4.0,0.5
16,256,0.65,0.6484,83,4.0,0.6
16,256,0.65,0.6484,83,4.0,0.7
16,256,0.65,0.6484,83,4.5,0.1
16,256,0.65,0.6484,83,4.5,0.2
16,256,0.65,0.6484,83,4.5,0.3
16,256,0.65,0.6484,83,4.5,0.4
16,256,0.65,0.6484,83,4.5,0.5
16,256,0.65,0.6484,83,4.5,0.6
16,256,0.65,0.6484,83,4.5,0.7
16,256,0.65,0.6484,83,5.0,0.1
16,256,0.65,0.6484,83,5.0,0.2
16,256,0.65,0.6484,83,5.0,0.3
16,256,0.65,0.6484,83,5.0,0.4
16,256,0.65,0.6484,83,5.0,0.5
16,256,0.65,0.6484,83,5.0,0.6
16,256,0.65,0.6484,83,5.0,0.7
16,256,0.6,0.6016,77,0.0,0.1
16,256,0.6,0.6016,77,0.0,0.2
16,256,0.6,0.6016,77,0.0,0.3
16,256,0.6,0.6016,77,0.0,0.4
16,256,0.6,0.6016,77,0.0,0.5
16,256,0.6,0.6016,77,0.0,0.6
16,256,0.6,0.6016,77,0.0,0.7
16,256,0.6,0.6016,77,2.0,0.1
16,256,0.6,0.6016,77,2.0,0.2
16,256,0.6,0.6016,77,2.0,0.3
16,256,0.6,0.6016,77,2.0,0.4
16,256,0.6,0.6016,77,2.0,0.5
16,256,0.6,0.6016,77,2.0,0.6
16,256,0.6,0.6016,77,2.0,0.7
16,256,0.6,0.6016,77,3.0,0.1
16,256,0.6,0.6016,77,3.0,0.2
16,256,0.6,0.6016,77,3.0,0.3
16,256,0.6,0.6016,77,3.0,0.4
16,256,0.6,0.6016,77,3.0,0.5
16,256,0.6,0.6016,77,3.0,0.6
16,256,0.6,0.6016,77,3.0,0.7
16,256,0.6,0.6016,77,3.5,0.1
16,256,0.6,0.6016,77,3.5,0.2
16,256,0.6,0.6016,77,3.5,0.3
16,256,0.6,0.6016,77,3.5,0.4
16,256,0.6,0.6016,77,3.5,0.5
16,256,0.6,0.6016,77,3.5,0.6
16,256,0.6,0.6016,77,3.5,0.7
16,256,0.6,0.6016,77,4.0,0.1
16,256,0.6,0.6016,77,4.0,0.2
16,256,0.6,0.6016,77,4.0,0.3
16,256,0.6,0.6016,77,4.0,0.4
16,256,0.6,0.6016,77,4.0,0.5
16,256,0.6,0.6016,77,4.0,0.6
16,256,0.6,0.6016,77,4.0,0.7
16,256,0.6,0.6016,77,4.5,0.1
16,256,0.6,0.6016,77,4.5,0.2
16,256,0.6,0.6016,77,4.5,0.3
16,256,0.6,0.6016,77,4.5,0.4
16,256,0.6,0.6016,77,4.5,0.5
16,256,0.6,0.6016,77,4.5,0.6
16,256,0.6,0.6016,77,4.5,0.7
16,256,0.6,0.6016,77,5.0,0.1
16,256,0.6,0.6016,77,5.0,0.2
16,256,0.6,0.6016,77,5.0,0.3
16,256,0.6,0.6016,77,5.0,0.4
16,256,0.6,0.6016,77,5.0,0.5
16,256,0.6,0.6016,77,5.0,0.6
16,256,0.6,0.6016,77,5.0,0.7
16,256,0.5,0.5,64,0.0,0.1
16,256,0.5,0.5,64,0.0,0.2
16,256,0.5,0.5,64,0.0,0.3
16,256,0.5,0.5,64,0.0,0.4
16,256,0.5,0.5,64,0.0,0.5
16,256,0.5,0.5,64,0.0,0.6
16,256,0.5,0.5,64,0.0,0.7
16,256,0.5,0.5,64,2.0,0.1
16,256,0.5,0.5,64,2.0,0.2
16,256,0.5,0.5,64,2.0,0.3
16,256,0.5,0.5,64,2.0,0.4
16,256,0.5,0.5,64,2.0,0.5
16,256,0.5,0.5,64,2.0,0.6
16,256,0.5,0.5,64,2.0,0.7
16,256,0.5,0.5,64,3.0,0.1
16,256,0.5,0.5,64,3.0,0.2
16,256,0.5,0.5,64,3.0,0.3
16,256,0.5,0.5,64,3.0,0.4
16,256,0.5,0.5,64,3.0,0.5
16,256,0.5,0.5,64,3.0,0.6
16,256,0.5,0.5,64,3.0,0.7
16,256,0.5,0.5,64,3.5,0.1
16,256,0.5,0.5,64,3.5,0.2
16,256,0.5,0.5,64,3.5,0.3
16,256,0.5,0.5,64,3.5,0.4
16,256,0.5,0.5,64,3.5,0.5
16,256,0.5,0.5,64,3.5,0.6
16,256,0.5,0.5,64,3.5,0.7
16,256,0.5,0.5,64,4.0,0.1
16,256,0.5,0.5,64,4.0,0.2
16,256,0.5,0.5,64,4.0,0.3
16,256,0.5,0.5,64,4.0,0.4
16,256,0.5,0.5,64,4.0,0.5
16,256,0.5,0.5,64,4.0,0.6
16,256,0.5,0.5,64,4.0,0.7
16,256,0.5,0.5,64,4.5,0.1
16,256,0.5,0.5,64,4.5,0.2
16,256,0.5,0.5,64,4.5,0.3
16,256,0.5,0.5,64,4.5,0.4
16,256,0.5,0.5,64,4.5,0.5
16,256,0.5,0.5,64,4.5,0.6
16,256,0.5,0.5,64,4.5,0.7
16,256,0.5,0.5,64,5.0,0.1
16,256,0.5,0.5,64,5.0,0.2
16,256,0.5,0.5,64,5.0,0.3
16,256,0.5,0.5,64,5.0,0.4
16,256,0.5,0.5,64,5.0,0.5
16,256,0.5,0.5,64,5.0,0.6
16,256,0.5,0.5,64,5.0,0.7
