            k_x            k_y          value          error
    0.000000000    0.000000000   -0.000000000    0.000000000
    0.000000000    0.785398185    0.032854274    0.000340490
    0.000000000    1.570796371    0.092561435    0.001115828
    0.000000000    2.356194496    0.151427645    0.002068551
    0.000000000    3.141592741    0.177507854    0.003176922
    0.000000000   -3.141592741    0.177507854    0.003176922
    0.000000000   -2.356194496    0.151427655    0.002068551
    0.000000000   -1.570796371    0.092561457    0.001115828
    0.000000000   -0.785398185    0.032854276    0.000340490
    0.785398185    0.000000000    0.034076668    0.000340062
    0.785398185    0.785398185    0.056172980    0.000303623
    0.785398185    1.570796371    0.106512594    0.001834543
    0.785398185    2.356194496    0.154497783    0.002784640
    0.785398185    3.141592741    0.175502585    0.002876138
    0.785398185   -3.141592741    0.175502585    0.002876138
    0.785398185   -2.356194496    0.154131316    0.001827725
    0.785398185   -1.570796371    0.105401580    0.000785693
    0.785398185   -0.785398185    0.057023501    0.000467161
    1.570796371    0.000000000    0.095773695    0.001269133
    1.570796371    0.785398185    0.108620190    0.001076390
    1.570796371    1.570796371    0.131826148    0.000772493
    1.570796371    2.356194496    0.166461692    0.001772783
    1.570796371    3.141592741    0.178848008    0.002156460
    1.570796371   -3.141592741    0.178848008    0.002156460
    1.570796371   -2.356194496    0.166454934    0.001668115
    1.570796371   -1.570796371    0.133508387    0.001000936
    1.570796371   -0.785398185    0.107081440    0.001174037
    2.356194496    0.000000000    0.156903266    0.002623093
    2.356194496    0.785398185    0.160486472    0.002091439
    2.356194496    1.570796371    0.168630506    0.001525036
    2.356194496    2.356194496    0.185814289    0.001098909
    2.356194496    3.141592741    0.195174803    0.001250539
    2.356194496   -3.141592741    0.195174803    0.001250539
    2.356194496   -2.356194496    0.189509008    0.001374915
    2.356194496   -1.570796371    0.172475172    0.001820832
    2.356194496   -0.785398185    0.161774296    0.002499075
    3.141592741    0.000000000    0.185444498    0.003300966
   -3.141592741    0.000000000    0.185444498    0.003300966
    3.141592741    0.785398185    0.183779626    0.002899964
   -3.141592741    0.785398185    0.183779626    0.002899964
    3.141592741    1.570796371    0.178730252    0.001624955
   -3.141592741    1.570796371    0.178730252    0.001624955
    3.141592741    2.356194496    0.198140484    0.001527138
   -3.141592741    2.356194496    0.198140484    0.001527138
    3.141592741    3.141592741    2.830338686    0.030093102
   -3.141592741    3.141592741    2.830338686    0.030093102
    3.141592741   -3.141592741    2.830338686    0.030093102
   -3.141592741   -3.141592741    2.830338686    0.030093102
    3.141592741   -2.356194496    0.198140458    0.001527139
   -3.141592741   -2.356194496    0.198140458    0.001527139
    3.141592741   -1.570796371    0.178730273    0.001624956
   -3.141592741   -1.570796371    0.178730273    0.001624956
    3.141592741   -0.785398185    0.183779724    0.002899965
   -3.141592741   -0.785398185    0.183779724    0.002899965
   -2.356194496    0.000000000    0.156903278    0.002623093
   -2.356194496    0.785398185    0.161774324    0.002499076
   -2.356194496    1.570796371    0.172475153    0.001820833
   -2.356194496    2.356194496    0.189509007    0.001374915
   -2.356194496    3.141592741    0.195174774    0.001250539
   -2.356194496   -3.141592741    0.195174774    0.001250539
   -2.356194496   -2.356194496    0.185814318    0.001098909
   -2.356194496   -1.570796371    0.168630533    0.001525036
   -2.356194496   -0.785398185    0.160486534    0.002091440
   -1.570796371    0.000000000    0.095773720    0.001269133
   -1.570796371    0.785398185    0.107081475    0.001174037
   -1.570796371    1.570796371    0.133508386    0.001000937
   -1.570796371    2.356194496    0.166454954    0.001668115
   -1.570796371    3.141592741    0.178848030    0.002156459
   -1.570796371   -3.141592741    0.178848030    0.002156459
   -1.570796371   -2.356194496    0.166461723    0.001772783
   -1.570796371   -1.570796371    0.131826380    0.000772493
   -1.570796371   -0.785398185    0.108620181    0.001076391
   -0.785398185    0.000000000    0.034076670    0.000340062
   -0.785398185    0.785398185    0.057023504    0.000467161
   -0.785398185    1.570796371    0.105401547    0.000785693
   -0.785398185    2.356194496    0.154131294    0.001827725
   -0.785398185    3.141592741    0.175502685    0.002876138
   -0.785398185   -3.141592741    0.175502685    0.002876138
   -0.785398185   -2.356194496    0.154497847    0.002784640
   -0.785398185   -1.570796371    0.106512583    0.001834543
   -0.785398185   -0.785398185    0.056173114    0.000303623
